invoice_id,vendor_id,po_id,contract_id,project_id,invoice_type,invoice_status,invoice_date,due_date,gross_amount,tax_rate,tax_amount,retention_pct,retention_amount,net_amount,currency,payment_term,early_payment_discount,paid_date,paid_amount,approved_by,approval_date,invoice_ref,description,created_date
INV-2025-0000208,VND-000268,PO-2021-0000594,,PRJ-2019-00567,MATERIAL,UNDER_REVIEW,2025-08-02,2025-09-16,213347.79,0.15,32002.17,0.0,0.0,245349.96,SAR,NET45,0.0,,,,,INV-REF-JK382VJ,When discussion if continue policy it.,2025-08-02
INV-2020-0000209,VND-000512,PO-2020-0000264,,PRJ-2021-00564,MATERIAL,PARTIALLY_PAID,2020-11-24,2021-01-23,213751.95,0.05,10687.6,0.0,0.0,224439.55,SAR,NET90,0.0,2021-01-14,106853.0,EMP-000595,2020-11-27,INV-REF-CL093BY,Relate day sell.,2020-11-24
INV-2024-0000210,VND-000911,,CTR-2023-000860,PRJ-2024-00556,SERVICE,UNDER_REVIEW,2024-12-08,2024-12-23,20000000.0,0.0,0.0,0.0,0.0,20000000.0,SAR,NET30,0.0,,,,,INV-REF-ZI191LX,Culture box provide majority whole finish.,2024-12-08
INV-2025-0000211,VND-000155,,CTR-2020-000518,PRJ-2020-00010,PROGRESS,SUBMITTED,2025-01-31,2025-05-01,232428.0,0.05,11621.4,0.1,23242.8,220806.6,USD,NET15,0.0,,,,,INV-REF-LH696WW,Pay sport relationship father pass be care.,2025-01-31
INV-2023-0000212,VND-000017,PO-2019-0000565,,PRJ-2019-00007,ADVANCE,PAID,2023-01-07,2023-01-22,542177.36,0.05,27108.87,0.0,0.0,569286.23,USD,IMMEDIATE,10843.55,2023-01-16,558442.68,EMP-000903,2023-01-12,INV-REF-HL134XS,Memory industry case himself.,2023-01-07
INV-2019-0000213,VND-000441,PO-2019-0000099,,PRJ-2023-00826,SERVICE,PAID,2019-03-18,2019-04-17,412917.31,0.15,61937.6,0.0,0.0,474854.91,USD,NET45,8258.35,2019-03-27,466596.56,EMP-000316,2019-04-01,INV-REF-SP278LJ,Majority cell fire late.,2019-03-18
INV-2021-0000214,VND-000383,PO-2024-0000471,,PRJ-2020-00983,MATERIAL,APPROVED,2021-05-05,2021-06-04,262258.75,0.15,39338.81,0.0,0.0,301597.56,USD,NET60,0.0,,,EMP-000688,2021-05-19,INV-REF-FI050MY,Measure manager range indeed style major bar.,2021-05-05
INV-2019-0000215,VND-000778,,CTR-2022-000416,PRJ-2020-00033,PROGRESS,PARTIALLY_PAID,2019-10-10,2019-12-09,61518.68,0.05,3075.93,0.1,6151.87,58442.74,USD,NET30,0.0,2019-11-24,22540.88,EMP-000150,2019-10-18,INV-REF-CR034OI,Collection leader score she near.,2019-10-10
INV-2025-0000216,VND-000580,,CTR-2020-000942,PRJ-2021-00879,SERVICE,PAID,2025-04-28,2025-05-28,308184.48,0.0,0.0,0.0,0.0,308184.48,GBP,NET15,0.0,2025-05-14,308184.48,EMP-000152,2025-05-03,INV-REF-RX191IX,State among rest national wrong bill stop.,2025-04-28
INV-2019-0000217,VND-000288,PO-2019-0000578,,PRJ-2024-00921,ADVANCE,PAID,2019-01-17,2019-02-16,30969.63,0.15,4645.44,0.0,0.0,35615.07,SAR,NET60,619.39,2019-01-24,34995.68,EMP-000916,2019-01-27,INV-REF-CQ340WF,Tend bring speech decide scene ready.,2019-01-17
INV-2020-0000218,VND-000408,,CTR-2024-000307,PRJ-2020-00952,PROGRESS,PAID,2020-10-17,2020-12-16,69201.1,0.0,0.0,0.05,3460.06,65741.04,GBP,NET15,0.0,2020-11-08,65741.04,EMP-000128,2020-10-24,INV-REF-NI962YN,South now mother others collection.,2020-10-17
INV-2025-0000219,VND-000706,,CTR-2019-000513,PRJ-2019-00742,PROGRESS,PAID,2025-01-28,2025-02-12,47665.1,0.15,7149.76,0.1,4766.51,50048.35,SAR,NET90,953.3,2025-01-30,49095.05,EMP-000131,2025-02-03,INV-REF-RG449RG,While size try yeah.,2025-01-28
INV-2023-0000220,VND-000407,,CTR-2020-000031,PRJ-2021-00993,PROGRESS,ON_HOLD,2023-08-19,2023-10-18,111615.05,0.15,16742.26,0.1,11161.51,117195.8,SAR,NET45,0.0,,,,,INV-REF-JT223UP,Majority officer environmental increase later plant.,2023-08-19
INV-2022-0000221,VND-000677,,CTR-2023-000303,PRJ-2023-00390,SERVICE,PAID,2022-02-07,2022-02-22,3178715.84,0.0,0.0,0.0,0.0,3178715.84,SAR,NET60,0.0,2022-02-19,3178715.84,EMP-000139,2022-02-20,INV-REF-VR168SX,Wear force able similar run room learn.,2022-02-07
INV-2024-0000222,VND-000370,PO-2020-0000006,,PRJ-2022-00110,MATERIAL,APPROVED,2024-08-15,2024-09-29,5997.53,0.05,299.88,0.0,0.0,6297.41,SAR,NET60,0.0,,,EMP-000149,2024-08-17,INV-REF-ZN518BN,Environmental stock front official not magazine gas.,2024-08-15
INV-2020-0000223,VND-000525,PO-2021-0000363,,PRJ-2023-00418,SERVICE,PAID,2020-02-17,2020-05-17,276340.83,0.15,41451.12,0.0,0.0,317791.95,EUR,IMMEDIATE,0.0,2020-04-07,317791.95,EMP-000172,2020-02-18,INV-REF-OY001DB,Upon citizen lead yeah.,2020-02-17
INV-2021-0000224,VND-000743,,CTR-2020-000249,PRJ-2019-00923,SERVICE,PAID,2021-09-24,2021-10-24,8786.1,0.15,1317.91,0.0,0.0,10104.01,SAR,NET15,175.72,2021-09-29,9928.29,EMP-000935,2021-09-29,INV-REF-PT632KR,Pressure economy head tough.,2021-09-24
INV-2021-0000225,VND-000172,PO-2024-0000432,,PRJ-2021-00446,MATERIAL,UNDER_REVIEW,2021-09-05,2021-09-20,48635.17,0.05,2431.76,0.0,0.0,51066.93,SAR,NET60,0.0,,,,,INV-REF-OT206US,Investment before believe degree back.,2021-09-05
INV-2020-0000226,VND-000632,,CTR-2021-000110,PRJ-2024-00201,PROGRESS,REJECTED,2020-01-04,2020-03-04,505561.97,0.0,0.0,0.1,50556.2,455005.77,EUR,NET60,0.0,,,,,INV-REF-RC938AA,Stage write institution car audience him.,2020-01-04
INV-2022-0000227,VND-000343,,CTR-2022-000308,PRJ-2020-00441,PROGRESS,APPROVED,2022-09-03,2022-10-18,108707.93,0.05,5435.4,0.05,5435.4,108707.93,AED,NET45,0.0,,,EMP-000236,2022-09-09,INV-REF-XT115IY,Political quality attention none.,2022-09-03
INV-2021-0000228,VND-000991,,CTR-2021-000334,PRJ-2024-00590,PROGRESS,PAID,2021-07-21,2021-09-04,19601.92,0.05,980.1,0.1,1960.19,18621.83,AED,NET30,0.0,2021-08-03,18621.83,EMP-000441,2021-07-31,INV-REF-WU927NO,Turn pattern kind describe.,2021-07-21
INV-2023-0000229,VND-000028,PO-2021-0000966,,PRJ-2024-00976,MATERIAL,PAID,2023-04-18,2023-06-17,33760.42,0.15,5064.06,0.0,0.0,38824.48,EUR,NET60,675.21,2023-04-23,38149.27,EMP-000769,2023-05-02,INV-REF-LU121YW,Fire cause everybody base network outside.,2023-04-18
INV-2025-0000230,VND-000512,,CTR-2024-000248,PRJ-2024-00143,PROGRESS,APPROVED,2025-08-05,2025-10-04,273592.93,0.05,13679.65,0.05,13679.65,273592.93,SAR,NET30,0.0,,,EMP-000531,2025-08-15,INV-REF-QT940NH,Meeting security far approach today west manager both.,2025-08-05
INV-2022-0000231,VND-000946,,CTR-2021-000810,PRJ-2019-00943,SERVICE,PAID,2022-12-26,2023-03-26,33006.18,0.05,1650.31,0.0,0.0,34656.49,USD,IMMEDIATE,0.0,2023-01-06,34656.49,EMP-000708,2022-12-28,INV-REF-HA791XU,Hit stuff inside national.,2022-12-26
INV-2025-0000232,VND-000171,PO-2023-0000577,,PRJ-2020-00663,MATERIAL,PAID,2025-12-13,2026-02-11,136583.02,0.15,20487.45,0.0,0.0,157070.47,AED,NET60,0.0,2026-01-10,157070.47,EMP-000071,2025-12-15,INV-REF-BL271EA,Democratic two we huge expert.,2025-12-13
INV-2019-0000233,VND-000765,PO-2021-0000595,,PRJ-2024-00532,MATERIAL,APPROVED,2019-10-22,2019-11-21,105699.75,0.15,15854.96,0.0,0.0,121554.71,SAR,NET90,0.0,,,EMP-000929,2019-10-30,INV-REF-SZ866FO,Mrs check base bad TV window choice.,2019-10-22
INV-2025-0000234,VND-000155,,CTR-2024-000495,PRJ-2022-00354,PROGRESS,PAID,2025-08-01,2025-08-16,37145.56,0.0,0.0,0.1,3714.56,33431.0,EUR,NET30,0.0,2025-08-13,33431.0,EMP-000030,2025-08-04,INV-REF-OW569PR,Financial join well draw.,2025-08-01
INV-2021-0000235,VND-000212,PO-2019-0000357,,PRJ-2019-00534,MATERIAL,REJECTED,2021-02-19,2021-04-20,2460600.87,0.05,123030.04,0.0,0.0,2583630.91,USD,NET15,0.0,,,,,INV-REF-HD316NM,Finally score scientist budget.,2021-02-19
INV-2021-0000236,VND-000728,PO-2019-0000870,,PRJ-2023-00118,MATERIAL,SUBMITTED,2021-11-28,2021-12-13,255474.67,0.05,12773.73,0.0,0.0,268248.4,EUR,NET15,0.0,,,,,INV-REF-FW202HH,Cold camera sit environmental though.,2021-11-28
INV-2024-0000237,VND-000164,PO-2024-0000437,,PRJ-2024-00339,MATERIAL,UNDER_REVIEW,2024-04-28,2024-06-27,4732.87,0.05,236.64,0.0,0.0,4969.51,SAR,NET15,0.0,,,,,INV-REF-RH056EQ,Physical many member area teacher cold church.,2024-04-28
INV-2024-0000238,VND-000756,,CTR-2021-000461,PRJ-2023-00629,PROGRESS,APPROVED,2024-07-18,2024-08-02,130572.18,0.15,19585.83,0.1,13057.22,137100.79,SAR,NET15,0.0,,,EMP-000343,2024-07-23,INV-REF-OV191GA,Teach activity animal.,2024-07-18
INV-2025-0000239,VND-000592,,CTR-2020-000192,PRJ-2020-00105,PROGRESS,PAID,2025-04-11,2025-06-10,36582.32,0.05,1829.12,0.1,3658.23,34753.21,SAR,NET30,0.0,2025-06-06,34753.21,EMP-000907,2025-04-19,INV-REF-LC562JZ,Different eat trouble floor step number.,2025-04-11
INV-2023-0000240,VND-000398,PO-2020-0000602,,PRJ-2022-00626,ADVANCE,APPROVED,2023-06-28,2023-08-12,354566.08,0.0,0.0,0.0,0.0,354566.08,USD,NET90,0.0,,,EMP-000665,2023-07-12,INV-REF-LO180ZH,West attention let.,2023-06-28
INV-2024-0000241,VND-000630,,CTR-2022-000689,PRJ-2022-00605,PROGRESS,APPROVED,2024-03-01,2024-03-31,30068.06,0.0,0.0,0.1,3006.81,27061.25,SAR,NET60,0.0,,,EMP-000139,2024-03-07,INV-REF-FJ445DA,Customer nor fight performance less option.,2024-03-01
INV-2024-0000242,VND-000611,PO-2022-0000393,,PRJ-2020-00142,MATERIAL,APPROVED,2024-04-05,2024-06-04,83107.92,0.05,4155.4,0.0,0.0,87263.32,USD,NET15,0.0,,,EMP-000958,2024-04-16,INV-REF-WY738PJ,Usually agency must.,2024-04-05
INV-2020-0000243,VND-000144,,CTR-2022-000635,PRJ-2020-00192,SERVICE,REJECTED,2020-07-02,2020-07-17,210550.52,0.0,0.0,0.0,0.0,210550.52,SAR,NET90,0.0,,,,,INV-REF-WQ050YV,Billion morning draw man art.,2020-07-02
INV-2025-0000244,VND-000669,PO-2019-0000702,,PRJ-2024-00507,MATERIAL,PAID,2025-08-01,2025-09-30,361722.56,0.05,18086.13,0.0,0.0,379808.69,SAR,NET90,0.0,2025-09-07,379808.69,EMP-000693,2025-08-02,INV-REF-CO241HA,Learn security oil measure PM hour.,2025-08-01
INV-2025-0000245,VND-000282,,CTR-2019-000296,PRJ-2023-00231,PROGRESS,APPROVED,2025-10-17,2025-12-16,16310.35,0.0,0.0,0.1,1631.04,14679.31,USD,IMMEDIATE,0.0,,,EMP-000908,2025-10-27,INV-REF-BQ990IP,End fire song red save.,2025-10-17
INV-2019-0000246,VND-000376,PO-2020-0000779,,PRJ-2024-00556,MATERIAL,PAID,2019-08-14,2019-11-12,59769.34,0.15,8965.4,0.0,0.0,68734.74,AED,NET45,0.0,2019-08-28,68734.74,EMP-000061,2019-08-26,INV-REF-OE574MI,Board black last finish building group show later.,2019-08-14
INV-2025-0000247,VND-000896,,CTR-2019-000270,PRJ-2024-00034,PROGRESS,APPROVED,2025-08-13,2025-08-28,48415.83,0.05,2420.79,0.05,2420.79,48415.83,SAR,NET45,0.0,,,EMP-000756,2025-08-25,INV-REF-FK741ZR,Step recent American structure foreign.,2025-08-13
INV-2023-0000248,VND-000625,,CTR-2022-000170,PRJ-2023-00648,PROGRESS,PARTIALLY_PAID,2023-04-16,2023-05-16,37049.35,0.15,5557.4,0.05,1852.47,40754.28,USD,NET30,0.0,2023-05-04,17953.99,EMP-000718,2023-04-25,INV-REF-ZG135DR,Employee wrong all identify laugh.,2023-04-16
INV-2020-0000249,VND-000297,PO-2022-0000976,,PRJ-2023-00587,MATERIAL,PAID,2020-12-13,2020-12-28,1394688.09,0.15,209203.21,0.0,0.0,1603891.3,AED,NET45,0.0,2020-12-26,1603891.3,EMP-000476,2020-12-20,INV-REF-DG831ZY,Building article sit develop.,2020-12-13
INV-2019-0000250,VND-000130,PO-2022-0000256,,PRJ-2020-00719,ADVANCE,PARTIALLY_PAID,2019-12-31,2020-02-14,181221.0,0.0,0.0,0.0,0.0,181221.0,EUR,NET45,0.0,2020-02-13,89949.11,EMP-000228,2020-01-03,INV-REF-RO365PF,Only true avoid young cup position speak begin.,2019-12-31
INV-2023-0000251,VND-000385,,CTR-2020-000649,PRJ-2019-00463,PROGRESS,PAID,2023-09-21,2023-11-05,14893.41,0.0,0.0,0.1,1489.34,13404.07,AED,NET15,0.0,2023-10-15,13404.07,EMP-000127,2023-09-29,INV-REF-DD510KK,Start house ahead raise common Democrat.,2023-09-21
INV-2022-0000252,VND-000793,PO-2022-0000749,,PRJ-2023-00868,MATERIAL,SUBMITTED,2022-11-22,2023-01-06,391129.08,0.05,19556.45,0.0,0.0,410685.53,EUR,NET30,0.0,,,,,INV-REF-CJ244CN,Pay positive material third look because him information.,2022-11-22
INV-2022-0000253,VND-000217,PO-2022-0000331,,PRJ-2024-00507,MATERIAL,APPROVED,2022-06-22,2022-09-20,2381483.8,0.05,119074.19,0.0,0.0,2500557.99,SAR,IMMEDIATE,0.0,,,EMP-000477,2022-07-06,INV-REF-YB838YY,Look sit general not focus establish.,2022-06-22
INV-2022-0000254,VND-000781,,CTR-2021-000102,PRJ-2023-00050,PROGRESS,PARTIALLY_PAID,2022-01-09,2022-01-24,464491.2,0.15,69673.68,0.1,46449.12,487715.76,SAR,NET45,9289.82,2022-01-10,388182.3,EMP-000078,2022-01-16,INV-REF-OB059ZX,Around yard morning short yourself.,2022-01-09
INV-2020-0000255,VND-000904,PO-2024-0000163,,PRJ-2024-00666,ADVANCE,ON_HOLD,2020-02-17,2020-04-02,10106.61,0.05,505.33,0.0,0.0,10611.94,SAR,NET60,0.0,,,,,INV-REF-QP213RI,Shake way offer work.,2020-02-17
INV-2024-0000256,VND-000406,PO-2019-0000744,,PRJ-2024-00641,ADVANCE,UNDER_REVIEW,2024-04-29,2024-06-28,47745.92,0.15,7161.89,0.0,0.0,54907.81,SAR,NET15,0.0,,,,,INV-REF-LP652LU,Trial agreement red way nor none.,2024-04-29
INV-2019-0000257,VND-000136,PO-2024-0000532,,PRJ-2020-00608,MATERIAL,REJECTED,2019-08-16,2019-08-31,660245.31,0.15,99036.8,0.0,0.0,759282.11,USD,NET30,0.0,,,,,INV-REF-TL378FC,Argue own after long.,2019-08-16
INV-2025-0000258,VND-000711,PO-2024-0000073,,PRJ-2023-00136,MATERIAL,PARTIALLY_PAID,2025-07-16,2025-07-31,34149.25,0.0,0.0,0.0,0.0,34149.25,EUR,NET15,682.99,2025-07-18,15595.13,EMP-000802,2025-07-21,INV-REF-ZI593VT,Try such food against.,2025-07-16
INV-2020-0000259,VND-000896,PO-2021-0000071,,PRJ-2021-00137,MATERIAL,PARTIALLY_PAID,2020-10-15,2020-10-30,192091.89,0.15,28813.78,0.0,0.0,220905.67,USD,IMMEDIATE,3841.84,2020-10-23,105061.38,EMP-000245,2020-10-19,INV-REF-HX921EX,Only from follow wish run join.,2020-10-15
INV-2024-0000260,VND-000631,,CTR-2024-000881,PRJ-2024-00704,PROGRESS,ON_HOLD,2024-02-21,2024-03-22,315511.71,0.0,0.0,0.05,15775.59,299736.12,USD,NET30,0.0,,,,,INV-REF-TJ752SN,Development open compare fill read camera.,2024-02-21
INV-2022-0000261,VND-000811,PO-2024-0000284,,PRJ-2024-00144,MATERIAL,APPROVED,2022-02-13,2022-03-15,24577.93,0.15,3686.69,0.0,0.0,28264.62,USD,IMMEDIATE,0.0,,,EMP-000449,2022-02-25,INV-REF-XK096CL,Fish speak particularly policy bit many former back.,2022-02-13
INV-2023-0000262,VND-000028,PO-2019-0000211,,PRJ-2019-00869,MATERIAL,ON_HOLD,2023-11-07,2024-02-05,90283.68,0.15,13542.55,0.0,0.0,103826.23,USD,NET45,0.0,,,,,INV-REF-OF552TQ,Land enter economic attack either blue.,2023-11-07
INV-2021-0000263,VND-000813,,CTR-2021-000507,PRJ-2022-00978,PROGRESS,PAID,2021-05-04,2021-07-03,763.64,0.05,38.18,0.05,38.18,763.64,USD,NET15,0.0,2021-06-07,763.64,EMP-000424,2021-05-05,INV-REF-CU006AK,Manage her national big look tell.,2021-05-04
INV-2021-0000264,VND-000882,PO-2022-0000431,,PRJ-2021-00860,ADVANCE,UNDER_REVIEW,2021-10-07,2021-11-06,21235.27,0.05,1061.76,0.0,0.0,22297.03,AED,NET90,0.0,,,,,INV-REF-EZ327CS,Five weight avoid.,2021-10-07
INV-2025-0000265,VND-000015,PO-2022-0000041,,PRJ-2022-00269,MATERIAL,PAID,2025-07-23,2025-10-21,67585.43,0.0,0.0,0.0,0.0,67585.43,USD,NET60,0.0,2025-09-26,67585.43,EMP-000373,2025-08-05,INV-REF-UE262JF,Order party lot all wall close.,2025-07-23
INV-2022-0000266,VND-000656,,CTR-2020-000285,PRJ-2024-00550,SERVICE,APPROVED,2022-06-08,2022-06-23,15188.98,0.0,0.0,0.0,0.0,15188.98,AED,IMMEDIATE,0.0,,,EMP-000908,2022-06-21,INV-REF-GV620NM,Recent reveal role enter example down.,2022-06-08
INV-2020-0000267,VND-000650,PO-2021-0000448,,PRJ-2019-00782,SERVICE,APPROVED,2020-05-02,2020-05-17,1142371.54,0.15,171355.73,0.0,0.0,1313727.27,SAR,NET45,0.0,,,EMP-000115,2020-05-09,INV-REF-JF069JD,About because station person lose best.,2020-05-02
INV-2019-0000268,VND-000317,PO-2024-0000725,,PRJ-2020-00683,SERVICE,PAID,2019-12-26,2020-01-10,11554.01,0.0,0.0,0.0,0.0,11554.01,SAR,NET45,231.08,2020-01-01,11322.93,EMP-000309,2020-01-04,INV-REF-FE324HT,Likely thus enter politics hold he.,2019-12-26
INV-2023-0000269,VND-000171,,CTR-2024-000768,PRJ-2019-00381,PROGRESS,PAID,2023-01-16,2023-03-02,51017.97,0.05,2550.9,0.05,2550.9,51017.97,SAR,NET90,1020.36,2023-01-21,49997.61,EMP-000219,2023-01-21,INV-REF-CC652QC,Enjoy student nor character recent benefit property.,2023-01-16
INV-2024-0000270,VND-000509,PO-2019-0000369,,PRJ-2021-00467,ADVANCE,PAID,2024-09-12,2024-12-11,120103.71,0.0,0.0,0.0,0.0,120103.71,SAR,NET45,0.0,2024-10-15,120103.71,EMP-000848,2024-09-25,INV-REF-OJ869DY,Industry movement term little think live bad.,2024-09-12
INV-2019-0000271,VND-000119,,CTR-2021-000003,PRJ-2021-00234,PROGRESS,PAID,2019-05-06,2019-05-21,857614.46,0.0,0.0,0.05,42880.72,814733.74,SAR,NET90,0.0,2019-05-21,814733.74,EMP-000847,2019-05-09,INV-REF-HZ089KR,Challenge we last we cold deep cover amount.,2019-05-06
INV-2020-0000272,VND-000567,PO-2020-0000230,,PRJ-2023-00823,ADVANCE,PARTIALLY_PAID,2020-05-07,2020-07-06,11455.29,0.05,572.76,0.0,0.0,12028.05,SAR,NET15,0.0,2020-06-29,4076.83,EMP-000708,2020-05-13,INV-REF-OJ163MQ,Treat trial attack hold however for.,2020-05-07
INV-2019-0000273,VND-000184,,CTR-2022-000977,PRJ-2022-00229,SERVICE,ON_HOLD,2019-02-05,2019-04-06,565093.02,0.05,28254.65,0.0,0.0,593347.67,EUR,NET60,0.0,,,,,INV-REF-AY487SN,Mission information increase challenge onto serve vote understand.,2019-02-05
INV-2021-0000274,VND-000009,PO-2021-0000299,,PRJ-2024-00378,MATERIAL,PAID,2021-06-05,2021-09-03,100242.71,0.15,15036.41,0.0,0.0,115279.12,SAR,NET45,0.0,2021-08-20,115279.12,EMP-000344,2021-06-13,INV-REF-IW914AQ,Pressure occur list common idea peace.,2021-06-05
INV-2025-0000275,VND-000560,,CTR-2024-000155,PRJ-2024-00779,PROGRESS,PAID,2025-01-13,2025-02-12,22645.97,0.0,0.0,0.1,2264.6,20381.37,SAR,IMMEDIATE,0.0,2025-02-09,20381.37,EMP-000443,2025-01-25,INV-REF-VS606PD,Tv today after stage field exactly man.,2025-01-13
INV-2019-0000276,VND-000674,PO-2021-0000107,,PRJ-2020-00386,ADVANCE,SUBMITTED,2019-09-29,2019-10-29,197433.13,0.0,0.0,0.0,0.0,197433.13,SAR,NET90,0.0,,,,,INV-REF-TV132CX,Especially indicate population could deep station.,2019-09-29
INV-2019-0000277,VND-000287,PO-2023-0000944,,PRJ-2023-00096,ADVANCE,UNDER_REVIEW,2019-09-24,2019-11-23,133064.54,0.0,0.0,0.0,0.0,133064.54,GBP,NET15,0.0,,,,,INV-REF-DG785YK,Find medical career surface.,2019-09-24
INV-2022-0000278,VND-000098,PO-2019-0000653,,PRJ-2019-00518,ADVANCE,SUBMITTED,2022-02-08,2022-05-09,40121.78,0.05,2006.09,0.0,0.0,42127.87,SAR,IMMEDIATE,0.0,,,,,INV-REF-MM902DP,Lead truth relate.,2022-02-08
INV-2024-0000279,VND-000268,PO-2022-0000949,,PRJ-2022-00872,ADVANCE,APPROVED,2024-12-24,2025-02-07,109612.11,0.05,5480.61,0.0,0.0,115092.72,SAR,NET60,0.0,,,EMP-000567,2024-12-28,INV-REF-GZ457OH,Drop major land.,2024-12-24
INV-2019-0000280,VND-000789,PO-2019-0000160,,PRJ-2022-00599,ADVANCE,UNDER_REVIEW,2019-03-26,2019-05-25,55383.09,0.0,0.0,0.0,0.0,55383.09,SAR,NET90,0.0,,,,,INV-REF-WW798KQ,Expect hit clear occur.,2019-03-26
INV-2019-0000281,VND-000213,PO-2023-0000873,,PRJ-2019-00463,SERVICE,ON_HOLD,2019-02-16,2019-03-18,117040.58,0.0,0.0,0.0,0.0,117040.58,SAR,NET15,0.0,,,,,INV-REF-RN333RP,Message ten whose radio listen car.,2019-02-16
INV-2024-0000282,VND-000856,,CTR-2022-000152,PRJ-2021-00878,PROGRESS,SUBMITTED,2024-07-01,2024-08-30,266517.72,0.0,0.0,0.05,13325.89,253191.83,SAR,IMMEDIATE,0.0,,,,,INV-REF-OQ290MZ,Require remember every time surface.,2024-07-01
INV-2021-0000283,VND-000032,PO-2019-0000876,,PRJ-2023-00975,MATERIAL,ON_HOLD,2021-10-12,2022-01-10,1065575.11,0.05,53278.76,0.0,0.0,1118853.87,SAR,NET45,0.0,,,,,INV-REF-DT743RH,However bill memory production successful hear positive participant.,2021-10-12
INV-2019-0000284,VND-000013,,CTR-2024-000134,PRJ-2020-00064,PROGRESS,UNDER_REVIEW,2019-07-10,2019-07-25,15417.78,0.0,0.0,0.1,1541.78,13876.0,USD,IMMEDIATE,0.0,,,,,INV-REF-EV417RO,Technology end represent throughout federal change.,2019-07-10
INV-2025-0000285,VND-000203,PO-2019-0000829,,PRJ-2023-00925,MATERIAL,ON_HOLD,2025-02-17,2025-04-03,2420658.24,0.0,0.0,0.0,0.0,2420658.24,SAR,NET30,0.0,,,,,INV-REF-ZQ309UR,Return pretty young else.,2025-02-17
INV-2022-0000286,VND-000444,PO-2021-0000509,,PRJ-2022-00842,MATERIAL,ON_HOLD,2022-07-15,2022-09-13,5280.99,0.0,0.0,0.0,0.0,5280.99,SAR,NET45,0.0,,,,,INV-REF-VC666LT,Staff gas require rather point little wait.,2022-07-15
INV-2020-0000287,VND-000153,PO-2021-0000663,,PRJ-2020-00036,MATERIAL,APPROVED,2020-09-12,2020-11-11,78615.36,0.05,3930.77,0.0,0.0,82546.13,SAR,IMMEDIATE,0.0,,,EMP-000443,2020-09-14,INV-REF-KQ584JL,Best campaign else space several.,2020-09-12
INV-2021-0000288,VND-000659,PO-2022-0000256,,PRJ-2024-00906,MATERIAL,APPROVED,2021-10-06,2021-10-21,238583.78,0.15,35787.57,0.0,0.0,274371.35,EUR,NET90,0.0,,,EMP-000886,2021-10-12,INV-REF-OW251OV,Inside thought he one less.,2021-10-06
INV-2022-0000289,VND-000935,PO-2024-0000277,,PRJ-2020-00580,SERVICE,REJECTED,2022-01-14,2022-02-28,150465.3,0.0,0.0,0.0,0.0,150465.3,SAR,IMMEDIATE,0.0,,,,,INV-REF-OL170LN,Line create build quite.,2022-01-14
INV-2025-0000290,VND-000484,,CTR-2024-000786,PRJ-2024-00543,PROGRESS,SUBMITTED,2025-03-23,2025-04-07,38791.28,0.15,5818.69,0.05,1939.56,42670.41,USD,NET45,0.0,,,,,INV-REF-DJ846IM,Important notice trade leader first resource.,2025-03-23
INV-2021-0000291,VND-000755,,CTR-2024-000817,PRJ-2019-00058,SERVICE,PAID,2021-07-01,2021-07-31,72244.87,0.05,3612.24,0.0,0.0,75857.11,SAR,NET45,0.0,2021-07-12,75857.11,EMP-000387,2021-07-14,INV-REF-OL175UO,Above event seven collection.,2021-07-01
INV-2024-0000292,VND-000029,,CTR-2021-000971,PRJ-2019-00721,PROGRESS,ON_HOLD,2024-10-15,2024-11-14,47122.16,0.15,7068.32,0.05,2356.11,51834.37,USD,NET90,0.0,,,,,INV-REF-IN271BO,Idea whole himself also current health.,2024-10-15
INV-2020-0000293,VND-000239,PO-2023-0000490,,PRJ-2020-00617,SERVICE,SUBMITTED,2020-06-18,2020-09-16,40780.24,0.0,0.0,0.0,0.0,40780.24,EUR,NET45,0.0,,,,,INV-REF-MB058RA,Safe difficult theory fine bill me fill assume.,2020-06-18
INV-2021-0000294,VND-000865,,CTR-2020-000061,PRJ-2023-00890,PROGRESS,ON_HOLD,2021-10-28,2021-11-27,353063.48,0.0,0.0,0.05,17653.17,335410.31,EUR,NET30,0.0,,,,,INV-REF-DU044HM,Full thousand yet garden top grow could.,2021-10-28
INV-2025-0000295,VND-000722,PO-2019-0000601,,PRJ-2020-00965,MATERIAL,SUBMITTED,2025-06-22,2025-08-06,168640.28,0.0,0.0,0.0,0.0,168640.28,SAR,NET60,0.0,,,,,INV-REF-OU603IN,Operation college hand.,2025-06-22
INV-2020-0000296,VND-000655,,CTR-2020-000665,PRJ-2020-00984,PROGRESS,APPROVED,2020-12-28,2021-03-28,34913.74,0.05,1745.69,0.05,1745.69,34913.74,GBP,NET15,0.0,,,EMP-000812,2021-01-07,INV-REF-XI064ND,Yes product president after ready indicate herself natural.,2020-12-28
INV-2025-0000297,VND-000835,PO-2023-0000315,,PRJ-2024-00180,MATERIAL,PAID,2025-12-19,2026-02-02,380560.26,0.15,57084.04,0.0,0.0,437644.3,SAR,NET45,7611.21,2025-12-20,430033.09,EMP-000644,2025-12-31,INV-REF-SR723OA,Inside big minute performance red.,2025-12-19
INV-2023-0000298,VND-000989,PO-2021-0000187,,PRJ-2023-00582,MATERIAL,ON_HOLD,2023-06-12,2023-09-10,156521.6,0.15,23478.24,0.0,0.0,179999.84,USD,NET45,0.0,,,,,INV-REF-UN618HS,Size marriage participant sing.,2023-06-12
