contract_id,contract_type,contract_status,vendor_id,project_id,contract_manager_id,scope_of_work,original_value,revised_value,revision_factor,variation_orders,currency,start_date,end_date,duration_months,retention_pct,performance_bond_pct,advance_payment_pct,liquidated_damages_pct,payment_terms,insurance_required,description,created_date
CTR-2019-000220,COST_PLUS,UNDER_NEGOTIATION,VND-000158,PRJ-2021-00927,EMP-000424,Transportation & Logistics,1135758.43,1274548.11,1.1222,1,SAR,2019-05-09,2021-12-24,32,0,0,10,0.5,PROGRESS,True,Black better develop section newspaper reach determine hear leg quickly real.,2019-05-09
CTR-2024-000221,LUMP_SUM,COMPLETED,VND-000149,PRJ-2022-00872,EMP-000060,Transportation & Logistics,32345577.12,26031720.47,0.8048,0,EUR,2024-03-11,2026-03-31,25,5,10,0,2.0,PROGRESS,True,General agency bit indeed which break wait.,2024-03-11
CTR-2022-000222,REMEASURE,ACTIVE,VND-000634,PRJ-2019-00707,EMP-000805,Scaffolding Services,61028.86,73228.53,1.1999,1,USD,2022-12-24,2023-06-22,6,0,0,20,5.0,COMPLETION,True,Give gas six miss give best reveal.,2022-12-24
CTR-2022-000223,COST_PLUS,SUSPENDED,VND-000203,PRJ-2024-00495,EMP-000815,Commissioning Support,2811954.32,2408438.88,0.8565,0,USD,2022-02-09,2025-09-21,44,5,0,30,1.0,PROGRESS,True,Five feel special boy support possible quality clearly worker during company.,2022-02-09
CTR-2024-000224,COST_PLUS,UNDER_NEGOTIATION,VND-000401,PRJ-2023-00494,EMP-000601,Transportation & Logistics,89404.49,101196.94,1.1319,1,USD,2024-09-20,2025-03-19,6,0,5,30,5.0,COMPLETION,False,Former interview left something picture control price how.,2024-09-20
CTR-2019-000225,COST_PLUS,ACTIVE,VND-000537,PRJ-2019-00994,EMP-000464,Scaffolding Services,494895.65,408387.89,0.8252,0,EUR,2019-07-13,2024-01-18,55,0,0,20,5.0,COMPLETION,True,Third last involve above Democrat everything region somebody officer son Mr hand culture.,2019-07-13
CTR-2022-000226,REMEASURE,UNDER_NEGOTIATION,VND-000831,PRJ-2019-00764,EMP-000019,Commissioning Support,5144433.92,4379456.6,0.8513,0,USD,2022-09-01,2027-03-09,55,0,10,30,1.0,COMPLETION,False,Energy television month police others particularly only.,2022-09-01
CTR-2021-000227,COST_PLUS,COMPLETED,VND-000754,PRJ-2023-00340,EMP-000928,Civil Works,1106176.5,1309381.12,1.1837,2,USD,2021-11-12,2025-10-22,48,5,0,0,1.0,PROGRESS,True,Goal leader common purpose song try opportunity public finish draw.,2021-11-12
CTR-2024-000228,EPC,ACTIVE,VND-000873,PRJ-2021-00383,EMP-000165,Piping & Fabrication,199462.76,164137.91,0.8229,0,USD,2024-12-24,2029-01-02,49,5,0,15,1.0,MONTHLY,False,Consumer really memory industry case himself control.,2024-12-24
CTR-2022-000229,LUMP_SUM,COMPLETED,VND-000302,PRJ-2023-00734,EMP-000595,Commissioning Support,343535.05,293344.58,0.8539,0,USD,2022-11-27,2026-09-07,46,10,0,20,5.0,MILESTONE,False,Really population yourself never majority cell fire late approach grow act carry.,2022-11-27
CTR-2019-000230,REMEASURE,DRAFT,VND-000719,PRJ-2022-00859,EMP-000977,Commissioning Support,2783992.55,2899528.24,1.0415,0,GBP,2019-03-23,2022-07-05,40,0,5,0,5.0,PROGRESS,True,White measure manager range indeed style major bar air set.,2019-03-23
CTR-2022-000231,REMEASURE,SUSPENDED,VND-000401,PRJ-2023-00281,EMP-000688,Engineering Design,335860.12,430505.5,1.2818,1,USD,2022-03-05,2024-07-22,29,10,10,30,2.0,MILESTONE,True,Allow different eye sit not significant manager member of.,2022-03-05
CTR-2023-000232,COST_PLUS,COMPLETED,VND-000208,PRJ-2021-00728,EMP-000274,Catering & Camp Services,1389824.29,1461956.17,1.0519,0,EUR,2023-06-18,2026-03-04,33,10,15,30,2.0,COMPLETION,False,Simple statement happen state among rest national wrong bill.,2023-06-18
CTR-2023-000233,LUMP_SUM,ACTIVE,VND-000082,PRJ-2022-00687,EMP-000079,Fire Fighting Systems,1075566.18,968009.56,0.9,0,SAR,2023-11-09,2024-11-03,12,0,10,10,0.5,COMPLETION,True,Fear yourself last give stage keep yes simply down.,2023-11-09
CTR-2024-000234,COST_PLUS,COMPLETED,VND-000939,PRJ-2024-00399,EMP-000381,Civil Works,377981.1,398959.05,1.0555,0,EUR,2024-01-13,2026-04-02,27,5,10,30,0.5,PROGRESS,True,Ready technology particular into pattern size spend south now mother others collection without.,2024-01-13
CTR-2022-000235,COST_PLUS,COMPLETED,VND-000603,PRJ-2022-00774,EMP-000996,Electrical & Instrumentation,25038273.05,26873578.46,1.0733,1,USD,2022-12-07,2024-08-28,21,5,5,0,1.0,MONTHLY,True,Eye environment teach world quickly believe while size try.,2022-12-07
CTR-2022-000236,LUMP_SUM,ACTIVE,VND-000256,PRJ-2022-00599,EMP-000423,Road & Infrastructure,2599627.01,2086980.56,0.8028,0,EUR,2022-03-02,2023-02-25,12,5,0,30,2.0,PROGRESS,True,Term camera tend economic represent stock seven put majority.,2022-03-02
CTR-2024-000237,LUMP_SUM,APPROVED,VND-000289,PRJ-2019-00534,EMP-000100,Fire Fighting Systems,50000.0,59655.0,1.1931,1,USD,2024-09-13,2025-05-11,8,5,5,10,2.0,PROGRESS,True,Plan physical heart away some shoulder idea seek reason theory lawyer maintain old.,2024-09-13
CTR-2023-000238,REMEASURE,TERMINATED,VND-000015,PRJ-2023-00118,EMP-000601,HVAC Installation,1328660.0,1358953.45,1.0228,0,SAR,2023-04-02,2027-01-11,46,5,15,0,5.0,PROGRESS,True,Room learn professional group as move design.,2023-04-02
CTR-2023-000239,COST_PLUS,ACTIVE,VND-000850,PRJ-2019-00457,EMP-000815,Commissioning Support,372249.76,305952.08,0.8219,0,USD,2023-02-04,2024-02-29,13,10,0,0,1.0,MILESTONE,False,Station manager follow exist natural candidate system small thus several animal.,2023-02-04
CTR-2022-000240,COST_PLUS,APPROVED,VND-000722,PRJ-2020-00663,EMP-000109,Scaffolding Services,3607948.92,4233567.26,1.1734,1,USD,2022-12-11,2023-05-10,5,0,0,0,1.0,PROGRESS,True,Six least buy tax kid a when dark read car practice city usually ever.,2022-12-11
CTR-2023-000241,COST_PLUS,COMPLETED,VND-000673,PRJ-2021-00398,EMP-000769,Scaffolding Services,305962.83,341179.15,1.1151,1,USD,2023-07-22,2024-05-17,10,10,0,30,0.5,MONTHLY,False,Economy head tough close how figure record doctor pretty region.,2023-07-22
CTR-2019-000242,LUMP_SUM,ACTIVE,VND-000473,PRJ-2020-00806,EMP-000510,Painting & Coatings,845679.17,933037.83,1.1033,1,GBP,2019-08-13,2021-11-30,28,10,0,20,1.0,MILESTONE,True,Degree back order mind knowledge account.,2019-08-13
CTR-2022-000243,COST_PLUS,COMPLETED,VND-000481,PRJ-2020-00984,EMP-000218,Civil Works,2142493.55,2033226.38,0.949,0,SAR,2022-01-18,2026-10-24,58,10,5,0,0.5,COMPLETION,True,Stage write institution car audience him room bill finish thing.,2022-01-18
CTR-2019-000244,LUMP_SUM,COMPLETED,VND-000559,PRJ-2022-00217,EMP-000708,Commissioning Support,3680770.97,4611269.87,1.2528,2,USD,2019-03-08,2022-08-19,42,5,5,0,1.0,MONTHLY,False,Him spend themselves political quality attention none.,2019-03-08
CTR-2023-000245,REMEASURE,ACTIVE,VND-000474,PRJ-2023-00688,EMP-000100,Insulation Works,165968.85,153570.98,0.9253,0,EUR,2023-08-11,2025-08-30,25,0,5,0,2.0,MONTHLY,False,Practice key reveal physical character in rather team beautiful beyond sell operation himself.,2023-08-11
CTR-2021-000246,REMEASURE,ACTIVE,VND-000500,PRJ-2023-00711,EMP-000977,Engineering Design,608193.37,532899.03,0.8762,0,USD,2021-06-14,2022-07-09,13,0,10,10,1.0,COMPLETION,True,Fire cause everybody base network outside parent single real summer probably.,2021-06-14
CTR-2021-000247,LUMP_SUM,COMPLETED,VND-000800,PRJ-2023-00474,EMP-000765,Catering & Camp Services,492663.68,482514.81,0.9794,0,USD,2021-02-06,2024-09-18,44,10,0,15,1.0,MILESTONE,True,Day parent country hot position six soldier dream history.,2021-02-06
CTR-2024-000248,LUMP_SUM,UNDER_NEGOTIATION,VND-000031,PRJ-2022-00870,EMP-000845,Commissioning Support,377002.14,420658.99,1.1158,1,EUR,2024-10-07,2025-03-06,5,10,10,30,5.0,MILESTONE,True,Matter order month within would value car team nothing.,2024-10-07
CTR-2020-000249,TURNKEY,SUSPENDED,VND-000474,PRJ-2023-00138,EMP-000792,Road & Infrastructure,14191891.81,14910001.54,1.0506,0,USD,2020-09-01,2024-05-13,45,0,5,30,1.0,MILESTONE,True,National common likely would authority onto add democratic two we.,2020-09-01
CTR-2023-000250,REMEASURE,TERMINATED,VND-000809,PRJ-2019-00962,EMP-000621,Structural Steel Erection,1844045.89,1512486.44,0.8202,0,USD,2023-05-12,2024-10-03,17,0,5,30,2.0,COMPLETION,False,Media pick may indeed reduce bar Mr pattern everyone finally memory.,2023-05-12
CTR-2019-000251,LUMP_SUM,COMPLETED,VND-000160,PRJ-2019-00721,EMP-000879,Fire Fighting Systems,151550.48,169251.58,1.1168,1,GBP,2019-05-19,2022-06-02,37,10,5,20,5.0,MONTHLY,True,Window choice force only shake power poor financial.,2019-05-19
CTR-2022-000252,EPC,APPROVED,VND-000671,PRJ-2024-00362,EMP-000600,Mechanical Installation,3980002.16,4152734.25,1.0434,0,SAR,2022-01-17,2026-11-22,59,0,15,10,1.0,PROGRESS,True,Role suffer around beat its law participant finally score scientist budget.,2022-01-17
CTR-2020-000253,LUMP_SUM,SUSPENDED,VND-000184,PRJ-2019-00677,EMP-000370,Commissioning Support,24233203.48,24410105.87,1.0073,0,EUR,2020-08-22,2023-05-09,33,5,5,30,1.0,COMPLETION,True,Reduce clearly well mission situation result cold.,2020-08-22
CTR-2019-000254,LUMP_SUM,SUSPENDED,VND-000210,PRJ-2023-00645,EMP-000856,Catering & Camp Services,4726511.16,3873848.55,0.8196,0,USD,2019-03-09,2020-05-02,14,10,15,30,0.5,PROGRESS,False,Seek them run brother tonight friend investment.,2019-03-09
CTR-2020-000255,REMEASURE,TERMINATED,VND-000805,PRJ-2023-00175,EMP-000355,Catering & Camp Services,102841.58,124973.09,1.2152,2,USD,2020-10-27,2025-02-03,52,0,10,10,2.0,COMPLETION,True,Ask Republican office baby lawyer growth matter note happy effort bill off.,2020-10-27
CTR-2019-000256,LUMP_SUM,ACTIVE,VND-000167,PRJ-2022-00017,EMP-000325,Catering & Camp Services,485846.93,515677.93,1.0614,1,EUR,2019-03-20,2019-12-15,9,0,15,30,0.5,MONTHLY,True,Direction meeting analysis television each line him.,2019-03-20
CTR-2024-000257,LUMP_SUM,SUSPENDED,VND-000002,PRJ-2023-00919,EMP-000740,Insulation Works,6718441.22,7128266.13,1.061,0,SAR,2024-12-17,2027-06-05,30,0,15,20,2.0,MONTHLY,True,Condition whether along sort research pretty different.,2024-12-17
CTR-2021-000258,REMEASURE,ACTIVE,VND-000130,PRJ-2020-00291,EMP-000915,Structural Steel Erection,347491.61,348985.82,1.0043,0,USD,2021-12-26,2022-03-26,3,10,0,30,0.5,MILESTONE,True,Indicate result even back head maybe top conference source.,2021-12-26
CTR-2021-000259,REMEASURE,UNDER_NEGOTIATION,VND-000711,PRJ-2022-00668,EMP-000977,Painting & Coatings,1954664.53,1811583.09,0.9268,0,USD,2021-06-20,2023-02-10,20,10,15,10,5.0,COMPLETION,True,West attention let executive suddenly force.,2021-06-20
CTR-2023-000260,REMEASURE,ACTIVE,VND-000501,PRJ-2022-00592,EMP-000600,Piping & Fabrication,3210544.41,3811237.27,1.1871,1,EUR,2023-11-04,2027-12-13,50,0,15,10,0.5,COMPLETION,False,Lead hard factor six science drug happy will young simply run national somebody.,2023-11-04
CTR-2023-000261,REMEASURE,COMPLETED,VND-000081,PRJ-2024-00165,EMP-000671,Piping & Fabrication,250097.04,320699.43,1.2823,0,GBP,2023-03-16,2026-07-28,41,5,0,0,2.0,PROGRESS,True,According improve do get style theory week.,2023-03-16
CTR-2019-000262,COST_PLUS,TERMINATED,VND-000663,PRJ-2023-00629,EMP-000879,Piping & Fabrication,918697.3,866515.29,0.9432,0,USD,2019-03-21,2022-01-04,34,5,0,10,2.0,MONTHLY,False,Serve heavy scene film day work.,2019-03-21
CTR-2023-000263,REMEASURE,ACTIVE,VND-000269,PRJ-2022-00691,EMP-000040,Insulation Works,50000.0,48995.0,0.9799,0,SAR,2023-02-09,2027-05-19,52,5,10,20,5.0,MILESTONE,True,Man art young Republican behavior TV today mind red head window.,2023-02-09
CTR-2024-000264,COST_PLUS,COMPLETED,VND-000924,PRJ-2020-00292,EMP-000928,HVAC Installation,216083.14,271724.55,1.2575,2,USD,2024-05-08,2027-09-20,41,0,15,20,0.5,MILESTONE,True,Oil measure PM hour option artist production.,2024-05-08
CTR-2019-000265,REMEASURE,ACTIVE,VND-000553,PRJ-2022-00970,EMP-000173,Scaffolding Services,687727.37,826304.44,1.2015,1,SAR,2019-10-09,2023-08-19,47,5,15,30,5.0,MILESTONE,False,Door end fire song red save fish.,2019-10-09
CTR-2022-000266,REMEASURE,COMPLETED,VND-000045,PRJ-2023-00494,EMP-000173,Painting & Coatings,154558.08,143569.0,0.9289,0,EUR,2022-04-22,2026-03-02,47,0,10,20,2.0,MONTHLY,False,Do want carry show board black last finish building.,2022-04-22
CTR-2021-000267,LUMP_SUM,UNDER_NEGOTIATION,VND-000557,PRJ-2024-00078,EMP-000925,Piping & Fabrication,11624400.71,14713003.98,1.2657,2,USD,2021-04-19,2022-12-10,20,0,5,20,1.0,MILESTONE,False,Who debate final enter build citizen rather step recent American.,2021-04-19
CTR-2020-000268,LUMP_SUM,COMPLETED,VND-000577,PRJ-2023-00160,EMP-000165,Insulation Works,117569.85,101098.31,0.8599,0,EUR,2020-11-16,2024-04-29,42,0,0,20,2.0,PROGRESS,True,Chance represent why how any federal star community weight take.,2020-11-16
CTR-2023-000269,TURNKEY,ACTIVE,VND-000854,PRJ-2019-00287,EMP-000688,Structural Steel Erection,519142.28,472938.62,0.911,0,USD,2023-09-26,2026-03-14,30,5,0,30,2.0,MILESTONE,True,Security economic left sound cause activity store work candidate statement head piece popular.,2023-09-26
CTR-2019-000270,REMEASURE,ACTIVE,VND-000013,PRJ-2019-00013,EMP-000340,Road & Infrastructure,1222136.2,1209548.2,0.9897,0,USD,2019-10-28,2021-05-20,19,0,10,10,2.0,PROGRESS,True,Only true avoid young cup position speak begin suggest speak business walk anything.,2019-10-28
CTR-2022-000271,REMEASURE,ACTIVE,VND-000608,PRJ-2020-00374,EMP-000693,Transportation & Logistics,8726805.46,8201451.77,0.9398,0,EUR,2022-10-22,2024-03-15,17,0,10,10,5.0,COMPLETION,True,Item right many him interview government traditional every land chance pass pay positive.,2022-10-22
CTR-2024-000272,LUMP_SUM,COMPLETED,VND-000280,PRJ-2020-00432,EMP-000831,Structural Steel Erection,116565.28,101085.41,0.8672,0,USD,2024-06-26,2027-04-12,34,5,10,30,0.5,MONTHLY,True,Include nearly article evidence case current this moment piece soon some writer.,2024-06-26
CTR-2019-000273,LUMP_SUM,ACTIVE,VND-000150,PRJ-2021-00461,EMP-000583,Insulation Works,5750202.49,5347113.3,0.9299,0,EUR,2019-05-12,2019-09-09,4,5,0,15,1.0,MILESTONE,False,Look sit general not focus establish ago others ahead specific.,2019-05-12
CTR-2021-000274,LUMP_SUM,COMPLETED,VND-000814,PRJ-2021-00794,EMP-000765,Transportation & Logistics,1020037.14,1269742.23,1.2448,2,EUR,2021-08-21,2022-08-16,12,0,10,20,5.0,MONTHLY,True,Around yard morning short yourself wind beyond prevent entire.,2021-08-21
CTR-2021-000275,LUMP_SUM,ACTIVE,VND-000475,PRJ-2021-00728,EMP-000439,Electrical & Instrumentation,230437.98,254103.96,1.1027,1,USD,2021-08-25,2026-05-31,58,5,15,20,1.0,MONTHLY,True,Shake way offer work home very.,2021-08-25
CTR-2020-000276,REMEASURE,TERMINATED,VND-000122,PRJ-2022-00216,EMP-000253,Mechanical Installation,2009015.2,2006001.68,0.9985,0,USD,2020-08-18,2021-02-14,6,0,15,30,0.5,PROGRESS,True,Compare or south recently trial agreement red way.,2020-08-18
CTR-2019-000277,REMEASURE,COMPLETED,VND-000503,PRJ-2019-00235,EMP-000406,Transportation & Logistics,1354021.41,1582580.22,1.1688,1,EUR,2019-03-17,2023-10-22,56,0,0,0,2.0,PROGRESS,False,Center way student special wife my compare also argue own after long forward.,2019-03-17
CTR-2022-000278,EPC,ACTIVE,VND-000441,PRJ-2024-00562,EMP-000761,Catering & Camp Services,408266.2,354211.76,0.8676,0,USD,2022-10-15,2026-04-27,43,10,15,30,2.0,PROGRESS,True,Cut candidate response try such food against only true similar suffer team whether.,2022-10-15
CTR-2020-000279,COST_PLUS,ACTIVE,VND-000600,PRJ-2019-00423,EMP-000431,HVAC Installation,1115377.12,979189.57,0.8779,0,USD,2020-03-12,2021-12-02,21,5,0,20,5.0,MONTHLY,False,Relate product only from follow wish run join police maintain.,2020-03-12
CTR-2021-000280,REMEASURE,COMPLETED,VND-000923,PRJ-2021-00383,EMP-000299,HVAC Installation,563560.29,566885.3,1.0059,0,USD,2021-04-06,2025-03-16,48,10,15,20,1.0,MONTHLY,True,Company why really up skin development open compare fill read.,2021-04-06
CTR-2020-000281,REMEASURE,COMPLETED,VND-000441,PRJ-2020-00292,EMP-000893,HVAC Installation,1190966.85,1434400.47,1.2044,1,USD,2020-02-06,2021-01-01,11,5,0,20,5.0,COMPLETION,True,Concern ability reduce of surface side nothing.,2020-02-06
CTR-2019-000282,LUMP_SUM,TERMINATED,VND-000036,PRJ-2020-00191,EMP-000161,Piping & Fabrication,2711997.52,2552260.87,0.9411,0,EUR,2019-12-01,2021-04-24,17,0,5,0,5.0,PROGRESS,True,Own TV whose determine not view cell seat.,2019-12-01
CTR-2022-000283,EPC,ACTIVE,VND-000050,PRJ-2024-00339,EMP-000120,Transportation & Logistics,10842945.31,13247910.58,1.2218,1,USD,2022-07-03,2025-07-17,37,5,5,10,2.0,COMPLETION,False,Get floor player white start prove role from activity.,2022-07-03
CTR-2019-000284,EPC,COMPLETED,VND-000634,PRJ-2020-00790,EMP-000758,Commissioning Support,156886.32,144900.21,0.9236,0,USD,2019-12-25,2020-09-20,9,10,5,20,5.0,PROGRESS,False,Economic attack either blue ability history run why.,2019-12-25
CTR-2020-000285,REMEASURE,DRAFT,VND-000924,PRJ-2019-00534,EMP-000178,Fire Fighting Systems,24631829.88,22826316.75,0.9267,0,USD,2020-01-28,2023-10-09,45,0,0,10,5.0,MONTHLY,True,Manage her national big look tell prepare reach class available suffer.,2020-01-28
CTR-2021-000286,REMEASURE,ACTIVE,VND-000394,PRJ-2020-00010,EMP-000057,Mechanical Installation,53737.6,58600.85,1.0905,1,EUR,2021-03-12,2025-06-19,52,0,5,10,5.0,PROGRESS,False,After end bit game thousand claim avoid walk within.,2021-03-12
CTR-2024-000287,LUMP_SUM,ACTIVE,VND-000247,PRJ-2020-00719,EMP-000904,Civil Works,799964.28,956517.29,1.1957,1,USD,2024-06-18,2028-10-25,53,10,10,20,1.0,COMPLETION,True,Order party lot all wall close threat church big day.,2024-06-18
CTR-2020-000288,LUMP_SUM,DRAFT,VND-000725,PRJ-2019-00573,EMP-000486,Mechanical Installation,2427750.85,2601092.26,1.0714,1,USD,2020-03-18,2022-04-07,25,5,15,15,1.0,MILESTONE,True,Important never understand music produce father benefit hotel.,2020-03-18
CTR-2021-000289,REMEASURE,ACTIVE,VND-000846,PRJ-2023-00389,EMP-000288,Piping & Fabrication,1531085.93,1900843.18,1.2415,2,SAR,2021-10-08,2023-08-29,23,10,0,30,5.0,COMPLETION,False,Style child guess into far product outside current agent color factor bank such.,2021-10-08
CTR-2020-000290,REMEASURE,ACTIVE,VND-000524,PRJ-2021-00114,EMP-000150,Piping & Fabrication,394727.42,419042.63,1.0616,0,USD,2020-03-06,2024-12-10,58,0,5,0,5.0,MONTHLY,True,Size likely thus enter politics hold he high cost.,2020-03-06
CTR-2024-000291,COST_PLUS,COMPLETED,VND-000882,PRJ-2022-00639,EMP-000997,Scaffolding Services,735140.29,682210.19,0.928,0,USD,2024-12-03,2025-03-03,3,0,15,0,5.0,MONTHLY,True,Enjoy let difficult environmental article sell.,2024-12-03
CTR-2024-000292,TURNKEY,ACTIVE,VND-000604,PRJ-2019-00814,EMP-000084,Mechanical Installation,479499.72,581057.76,1.2118,1,USD,2024-12-03,2029-07-10,56,5,0,10,0.5,MILESTONE,True,Beat gas must wife operation network subject.,2024-12-03
CTR-2020-000293,LUMP_SUM,COMPLETED,VND-000955,PRJ-2024-00641,EMP-000274,Catering & Camp Services,414966.41,447831.75,1.0792,1,USD,2020-02-25,2023-09-07,43,10,10,20,5.0,MONTHLY,True,Industry movement term little think live bad total research maybe too song.,2020-02-25
CTR-2020-000294,REMEASURE,ACTIVE,VND-000251,PRJ-2019-00547,EMP-000758,Insulation Works,3592658.97,4551180.38,1.2668,2,EUR,2020-06-28,2022-08-17,26,5,15,15,1.0,MILESTONE,True,Challenge we last we cold deep cover amount bad raise dark state challenge.,2020-06-28
CTR-2023-000295,TURNKEY,ACTIVE,VND-000752,PRJ-2020-00459,EMP-000688,Piping & Fabrication,1716028.61,1372994.49,0.8001,0,SAR,2023-10-01,2026-09-15,36,0,10,0,2.0,MILESTONE,False,Election treat trial attack hold however for everybody leader them skill performance mission.,2023-10-01
CTR-2019-000296,COST_PLUS,TERMINATED,VND-000447,PRJ-2023-00942,EMP-000925,HVAC Installation,355270.8,375023.86,1.0556,1,SAR,2019-03-04,2019-08-01,5,5,10,10,1.0,PROGRESS,False,Both change note old who beyond black single size test they.,2019-03-04
CTR-2020-000297,LUMP_SUM,COMPLETED,VND-000146,PRJ-2019-00585,EMP-000691,Insulation Works,3872457.26,4199679.9,1.0845,0,EUR,2020-12-11,2025-04-19,53,5,5,20,0.5,PROGRESS,True,Enough pressure occur list common idea peace race I how these.,2020-12-11
CTR-2023-000298,LUMP_SUM,COMPLETED,VND-000543,PRJ-2024-00357,EMP-000745,HVAC Installation,1592712.8,1605932.32,1.0083,0,SAR,2023-04-24,2026-12-04,44,10,0,20,0.5,MONTHLY,True,Any little environmental head full soldier financial successful teach.,2023-04-24
CTR-2023-000299,LUMP_SUM,ACTIVE,VND-000356,PRJ-2020-00157,EMP-000062,Scaffolding Services,3400024.44,3865147.78,1.1368,1,SAR,2023-10-19,2026-09-03,35,0,5,20,2.0,COMPLETION,True,Win direction feel season similar fly rock.,2023-10-19
CTR-2021-000300,LUMP_SUM,ACTIVE,VND-000078,PRJ-2024-00562,EMP-000691,Road & Infrastructure,2582951.42,2405502.66,0.9313,0,USD,2021-12-05,2026-02-12,51,0,15,30,1.0,COMPLETION,True,Population could deep station scientist service test start middle city find medical career.,2021-12-05
CTR-2020-000301,REMEASURE,TERMINATED,VND-000875,PRJ-2024-00253,EMP-000397,Fire Fighting Systems,289672.86,242108.58,0.8358,0,USD,2020-10-03,2021-07-30,10,10,15,20,2.0,MILESTONE,True,These ahead cover strategy student economic lead truth relate ever statement measure.,2020-10-03
CTR-2023-000302,REMEASURE,COMPLETED,VND-000269,PRJ-2019-00359,EMP-000758,Engineering Design,433535.27,481917.81,1.1116,1,USD,2023-04-07,2027-01-16,46,5,5,0,0.5,MONTHLY,True,Race drop major land whether listen necessary.,2023-04-07
CTR-2023-000303,TURNKEY,COMPLETED,VND-000471,PRJ-2019-00015,EMP-000599,Painting & Coatings,3081541.16,3534219.56,1.1469,0,USD,2023-08-01,2025-07-21,24,0,5,10,2.0,COMPLETION,True,Clear thus see read expect hit clear occur who tax.,2023-08-01
CTR-2020-000304,REMEASURE,COMPLETED,VND-000612,PRJ-2020-00597,EMP-000887,Commissioning Support,2509402.91,2061976.37,0.8217,0,USD,2020-04-26,2024-03-06,47,10,10,0,5.0,MONTHLY,True,Question especially important after sister should across treatment.,2020-04-26
CTR-2024-000305,LUMP_SUM,COMPLETED,VND-000587,PRJ-2019-00886,EMP-000166,Electrical & Instrumentation,973494.65,788043.92,0.8095,0,USD,2024-07-17,2028-06-26,48,0,10,20,0.5,MILESTONE,True,Over across education source figure whom poor interest.,2024-07-17
CTR-2022-000306,REMEASURE,COMPLETED,VND-000062,PRJ-2024-00254,EMP-000892,Piping & Fabrication,1197792.78,1140897.62,0.9525,0,USD,2022-03-01,2024-03-20,25,10,10,15,2.0,PROGRESS,False,Surface learn design few minute perhaps once account yourself whom.,2022-03-01
CTR-2024-000307,LUMP_SUM,ACTIVE,VND-000047,PRJ-2019-00967,EMP-000926,Structural Steel Erection,6827692.62,8702577.01,1.2746,1,USD,2024-07-22,2025-06-17,11,0,15,30,1.0,MILESTONE,True,No order executive range loss from everybody foot everybody prevent.,2024-07-22
CTR-2022-000308,EPC,COMPLETED,VND-000536,PRJ-2022-00460,EMP-000912,Structural Steel Erection,413595.17,358132.06,0.8659,0,EUR,2022-11-26,2024-02-19,15,0,10,30,1.0,MILESTONE,True,Could military drive arm tax special identify floor cause.,2022-11-26
CTR-2023-000309,TURNKEY,ACTIVE,VND-000933,PRJ-2020-00546,EMP-000174,Scaffolding Services,2282190.01,2035941.71,0.8921,0,EUR,2023-06-14,2025-10-31,29,5,15,15,1.0,MILESTONE,True,Pretty young else industry home along.,2023-06-14
CTR-2020-000310,LUMP_SUM,TERMINATED,VND-000431,PRJ-2019-00621,EMP-000939,Engineering Design,741708.08,820477.48,1.1062,1,USD,2020-11-01,2022-11-21,25,0,15,10,5.0,PROGRESS,True,Staff gas require rather point little wait grow feel color price next family.,2020-11-01
CTR-2022-000311,REMEASURE,APPROVED,VND-000306,PRJ-2020-00232,EMP-000030,Electrical & Instrumentation,724674.74,727790.84,1.0043,0,SAR,2022-07-08,2026-08-16,50,10,5,10,0.5,COMPLETION,False,Campaign else space several consumer quite friend become great season film small.,2022-07-08
CTR-2022-000312,REMEASURE,COMPLETED,VND-000398,PRJ-2024-00438,EMP-000697,Road & Infrastructure,5220821.27,6202857.75,1.1881,2,EUR,2022-07-24,2024-06-13,23,5,0,30,0.5,COMPLETION,False,He one less brother approach plant oil per line create.,2022-07-24
CTR-2019-000313,TURNKEY,ACTIVE,VND-000907,PRJ-2021-00406,EMP-000049,Road & Infrastructure,3464658.14,3738019.67,1.0789,1,GBP,2019-01-07,2020-09-28,21,5,15,15,2.0,MILESTONE,True,Test high fear approach take case customer.,2019-01-07
CTR-2023-000314,TURNKEY,COMPLETED,VND-000225,PRJ-2021-00475,EMP-000771,Road & Infrastructure,3403328.41,2876493.17,0.8452,0,USD,2023-10-23,2026-11-06,37,0,15,20,2.0,MONTHLY,True,Would throughout would century television Congress ball forward would finish around.,2023-10-23
CTR-2023-000315,TURNKEY,COMPLETED,VND-000754,PRJ-2019-00093,EMP-000419,Painting & Coatings,7118575.63,6848069.76,0.962,0,EUR,2023-02-03,2023-11-30,10,10,15,15,0.5,COMPLETION,False,Event seven collection share majority shake because pass plant idea whole.,2023-02-03
CTR-2023-000316,REMEASURE,APPROVED,VND-000926,PRJ-2023-00390,EMP-000058,Structural Steel Erection,1036650.88,1227498.31,1.1841,1,EUR,2023-11-28,2024-11-22,12,0,5,10,0.5,PROGRESS,True,Above move room wear throughout series most adult above safe.,2023-11-28
CTR-2022-000317,LUMP_SUM,APPROVED,VND-000205,PRJ-2020-00984,EMP-000325,Piping & Fabrication,2793845.32,2240105.18,0.8018,0,USD,2022-08-28,2025-06-13,34,10,0,30,5.0,MILESTONE,True,Really general can himself open cold statement fear.,2022-08-28
