performance_id,vendor_id,project_id,evaluation_period,evaluator_id,delivery_score,quality_score,commercial_score,hse_score,composite_score,recommendation,delivery_metric_focus,quality_metric_focus,commercial_metric_focus,hse_metric_focus,po_count_evaluated,total_value_evaluated,corrective_actions,improvement_trend,evaluation_date,remarks,created_date
PERF-VND-000572-202503,VND-000572,PRJ-2020-00705,202503,EMP-000663,52.32,52.96,63.73,67.08,57.75,CONDITIONAL,LEAD_TIME_VARIANCE,REWORK_RATE,PAYMENT_TERMS_COMPLIANCE,SAFETY_AUDIT_SCORE,15,47840.82,1,STABLE,2025-03-25,,2025-03-25
PERF-VND-000495-202002,VND-000495,PRJ-2021-00303,202002,EMP-000499,72.85,78.48,67.01,81.32,75.06,APPROVED,ON_TIME_DELIVERY_RATE,DEFECT_RATE,INVOICE_ACCURACY,HSE_COMPLIANCE,10,64690.48,0,STABLE,2020-02-11,,2020-02-11
PERF-VND-000534-202402,VND-000534,PRJ-2024-00357,202402,EMP-000567,42.37,54.97,65.98,59.27,54.25,CONDITIONAL,ON_TIME_DELIVERY_RATE,REWORK_RATE,CHANGE_ORDER_FREQUENCY,HSE_COMPLIANCE,3,122996.91,0,DECLINING,2024-02-10,,2024-02-10
PERF-VND-000870-202208,VND-000870,PRJ-2021-00664,202208,EMP-000115,94.96,89.5,65.01,94.38,87.22,PREFERRED,LEAD_TIME_VARIANCE,FIRST_PASS_YIELD,INVOICE_ACCURACY,NEAR_MISS_REPORTING,11,71567.83,0,STABLE,2022-08-18,,2022-08-18
PERF-VND-000238-202304,VND-000238,PRJ-2023-00645,202304,EMP-000212,66.94,60.19,63.77,69.95,64.88,APPROVED,LEAD_TIME_VARIANCE,REWORK_RATE,CHANGE_ORDER_FREQUENCY,INCIDENT_RATE,24,73460.23,0,IMPROVING,2023-04-20,,2023-04-20
PERF-VND-000440-202302,VND-000440,PRJ-2024-00005,202302,EMP-000802,74.41,70.05,74.12,90.48,76.26,APPROVED,LEAD_TIME_VARIANCE,FIRST_PASS_YIELD,PAYMENT_TERMS_COMPLIANCE,INCIDENT_RATE,19,187112.43,0,DECLINING,2023-02-04,,2023-02-04
PERF-VND-000334-202102,VND-000334,PRJ-2021-00469,202102,EMP-000120,49.73,29.14,81.08,57.23,51.32,CONDITIONAL,DELIVERY_COMPLETENESS,REWORK_RATE,PAYMENT_TERMS_COMPLIANCE,SAFETY_AUDIT_SCORE,20,45719.56,0,STABLE,2021-02-13,,2021-02-13
PERF-VND-000469-202508,VND-000469,PRJ-2022-00177,202508,EMP-000919,54.45,41.17,75.58,84.87,60.78,APPROVED,DELIVERY_COMPLETENESS,SPECIFICATION_COMPLIANCE,PRICE_COMPETITIVENESS,NEAR_MISS_REPORTING,11,29977.05,0,IMPROVING,2025-08-04,,2025-08-04
PERF-VND-000188-202212,VND-000188,PRJ-2023-00711,202212,EMP-000147,33.13,61.26,73.49,55.77,54.17,CONDITIONAL,SCHEDULE_ADHERENCE,REWORK_RATE,CHANGE_ORDER_FREQUENCY,NEAR_MISS_REPORTING,19,74610.16,3,IMPROVING,2022-12-13,,2022-12-13
PERF-VND-000551-202511,VND-000551,PRJ-2021-00954,202511,EMP-000186,71.77,79.27,69.67,62.35,71.72,APPROVED,SCHEDULE_ADHERENCE,FIRST_PASS_YIELD,CHANGE_ORDER_FREQUENCY,HSE_COMPLIANCE,5,251672.97,0,STABLE,2025-11-06,,2025-11-06
PERF-VND-000635-201907,VND-000635,PRJ-2022-00887,201907,EMP-000456,69.62,69.56,54.93,69.24,66.59,APPROVED,ON_TIME_DELIVERY_RATE,REWORK_RATE,INVOICE_ACCURACY,NEAR_MISS_REPORTING,13,20707.2,0,DECLINING,2019-07-18,,2019-07-18
PERF-VND-000419-202403,VND-000419,PRJ-2024-00426,202403,EMP-000806,69.41,97.39,48.79,54.02,70.6,APPROVED,DOCUMENTATION_ACCURACY,REWORK_RATE,INVOICE_ACCURACY,INCIDENT_RATE,19,349900.6,0,IMPROVING,2024-03-01,,2024-03-01
PERF-VND-000282-202105,VND-000282,PRJ-2019-00551,202105,EMP-000364,68.86,59.29,82.56,67.13,68.38,APPROVED,LEAD_TIME_VARIANCE,REWORK_RATE,CHANGE_ORDER_FREQUENCY,INCIDENT_RATE,19,535636.83,0,STABLE,2021-05-04,,2021-05-04
PERF-VND-000844-202211,VND-000844,PRJ-2024-00556,202211,EMP-000925,82.17,62.19,98.2,67.13,76.37,APPROVED,ON_TIME_DELIVERY_RATE,REWORK_RATE,INVOICE_ACCURACY,SAFETY_AUDIT_SCORE,4,145876.32,0,DECLINING,2022-11-24,,2022-11-24
PERF-VND-000305-201905,VND-000305,PRJ-2021-00461,201905,EMP-000335,76.49,90.83,89.86,75.42,83.25,PREFERRED,DELIVERY_COMPLETENESS,DEFECT_RATE,CHANGE_ORDER_FREQUENCY,INCIDENT_RATE,25,24243.37,0,IMPROVING,2019-05-26,,2019-05-26
PERF-VND-000756-202504,VND-000756,PRJ-2023-00706,202504,EMP-000443,78.9,59.16,96.19,76.77,76.01,APPROVED,SCHEDULE_ADHERENCE,REWORK_RATE,INVOICE_ACCURACY,NEAR_MISS_REPORTING,7,38623.42,0,IMPROVING,2025-04-27,,2025-04-27
PERF-VND-000584-202209,VND-000584,PRJ-2020-00546,202209,EMP-000359,74.77,48.45,54.4,90.61,65.97,APPROVED,SCHEDULE_ADHERENCE,SPECIFICATION_COMPLIANCE,INVOICE_ACCURACY,HSE_COMPLIANCE,23,27220.53,0,STABLE,2022-09-10,,2022-09-10
PERF-VND-000976-202406,VND-000976,PRJ-2020-00922,202406,EMP-000768,56.3,78.59,84.6,84.35,74.26,APPROVED,ON_TIME_DELIVERY_RATE,FIRST_PASS_YIELD,CHANGE_ORDER_FREQUENCY,INCIDENT_RATE,9,197848.57,0,DECLINING,2024-06-28,,2024-06-28
PERF-VND-000887-202005,VND-000887,PRJ-2022-00256,202005,EMP-000155,60.65,47.25,89.02,70.81,64.34,APPROVED,DELIVERY_COMPLETENESS,FIRST_PASS_YIELD,CHANGE_ORDER_FREQUENCY,SAFETY_AUDIT_SCORE,5,44311.54,0,DECLINING,2020-05-19,,2020-05-19
PERF-VND-000425-202301,VND-000425,PRJ-2019-00463,202301,EMP-000082,91.92,78.9,74.38,100.0,86.12,PREFERRED,ON_TIME_DELIVERY_RATE,REWORK_RATE,PAYMENT_TERMS_COMPLIANCE,HSE_COMPLIANCE,15,27660.98,0,STABLE,2023-01-16,,2023-01-16
PERF-VND-000890-201912,VND-000890,PRJ-2019-00749,201912,EMP-000545,85.92,70.91,71.76,94.87,80.38,PREFERRED,DELIVERY_COMPLETENESS,DEFECT_RATE,CHANGE_ORDER_FREQUENCY,NEAR_MISS_REPORTING,14,110128.47,0,IMPROVING,2019-12-27,,2019-12-27
PERF-VND-000331-202201,VND-000331,PRJ-2023-00346,202201,EMP-000639,80.07,87.16,62.89,64.09,75.56,APPROVED,SCHEDULE_ADHERENCE,FIRST_PASS_YIELD,CHANGE_ORDER_FREQUENCY,HSE_COMPLIANCE,22,17089.66,0,IMPROVING,2022-01-25,More wife team activity result.,2022-01-25
PERF-VND-000642-202311,VND-000642,PRJ-2022-00017,202311,EMP-000129,42.5,100.0,52.56,72.12,67.69,APPROVED,LEAD_TIME_VARIANCE,REWORK_RATE,CHANGE_ORDER_FREQUENCY,INCIDENT_RATE,14,42951.38,0,DECLINING,2023-11-07,,2023-11-07
PERF-VND-000904-202512,VND-000904,PRJ-2022-00310,202512,EMP-000173,76.61,83.05,80.05,67.42,77.39,APPROVED,DELIVERY_COMPLETENESS,DEFECT_RATE,PAYMENT_TERMS_COMPLIANCE,HSE_COMPLIANCE,3,48994.04,0,DECLINING,2025-12-12,,2025-12-12
PERF-VND-000170-201907,VND-000170,PRJ-2021-00406,201907,EMP-000718,76.24,66.02,90.5,81.38,77.05,APPROVED,DELIVERY_COMPLETENESS,FIRST_PASS_YIELD,CHANGE_ORDER_FREQUENCY,INCIDENT_RATE,23,144618.33,0,IMPROVING,2019-07-04,,2019-07-04
PERF-VND-000080-202005,VND-000080,PRJ-2020-00608,202005,EMP-000279,81.94,88.78,70.53,58.14,76.95,APPROVED,SCHEDULE_ADHERENCE,REWORK_RATE,PRICE_COMPETITIVENESS,INCIDENT_RATE,23,96724.84,0,IMPROVING,2020-05-11,,2020-05-11
PERF-VND-000433-202005,VND-000433,PRJ-2019-00490,202005,EMP-000077,62.23,61.54,76.21,91.1,70.59,APPROVED,LEAD_TIME_VARIANCE,REWORK_RATE,PRICE_COMPETITIVENESS,INCIDENT_RATE,4,61422.16,0,STABLE,2020-05-11,,2020-05-11
PERF-VND-000141-202301,VND-000141,PRJ-2020-00793,202301,EMP-000919,76.63,97.24,71.37,100.0,86.44,PREFERRED,LEAD_TIME_VARIANCE,FIRST_PASS_YIELD,PRICE_COMPETITIVENESS,INCIDENT_RATE,20,118020.26,0,IMPROVING,2023-01-21,,2023-01-21
PERF-VND-000740-202104,VND-000740,PRJ-2023-00644,202104,EMP-000839,45.59,82.05,73.34,91.77,71.31,APPROVED,LEAD_TIME_VARIANCE,REWORK_RATE,CHANGE_ORDER_FREQUENCY,NEAR_MISS_REPORTING,3,134298.15,0,IMPROVING,2021-04-04,,2021-04-04
PERF-VND-000604-202302,VND-000604,PRJ-2024-00360,202302,EMP-000517,69.92,50.41,65.07,63.94,61.9,APPROVED,DELIVERY_COMPLETENESS,FIRST_PASS_YIELD,INVOICE_ACCURACY,HSE_COMPLIANCE,21,29833.04,0,IMPROVING,2023-02-03,,2023-02-03
PERF-VND-000615-202506,VND-000615,PRJ-2020-00292,202506,EMP-000883,80.83,96.72,73.53,59.45,79.86,APPROVED,ON_TIME_DELIVERY_RATE,NCR_COUNT,INVOICE_ACCURACY,NEAR_MISS_REPORTING,24,102081.13,0,STABLE,2025-06-13,,2025-06-13
PERF-VND-000803-202107,VND-000803,PRJ-2024-00507,202107,EMP-000473,89.95,60.24,66.12,75.19,73.32,APPROVED,ON_TIME_DELIVERY_RATE,FIRST_PASS_YIELD,CHANGE_ORDER_FREQUENCY,INCIDENT_RATE,17,23344.62,0,STABLE,2021-07-01,,2021-07-01
PERF-VND-000136-202302,VND-000136,PRJ-2020-00882,202302,EMP-000937,81.72,68.06,73.87,63.46,72.4,APPROVED,SCHEDULE_ADHERENCE,REWORK_RATE,PAYMENT_TERMS_COMPLIANCE,NEAR_MISS_REPORTING,25,35420.64,0,IMPROVING,2023-02-16,Seem shoulder future fall citizen about.,2023-02-16
PERF-VND-000070-201902,VND-000070,PRJ-2022-00269,201902,EMP-000259,82.84,64.03,92.18,69.8,76.46,APPROVED,ON_TIME_DELIVERY_RATE,DEFECT_RATE,CHANGE_ORDER_FREQUENCY,HSE_COMPLIANCE,21,78403.33,0,DECLINING,2019-02-23,,2019-02-23
PERF-VND-000434-202304,VND-000434,PRJ-2024-00085,202304,EMP-000739,85.99,47.31,43.35,55.17,59.69,CONDITIONAL,SCHEDULE_ADHERENCE,SPECIFICATION_COMPLIANCE,INVOICE_ACCURACY,HSE_COMPLIANCE,3,272420.18,0,DECLINING,2023-04-10,,2023-04-10
PERF-VND-000998-202008,VND-000998,PRJ-2024-00550,202008,EMP-000419,63.72,100.0,60.1,77.4,76.62,APPROVED,DOCUMENTATION_ACCURACY,SPECIFICATION_COMPLIANCE,PRICE_COMPETITIVENESS,HSE_COMPLIANCE,23,380991.35,0,DECLINING,2020-08-14,,2020-08-14
PERF-VND-000245-201908,VND-000245,PRJ-2020-00251,201908,EMP-000090,100.0,100.0,84.92,88.31,94.65,PREFERRED,DOCUMENTATION_ACCURACY,DEFECT_RATE,CHANGE_ORDER_FREQUENCY,INCIDENT_RATE,10,121909.27,0,DECLINING,2019-08-22,,2019-08-22
PERF-VND-000180-202004,VND-000180,PRJ-2019-00013,202004,EMP-000804,83.68,61.18,56.55,74.96,69.76,APPROVED,LEAD_TIME_VARIANCE,DEFECT_RATE,INVOICE_ACCURACY,SAFETY_AUDIT_SCORE,12,48814.29,0,DECLINING,2020-04-17,,2020-04-17
PERF-VND-000739-202110,VND-000739,PRJ-2022-00171,202110,EMP-000464,65.2,81.14,81.37,76.15,75.41,APPROVED,LEAD_TIME_VARIANCE,NCR_COUNT,PRICE_COMPETITIVENESS,INCIDENT_RATE,11,352581.15,0,STABLE,2021-10-26,,2021-10-26
PERF-VND-000066-202110,VND-000066,PRJ-2019-00730,202110,EMP-000664,54.87,66.9,57.96,50.74,58.27,CONDITIONAL,ON_TIME_DELIVERY_RATE,REWORK_RATE,CHANGE_ORDER_FREQUENCY,HSE_COMPLIANCE,2,54218.81,1,STABLE,2021-10-16,,2021-10-16
PERF-VND-000792-202002,VND-000792,PRJ-2024-00916,202002,EMP-000658,70.17,94.22,76.83,61.69,77.02,APPROVED,ON_TIME_DELIVERY_RATE,FIRST_PASS_YIELD,PRICE_COMPETITIVENESS,INCIDENT_RATE,1,553995.08,0,IMPROVING,2020-02-08,,2020-02-08
PERF-VND-000393-202008,VND-000393,PRJ-2021-00184,202008,EMP-000955,90.32,79.31,64.83,62.53,76.36,APPROVED,ON_TIME_DELIVERY_RATE,SPECIFICATION_COMPLIANCE,CHANGE_ORDER_FREQUENCY,NEAR_MISS_REPORTING,11,38305.62,0,STABLE,2020-08-08,,2020-08-08
PERF-VND-000328-202111,VND-000328,PRJ-2019-00846,202111,EMP-000085,88.33,100.0,89.61,68.64,88.15,PREFERRED,SCHEDULE_ADHERENCE,NCR_COUNT,PRICE_COMPETITIVENESS,INCIDENT_RATE,6,15622.37,0,DECLINING,2021-11-08,,2021-11-08
PERF-VND-000977-202304,VND-000977,PRJ-2022-00071,202304,EMP-000984,74.11,41.7,72.52,73.08,63.86,APPROVED,DOCUMENTATION_ACCURACY,NCR_COUNT,PAYMENT_TERMS_COMPLIANCE,HSE_COMPLIANCE,3,34226.52,0,STABLE,2023-04-18,Will seven medical blood.,2023-04-18
PERF-VND-000206-202202,VND-000206,PRJ-2022-00578,202202,EMP-000888,48.08,78.22,60.54,59.79,61.96,APPROVED,DELIVERY_COMPLETENESS,SPECIFICATION_COMPLIANCE,INVOICE_ACCURACY,SAFETY_AUDIT_SCORE,12,1907.0,0,STABLE,2022-02-19,,2022-02-19
PERF-VND-000795-202102,VND-000795,PRJ-2022-00751,202102,EMP-000638,71.59,98.36,91.26,69.06,83.05,PREFERRED,LEAD_TIME_VARIANCE,FIRST_PASS_YIELD,PRICE_COMPETITIVENESS,SAFETY_AUDIT_SCORE,1,29066.61,0,DECLINING,2021-02-08,,2021-02-08
PERF-VND-000860-201902,VND-000860,PRJ-2020-00974,201902,EMP-000427,79.03,54.03,72.23,84.96,71.36,APPROVED,ON_TIME_DELIVERY_RATE,REWORK_RATE,PAYMENT_TERMS_COMPLIANCE,INCIDENT_RATE,7,261011.53,0,IMPROVING,2019-02-17,,2019-02-17
PERF-VND-000985-201908,VND-000985,PRJ-2020-00996,201908,EMP-000147,70.5,66.74,55.71,64.25,65.16,APPROVED,DELIVERY_COMPLETENESS,DEFECT_RATE,PRICE_COMPETITIVENESS,NEAR_MISS_REPORTING,17,45625.65,0,DECLINING,2019-08-14,,2019-08-14
PERF-VND-000470-201911,VND-000470,PRJ-2020-00595,201911,EMP-000098,77.51,84.62,56.76,94.4,78.87,APPROVED,SCHEDULE_ADHERENCE,FIRST_PASS_YIELD,CHANGE_ORDER_FREQUENCY,INCIDENT_RATE,19,43245.64,0,IMPROVING,2019-11-19,,2019-11-19
PERF-VND-000988-202005,VND-000988,PRJ-2020-00243,202005,EMP-000370,71.68,58.04,34.06,86.49,63.03,APPROVED,DELIVERY_COMPLETENESS,NCR_COUNT,CHANGE_ORDER_FREQUENCY,HSE_COMPLIANCE,11,144959.94,0,STABLE,2020-05-15,,2020-05-15
PERF-VND-000967-202102,VND-000967,PRJ-2021-00140,202102,EMP-000885,67.78,71.07,75.22,54.69,67.64,APPROVED,SCHEDULE_ADHERENCE,DEFECT_RATE,INVOICE_ACCURACY,INCIDENT_RATE,6,31733.77,0,STABLE,2021-02-15,,2021-02-15
PERF-VND-000124-202409,VND-000124,PRJ-2022-00367,202409,EMP-000870,83.91,49.93,72.11,57.36,66.05,APPROVED,LEAD_TIME_VARIANCE,REWORK_RATE,PAYMENT_TERMS_COMPLIANCE,SAFETY_AUDIT_SCORE,9,104790.25,0,IMPROVING,2024-09-28,Fear police participant check several much single.,2024-09-28
PERF-VND-000827-202203,VND-000827,PRJ-2023-00847,202203,EMP-000802,71.47,44.16,84.31,65.45,64.64,APPROVED,SCHEDULE_ADHERENCE,DEFECT_RATE,INVOICE_ACCURACY,HSE_COMPLIANCE,5,22645.06,0,DECLINING,2022-03-03,,2022-03-03
PERF-VND-000365-202303,VND-000365,PRJ-2023-00526,202303,EMP-000054,75.01,88.38,53.78,75.8,74.93,APPROVED,DELIVERY_COMPLETENESS,NCR_COUNT,INVOICE_ACCURACY,INCIDENT_RATE,13,100165.57,0,STABLE,2023-03-28,,2023-03-28
PERF-VND-000564-202108,VND-000564,PRJ-2020-00097,202108,EMP-000550,82.4,72.82,62.86,64.24,71.99,APPROVED,ON_TIME_DELIVERY_RATE,FIRST_PASS_YIELD,PRICE_COMPETITIVENESS,INCIDENT_RATE,2,66394.71,0,IMPROVING,2021-08-27,,2021-08-27
PERF-VND-000844-202304,VND-000844,PRJ-2024-00382,202304,EMP-000775,55.92,23.26,74.11,86.75,55.93,CONDITIONAL,ON_TIME_DELIVERY_RATE,SPECIFICATION_COMPLIANCE,PAYMENT_TERMS_COMPLIANCE,INCIDENT_RATE,1,3513.9,1,DECLINING,2023-04-03,,2023-04-03
PERF-VND-000132-201912,VND-000132,PRJ-2021-00927,201912,EMP-000944,56.85,79.91,96.8,75.27,75.44,APPROVED,DELIVERY_COMPLETENESS,DEFECT_RATE,PRICE_COMPETITIVENESS,SAFETY_AUDIT_SCORE,2,24994.13,0,DECLINING,2019-12-06,,2019-12-06
PERF-VND-000742-202303,VND-000742,PRJ-2023-00509,202303,EMP-000030,69.26,92.0,58.96,64.61,73.09,APPROVED,DOCUMENTATION_ACCURACY,REWORK_RATE,INVOICE_ACCURACY,HSE_COMPLIANCE,7,33547.17,0,STABLE,2023-03-06,,2023-03-06
PERF-VND-000905-202008,VND-000905,PRJ-2020-00036,202008,EMP-000705,57.7,71.96,90.75,79.2,72.89,APPROVED,SCHEDULE_ADHERENCE,SPECIFICATION_COMPLIANCE,INVOICE_ACCURACY,HSE_COMPLIANCE,16,44230.76,0,DECLINING,2020-08-14,,2020-08-14
PERF-VND-000090-202112,VND-000090,PRJ-2024-00393,202112,EMP-000141,67.62,44.99,80.36,73.99,64.65,APPROVED,DOCUMENTATION_ACCURACY,FIRST_PASS_YIELD,INVOICE_ACCURACY,INCIDENT_RATE,13,48214.93,0,DECLINING,2021-12-26,,2021-12-26
PERF-VND-000558-202403,VND-000558,PRJ-2019-00353,202403,EMP-000653,100.0,74.78,57.47,69.46,77.82,APPROVED,SCHEDULE_ADHERENCE,NCR_COUNT,CHANGE_ORDER_FREQUENCY,HSE_COMPLIANCE,6,237550.34,0,STABLE,2024-03-01,,2024-03-01
PERF-VND-000031-202112,VND-000031,PRJ-2023-00060,202112,EMP-000917,73.7,46.99,80.87,66.31,65.64,APPROVED,DOCUMENTATION_ACCURACY,SPECIFICATION_COMPLIANCE,PAYMENT_TERMS_COMPLIANCE,NEAR_MISS_REPORTING,6,566910.85,0,IMPROVING,2021-12-04,,2021-12-04
PERF-VND-000273-202409,VND-000273,PRJ-2019-00836,202409,EMP-000900,88.2,62.84,85.93,75.88,77.67,APPROVED,ON_TIME_DELIVERY_RATE,FIRST_PASS_YIELD,CHANGE_ORDER_FREQUENCY,HSE_COMPLIANCE,6,166596.24,0,IMPROVING,2024-09-06,,2024-09-06
PERF-VND-000826-202210,VND-000826,PRJ-2020-00936,202210,EMP-000672,79.27,56.46,58.99,88.39,70.19,APPROVED,ON_TIME_DELIVERY_RATE,NCR_COUNT,INVOICE_ACCURACY,NEAR_MISS_REPORTING,16,40065.45,0,STABLE,2022-10-18,,2022-10-18
PERF-VND-000039-201912,VND-000039,PRJ-2019-00058,201912,EMP-000290,65.95,54.72,73.93,100.0,70.99,APPROVED,SCHEDULE_ADHERENCE,FIRST_PASS_YIELD,PRICE_COMPETITIVENESS,SAFETY_AUDIT_SCORE,1,16629.95,0,DECLINING,2019-12-11,,2019-12-11
PERF-VND-000134-202208,VND-000134,PRJ-2023-00735,202208,EMP-000194,72.36,92.6,66.89,80.88,79.04,APPROVED,DELIVERY_COMPLETENESS,DEFECT_RATE,PRICE_COMPETITIVENESS,NEAR_MISS_REPORTING,19,16732.83,0,IMPROVING,2022-08-23,,2022-08-23
PERF-VND-000867-202408,VND-000867,PRJ-2020-00882,202408,EMP-000460,78.42,67.01,81.8,90.44,78.08,APPROVED,ON_TIME_DELIVERY_RATE,NCR_COUNT,CHANGE_ORDER_FREQUENCY,INCIDENT_RATE,11,1339057.24,0,STABLE,2024-08-10,,2024-08-10
PERF-VND-000162-202308,VND-000162,PRJ-2022-00811,202308,EMP-000739,80.69,75.21,70.72,70.41,75.0,APPROVED,DOCUMENTATION_ACCURACY,NCR_COUNT,INVOICE_ACCURACY,HSE_COMPLIANCE,8,89875.5,0,DECLINING,2023-08-22,,2023-08-22
PERF-VND-000388-202204,VND-000388,PRJ-2019-00752,202204,EMP-000777,67.57,72.7,86.45,61.91,71.75,APPROVED,DELIVERY_COMPLETENESS,FIRST_PASS_YIELD,INVOICE_ACCURACY,INCIDENT_RATE,23,235120.7,0,STABLE,2022-04-19,,2022-04-19
PERF-VND-000790-202501,VND-000790,PRJ-2024-00034,202501,EMP-000210,91.76,68.11,38.29,67.1,69.04,APPROVED,SCHEDULE_ADHERENCE,NCR_COUNT,INVOICE_ACCURACY,INCIDENT_RATE,16,283904.57,0,STABLE,2025-01-05,,2025-01-05
PERF-VND-000244-202209,VND-000244,PRJ-2023-00328,202209,EMP-000183,71.66,54.01,60.93,85.93,67.07,APPROVED,ON_TIME_DELIVERY_RATE,NCR_COUNT,CHANGE_ORDER_FREQUENCY,INCIDENT_RATE,9,115390.84,0,IMPROVING,2022-09-07,,2022-09-07
PERF-VND-000359-202109,VND-000359,PRJ-2020-00806,202109,EMP-000115,68.42,64.13,62.52,63.01,64.87,APPROVED,ON_TIME_DELIVERY_RATE,DEFECT_RATE,CHANGE_ORDER_FREQUENCY,SAFETY_AUDIT_SCORE,24,416004.28,0,IMPROVING,2021-09-14,,2021-09-14
PERF-VND-000505-202301,VND-000505,PRJ-2024-00360,202301,EMP-000638,67.17,89.47,89.3,87.98,82.45,PREFERRED,DOCUMENTATION_ACCURACY,DEFECT_RATE,CHANGE_ORDER_FREQUENCY,NEAR_MISS_REPORTING,6,35669.66,0,IMPROVING,2023-01-15,,2023-01-15
PERF-VND-000035-202202,VND-000035,PRJ-2022-00021,202202,EMP-000414,78.06,69.61,55.35,79.22,71.22,APPROVED,DELIVERY_COMPLETENESS,DEFECT_RATE,PRICE_COMPETITIVENESS,HSE_COMPLIANCE,6,14547.18,0,IMPROVING,2022-02-13,,2022-02-13
PERF-VND-000561-201912,VND-000561,PRJ-2024-00347,201912,EMP-000677,89.82,62.57,70.82,78.68,75.62,APPROVED,SCHEDULE_ADHERENCE,REWORK_RATE,PRICE_COMPETITIVENESS,SAFETY_AUDIT_SCORE,21,43884.39,0,DECLINING,2019-12-06,,2019-12-06
PERF-VND-000161-201907,VND-000161,PRJ-2022-00104,201907,EMP-000424,80.8,62.4,80.2,57.5,70.5,APPROVED,LEAD_TIME_VARIANCE,FIRST_PASS_YIELD,CHANGE_ORDER_FREQUENCY,HSE_COMPLIANCE,22,69679.09,0,STABLE,2019-07-10,,2019-07-10
PERF-VND-000051-202303,VND-000051,PRJ-2020-00586,202303,EMP-000641,100.0,53.99,58.51,81.68,74.23,APPROVED,DOCUMENTATION_ACCURACY,FIRST_PASS_YIELD,PRICE_COMPETITIVENESS,HSE_COMPLIANCE,1,74272.66,0,IMPROVING,2023-03-14,,2023-03-14
PERF-VND-000678-202509,VND-000678,PRJ-2023-00615,202509,EMP-000570,77.26,77.83,76.89,89.43,79.79,APPROVED,LEAD_TIME_VARIANCE,DEFECT_RATE,PRICE_COMPETITIVENESS,NEAR_MISS_REPORTING,6,97907.89,0,STABLE,2025-09-21,,2025-09-21
PERF-VND-000485-202003,VND-000485,PRJ-2023-00316,202003,EMP-000888,68.38,80.76,94.6,73.28,78.32,APPROVED,DOCUMENTATION_ACCURACY,REWORK_RATE,CHANGE_ORDER_FREQUENCY,HSE_COMPLIANCE,3,18593.45,0,DECLINING,2020-03-21,,2020-03-21
PERF-VND-000380-202301,VND-000380,PRJ-2020-00379,202301,EMP-000214,88.61,68.07,37.58,86.02,71.72,APPROVED,DOCUMENTATION_ACCURACY,DEFECT_RATE,PAYMENT_TERMS_COMPLIANCE,SAFETY_AUDIT_SCORE,15,31495.7,0,IMPROVING,2023-01-09,,2023-01-09
PERF-VND-000578-201908,VND-000578,PRJ-2019-00155,201908,EMP-000849,70.64,75.31,70.67,84.22,74.76,APPROVED,ON_TIME_DELIVERY_RATE,DEFECT_RATE,PAYMENT_TERMS_COMPLIANCE,SAFETY_AUDIT_SCORE,25,35504.56,0,IMPROVING,2019-08-19,,2019-08-19
PERF-VND-000861-202302,VND-000861,PRJ-2022-00839,202302,EMP-000608,79.7,65.85,78.34,83.0,75.93,APPROVED,DOCUMENTATION_ACCURACY,SPECIFICATION_COMPLIANCE,CHANGE_ORDER_FREQUENCY,NEAR_MISS_REPORTING,16,19486.43,0,IMPROVING,2023-02-10,,2023-02-10
PERF-VND-000875-201905,VND-000875,PRJ-2019-00515,201905,EMP-000657,88.29,61.42,79.31,79.77,76.73,APPROVED,SCHEDULE_ADHERENCE,SPECIFICATION_COMPLIANCE,INVOICE_ACCURACY,INCIDENT_RATE,25,543519.25,0,IMPROVING,2019-05-15,,2019-05-15
PERF-VND-000172-202104,VND-000172,PRJ-2019-00828,202104,EMP-000219,68.65,64.41,67.73,71.06,67.68,APPROVED,LEAD_TIME_VARIANCE,DEFECT_RATE,CHANGE_ORDER_FREQUENCY,INCIDENT_RATE,22,156362.18,0,IMPROVING,2021-04-14,,2021-04-14
PERF-VND-000643-202007,VND-000643,PRJ-2024-00855,202007,EMP-000677,47.76,53.14,53.05,87.35,58.35,CONDITIONAL,DELIVERY_COMPLETENESS,NCR_COUNT,PRICE_COMPETITIVENESS,INCIDENT_RATE,13,466370.68,3,DECLINING,2020-07-18,,2020-07-18
PERF-VND-000283-202407,VND-000283,PRJ-2024-00470,202407,EMP-000977,70.43,67.3,68.98,90.1,73.14,APPROVED,ON_TIME_DELIVERY_RATE,SPECIFICATION_COMPLIANCE,CHANGE_ORDER_FREQUENCY,INCIDENT_RATE,14,19676.42,0,IMPROVING,2024-07-05,,2024-07-05
PERF-VND-000597-202001,VND-000597,PRJ-2023-00948,202001,EMP-000114,75.58,85.6,75.02,77.46,78.85,APPROVED,SCHEDULE_ADHERENCE,DEFECT_RATE,PAYMENT_TERMS_COMPLIANCE,HSE_COMPLIANCE,14,199038.85,0,STABLE,2020-01-09,,2020-01-09
PERF-VND-000586-202506,VND-000586,PRJ-2021-00485,202506,EMP-000039,31.45,80.85,58.84,51.2,55.7,CONDITIONAL,LEAD_TIME_VARIANCE,NCR_COUNT,CHANGE_ORDER_FREQUENCY,NEAR_MISS_REPORTING,20,110574.32,3,IMPROVING,2025-06-20,,2025-06-20
