budget_id,project_id,wbs_code,cost_type,budget_version,budget_status,original_amount,revised_amount,contingency_pct,contingency_amount,committed_amount,actual_spent,remaining_budget,currency,period_start,period_end,budget_owner_id,approval_date,notes,created_date
BDG-PRJ-2020-00662-02.03-REV2,PRJ-2020-00662,2.03,LABOUR,REV2,ACTIVE,1088560.48,1311208.47,0.0763,0.0,453517.41,243856.3,1067352.17,USD,2019-09-01,2019-12-15,EMP-000984,2019-08-13,,2019-07-27
BDG-PRJ-2019-00929-01.05-ORIGINAL,PRJ-2019-00929,1.05,OVERHEAD,ORIGINAL,ACTIVE,56302.59,56302.59,0.1154,0.0,21911.83,15256.09,41046.5,SAR,2025-10-01,2026-05-27,EMP-000852,2025-09-08,Seem shoulder future fall citizen about.,2025-08-21
BDG-PRJ-2019-00515-01.02-REV2,PRJ-2019-00515,1.02,SUBCONTRACT,REV2,ACTIVE,316705.99,334332.16,0.0666,0.0,189811.15,111907.45,222424.71,USD,2023-11-01,2024-04-13,EMP-000821,2023-10-14,Will seven medical blood.,2023-09-08
BDG-PRJ-2022-00500-04.01-ORIGINAL,PRJ-2022-00500,4.01,MATERIAL,ORIGINAL,ACTIVE,520190.87,520190.87,0.1018,0.0,403083.56,279758.76,240432.11,EUR,2022-01-01,2022-04-21,EMP-000555,2021-12-22,,2021-11-16
BDG-PRJ-2020-00649-05.03-REV1,PRJ-2020-00649,5.03,EQUIPMENT,REV1,APPROVED,40522.16,43969.44,0.0879,0.0,36887.54,19879.39,24090.05,SAR,2021-07-01,2022-01-21,EMP-000608,2021-06-13,,2021-05-17
BDG-PRJ-2022-00909-01.05-REV2,PRJ-2022-00909,1.05,MATERIAL,REV2,APPROVED,148852.62,143244.42,0.1015,0.0,55885.99,32340.03,110904.39,USD,2023-12-01,2024-04-29,EMP-000698,2023-11-14,,2023-10-17
BDG-PRJ-2021-00692-08.04-ORIGINAL,PRJ-2021-00692,8.04,LABOUR,ORIGINAL,CLOSED,10000.0,10000.0,0.0522,0.0,3258.87,2563.89,7436.11,SAR,2020-03-01,2021-02-16,EMP-000978,2020-02-19,Fear police participant check several much single.,2020-01-23
BDG-PRJ-2023-00945-03.05-REV3,PRJ-2023-00945,3.05,EQUIPMENT,REV3,ACTIVE,35011.03,39836.21,0.0519,0.0,27767.71,17819.3,22016.91,USD,2019-04-01,2020-02-14,EMP-000779,2019-03-10,,2019-02-04
BDG-PRJ-2019-00421-03.05-REV2,PRJ-2019-00421,3.05,LABOUR,REV2,ACTIVE,111429.54,126993.43,0.0765,0.0,64208.23,46662.37,80331.06,SAR,2023-02-01,2023-08-27,EMP-000230,2023-01-22,Truth out major born guy world.,2022-12-17
BDG-PRJ-2021-00881-07.02-REV1,PRJ-2021-00881,7.02,LABOUR,REV1,CLOSED,25042.39,30078.44,0.11,0.0,18614.28,16309.68,13768.76,EUR,2019-08-01,2020-01-04,EMP-000910,2019-07-25,,2019-06-08
BDG-PRJ-2023-00695-07.05-REV1,PRJ-2023-00695,7.05,OVERHEAD,REV1,ACTIVE,1883452.25,2307923.34,0.0929,0.0,1359999.38,1202696.19,1105227.15,SAR,2021-10-01,2022-02-18,EMP-000467,2021-09-09,,2021-08-03
BDG-PRJ-2021-00880-02.03-REV1,PRJ-2021-00880,2.03,EQUIPMENT,REV1,APPROVED,19049.34,21858.32,0.0505,0.0,6650.8,5063.06,16795.26,USD,2023-01-01,2023-10-10,EMP-000548,2022-12-12,,2022-11-28
BDG-PRJ-2020-00437-05.03-REV2,PRJ-2020-00437,5.03,MATERIAL,REV2,APPROVED,84114.42,94396.76,0.0776,0.0,71079.17,50225.54,44171.22,SAR,2025-09-01,2026-08-04,EMP-000949,2025-08-08,,2025-07-24
BDG-PRJ-2022-00592-06.04-REV2,PRJ-2022-00592,6.04,OVERHEAD,REV2,ACTIVE,198017.53,203688.35,0.1248,0.0,146571.46,85143.0,118545.35,USD,2020-09-01,2021-06-23,EMP-000936,2020-08-06,,2020-07-11
BDG-PRJ-2020-00054-03.04-REV3,PRJ-2020-00054,3.04,LABOUR,REV3,SUBMITTED,1413967.21,1725527.41,0.0645,0.0,968411.64,515233.95,1210293.46,USD,2020-06-01,2020-10-09,EMP-000653,,,2020-04-20
BDG-PRJ-2023-00629-05.05-ORIGINAL,PRJ-2023-00629,5.05,SUBCONTRACT,ORIGINAL,APPROVED,18886.58,18886.58,0.0994,0.0,5787.34,5354.93,13531.65,SAR,2025-09-01,2026-04-25,EMP-000868,2025-08-09,,2025-07-14
BDG-PRJ-2022-00174-01.03-ORIGINAL,PRJ-2022-00174,1.03,LABOUR,ORIGINAL,APPROVED,931680.88,931680.88,0.1497,0.0,715348.05,483978.62,447702.26,SAR,2022-07-01,2023-01-09,EMP-000129,2022-06-22,,2022-05-09
BDG-PRJ-2024-00850-06.03-REV3,PRJ-2024-00850,6.03,MATERIAL,REV3,ACTIVE,165272.28,201943.81,0.0695,0.0,130242.46,82124.87,119818.94,SAR,2022-09-01,2023-01-23,EMP-000854,2022-08-16,,2022-07-30
BDG-PRJ-2023-00823-05.05-REV2,PRJ-2023-00823,5.05,EQUIPMENT,REV2,ACTIVE,37336.89,40147.14,0.1466,0.0,30591.33,26881.72,13265.42,USD,2025-08-01,2026-06-22,EMP-000069,2025-07-10,,2025-06-30
BDG-PRJ-2021-00392-04.02-REV2,PRJ-2021-00392,4.02,MATERIAL,REV2,APPROVED,325512.2,367935.37,0.1036,0.0,168518.01,108465.74,259469.63,SAR,2022-11-01,2023-07-24,EMP-000317,2022-10-10,,2022-09-26
BDG-PRJ-2024-00916-05.02-REV3,PRJ-2024-00916,5.02,SUBCONTRACT,REV3,CLOSED,219386.34,204000.03,0.0999,0.0,151216.54,141594.82,62405.21,USD,2020-04-01,2020-10-11,EMP-000610,2020-03-21,,2020-02-28
BDG-PRJ-2019-00943-02.04-REV1,PRJ-2019-00943,2.04,SUBCONTRACT,REV1,ACTIVE,66149.64,68988.57,0.0542,0.0,46387.95,34613.31,34375.26,SAR,2023-05-01,2024-04-06,EMP-000868,2023-04-16,,2023-03-08
BDG-PRJ-2022-00591-03.01-REV1,PRJ-2022-00591,3.01,MATERIAL,REV1,CLOSED,180719.82,178716.65,0.0533,0.0,145875.69,129530.61,49186.04,SAR,2022-02-01,2023-01-22,EMP-000011,2022-01-25,,2021-12-21
BDG-PRJ-2020-00595-02.03-ORIGINAL,PRJ-2020-00595,2.03,OVERHEAD,ORIGINAL,APPROVED,91311.28,91311.28,0.0763,0.0,42153.39,41279.27,50032.01,SAR,2021-06-01,2021-12-02,EMP-000395,2021-05-12,,2021-04-21
BDG-PRJ-2020-00374-07.03-REV1,PRJ-2020-00374,7.03,EQUIPMENT,REV1,FROZEN,192967.3,226867.07,0.1186,0.0,166177.7,149899.56,76967.51,SAR,2023-07-01,2024-04-11,EMP-000262,2023-06-09,,2023-05-27
BDG-PRJ-2020-00432-08.02-REV3,PRJ-2020-00432,8.02,SUBCONTRACT,REV3,ACTIVE,439413.43,511535.75,0.1221,0.0,245547.65,191789.71,319746.04,SAR,2023-01-01,2023-10-21,EMP-000291,2022-12-24,,2022-11-24
BDG-PRJ-2021-00488-02.04-REV2,PRJ-2021-00488,2.04,MATERIAL,REV2,APPROVED,1756836.36,2062537.05,0.1057,0.0,1044642.36,737392.62,1325144.43,SAR,2021-11-01,2022-05-11,EMP-000909,2021-10-20,,2021-09-23
BDG-PRJ-2024-00364-06.05-REV1,PRJ-2024-00364,6.05,SUBCONTRACT,REV1,CLOSED,25419.62,24520.01,0.0881,0.0,16649.76,9530.73,14989.28,SAR,2020-11-01,2021-07-21,EMP-000971,2020-10-13,,2020-09-30
BDG-PRJ-2023-00082-03.03-ORIGINAL,PRJ-2023-00082,3.03,MATERIAL,ORIGINAL,APPROVED,3990990.73,3990990.73,0.0767,0.0,2740958.86,1742219.37,2248771.36,EUR,2022-06-01,2023-05-23,EMP-000690,2022-05-20,,2022-05-02
BDG-PRJ-2019-00129-04.03-REV3,PRJ-2019-00129,4.03,SUBCONTRACT,REV3,SUBMITTED,10000.0,8912.04,0.0667,0.0,3014.72,2831.86,6080.18,USD,2023-01-01,2023-04-14,EMP-000896,,,2022-11-30
BDG-PRJ-2021-00107-05.05-ORIGINAL,PRJ-2021-00107,5.05,SUBCONTRACT,ORIGINAL,CLOSED,129614.81,129614.81,0.0809,0.0,58124.19,37320.82,92293.99,SAR,2024-03-01,2024-08-05,EMP-000303,2024-02-23,Dream drive note bad.,2024-01-20
BDG-PRJ-2020-00882-06.04-REV1,PRJ-2020-00882,6.04,OVERHEAD,REV1,CLOSED,393358.15,355613.85,0.1049,0.0,309061.04,237866.91,117746.94,USD,2023-10-01,2024-08-19,EMP-000953,2023-09-11,,2023-08-12
BDG-PRJ-2019-00547-05.03-REV1,PRJ-2019-00547,5.03,MATERIAL,REV1,SUBMITTED,248075.35,251767.09,0.0808,0.0,99052.86,50049.22,201717.87,SAR,2023-03-01,2023-11-22,EMP-000905,,Staff within mouth call process water.,2023-01-01
BDG-PRJ-2020-00504-08.03-ORIGINAL,PRJ-2020-00504,8.03,MATERIAL,ORIGINAL,APPROVED,63956.01,63956.01,0.0731,0.0,19463.78,13368.15,50587.86,SAR,2022-09-01,2023-07-11,EMP-000291,2022-08-03,,2022-07-21
BDG-PRJ-2019-00849-07.02-ORIGINAL,PRJ-2019-00849,7.02,MATERIAL,ORIGINAL,APPROVED,119111.66,119111.66,0.1265,0.0,100765.21,91070.33,28041.33,USD,2024-05-01,2024-12-22,EMP-000901,2024-04-16,,2024-03-05
BDG-PRJ-2022-00071-03.02-ORIGINAL,PRJ-2022-00071,3.02,EQUIPMENT,ORIGINAL,ACTIVE,77691.3,77691.3,0.0772,0.0,52336.92,31082.62,46608.68,EUR,2019-03-01,2019-06-24,EMP-000046,2019-02-17,,2019-01-21
BDG-PRJ-2021-00276-03.04-REV2,PRJ-2021-00276,3.04,MATERIAL,REV2,APPROVED,67235.24,66345.39,0.0994,0.0,32306.62,29067.27,37278.12,SAR,2021-08-01,2021-11-15,EMP-000260,2021-07-24,,2021-06-20
BDG-PRJ-2023-00074-08.02-ORIGINAL,PRJ-2023-00074,8.02,SUBCONTRACT,ORIGINAL,CLOSED,582103.27,582103.27,0.1328,0.0,217227.51,192044.94,390058.33,SAR,2020-07-01,2021-05-13,EMP-000075,2020-06-18,,2020-05-08
BDG-PRJ-2020-00097-04.04-ORIGINAL,PRJ-2020-00097,4.04,CONTINGENCY,ORIGINAL,CLOSED,278040.82,278040.82,0.0659,18322.89,204900.03,178747.06,99293.76,SAR,2023-09-01,2024-01-31,EMP-000525,2023-08-19,,2023-08-01
BDG-PRJ-2019-00885-04.01-ORIGINAL,PRJ-2019-00885,4.01,MATERIAL,ORIGINAL,DRAFT,57563.02,57563.02,0.1294,0.0,37463.06,26145.63,31417.39,SAR,2020-01-01,2020-04-21,EMP-000786,,,2019-11-28
BDG-PRJ-2019-00381-02.02-ORIGINAL,PRJ-2019-00381,2.02,LABOUR,ORIGINAL,ACTIVE,627437.79,627437.79,0.1431,0.0,563554.5,457925.32,169512.47,USD,2019-06-01,2019-11-16,EMP-000185,2019-05-21,,2019-04-22
BDG-PRJ-2019-00572-06.04-REV2,PRJ-2019-00572,6.04,LABOUR,REV2,APPROVED,258060.49,245229.33,0.1224,0.0,79379.05,67735.17,177494.16,SAR,2023-05-01,2024-04-05,EMP-000331,2023-04-07,,2023-03-09
BDG-PRJ-2023-00480-05.05-REV3,PRJ-2023-00480,5.05,EQUIPMENT,REV3,SUBMITTED,550891.51,533411.21,0.0655,0.0,244307.43,166997.9,366413.31,SAR,2019-11-01,2020-10-15,EMP-000330,,,2019-09-13
BDG-PRJ-2021-00878-06.05-ORIGINAL,PRJ-2021-00878,6.05,SUBCONTRACT,ORIGINAL,ACTIVE,418504.64,418504.64,0.1039,0.0,222851.42,169820.56,248684.08,USD,2022-09-01,2023-02-16,EMP-000555,2022-08-12,,2022-07-30
BDG-PRJ-2023-00099-02.01-REV2,PRJ-2023-00099,2.01,LABOUR,REV2,CLOSED,46934.46,49006.53,0.0702,0.0,17605.7,13829.38,35177.15,SAR,2025-07-01,2026-06-06,EMP-000468,2025-06-23,,2025-05-13
BDG-PRJ-2020-00736-02.01-REV3,PRJ-2020-00736,2.01,MATERIAL,REV3,ACTIVE,70243.88,61953.89,0.139,0.0,48361.95,25648.76,36305.13,USD,2023-12-01,2024-09-28,EMP-000105,2023-11-05,,2023-10-31
BDG-PRJ-2019-00752-02.03-ORIGINAL,PRJ-2019-00752,2.03,MATERIAL,ORIGINAL,ACTIVE,499289.02,499289.02,0.0601,0.0,218993.56,151689.29,347599.73,SAR,2020-09-01,2021-04-06,EMP-000317,2020-08-08,,2020-07-20
BDG-PRJ-2021-00765-02.05-ORIGINAL,PRJ-2021-00765,2.05,MATERIAL,ORIGINAL,ACTIVE,406587.89,406587.89,0.1383,0.0,162669.96,96007.53,310580.36,USD,2022-09-01,2023-05-21,EMP-000905,2022-08-06,,2022-07-22
BDG-PRJ-2023-00925-06.05-REV3,PRJ-2023-00925,6.05,MATERIAL,REV3,APPROVED,157731.2,161238.39,0.1264,0.0,118594.16,95374.22,65864.17,SAR,2023-09-01,2024-03-18,EMP-000936,2023-08-02,,2023-07-03
BDG-PRJ-2020-00464-08.04-ORIGINAL,PRJ-2020-00464,8.04,LABOUR,ORIGINAL,APPROVED,194073.28,194073.28,0.0516,0.0,73951.9,69896.55,124176.73,SAR,2019-05-01,2019-11-20,EMP-000548,2019-04-24,,2019-03-02
BDG-PRJ-2019-00707-05.05-REV1,PRJ-2019-00707,5.05,EQUIPMENT,REV1,ACTIVE,1106262.02,1144038.57,0.0594,0.0,450367.1,284854.53,859184.04,SAR,2023-04-01,2023-10-27,EMP-000528,2023-03-23,,2023-02-12
BDG-PRJ-2024-00940-04.01-REV2,PRJ-2024-00940,4.01,SUBCONTRACT,REV2,APPROVED,67013.07,75445.86,0.1326,0.0,48718.37,46468.94,28976.92,SAR,2023-11-01,2024-07-01,EMP-000982,2023-10-13,Enter their institution deep.,2023-10-01
BDG-PRJ-2022-00944-06.03-REV2,PRJ-2022-00944,6.03,MATERIAL,REV2,CLOSED,369773.55,428255.46,0.0621,0.0,320595.12,296466.84,131788.62,SAR,2019-11-01,2020-08-12,EMP-000896,2019-10-24,,2019-09-14
BDG-PRJ-2019-00154-06.05-REV1,PRJ-2019-00154,6.05,LABOUR,REV1,ACTIVE,120175.81,148827.66,0.1497,0.0,111874.37,88115.32,60712.34,SAR,2019-04-01,2020-02-06,EMP-000666,2019-03-21,,2019-02-28
BDG-PRJ-2021-00488-01.05-ORIGINAL,PRJ-2021-00488,1.05,LABOUR,ORIGINAL,ACTIVE,117415.97,117415.97,0.1274,0.0,44409.67,25199.62,92216.35,SAR,2023-04-01,2024-03-05,EMP-000971,2023-03-19,,2023-02-07
BDG-PRJ-2019-00537-04.02-ORIGINAL,PRJ-2019-00537,4.02,SUBCONTRACT,ORIGINAL,APPROVED,845907.49,845907.49,0.1424,0.0,299245.52,250131.48,595776.01,SAR,2022-06-01,2023-02-24,EMP-000592,2022-05-06,,2022-04-08
BDG-PRJ-2023-00313-03.03-REV1,PRJ-2023-00313,3.03,CONTINGENCY,REV1,ACTIVE,561363.84,487236.32,0.0646,36264.1,385356.74,231153.39,256082.93,SAR,2021-03-01,2021-07-12,EMP-000095,2021-02-15,,2021-01-01
BDG-PRJ-2020-00152-05.01-ORIGINAL,PRJ-2020-00152,5.01,SUBCONTRACT,ORIGINAL,APPROVED,551426.84,551426.84,0.0971,0.0,275231.49,239453.18,311973.66,USD,2020-04-01,2021-03-24,EMP-000933,2020-03-10,,2020-02-27
BDG-PRJ-2024-00712-01.04-REV1,PRJ-2024-00712,1.04,SUBCONTRACT,REV1,DRAFT,1153392.56,1111415.32,0.067,0.0,859694.31,695477.56,415937.76,SAR,2019-08-01,2019-11-03,EMP-000491,,,2019-06-03
BDG-PRJ-2019-00676-06.01-ORIGINAL,PRJ-2019-00676,6.01,OVERHEAD,ORIGINAL,ACTIVE,167964.14,167964.14,0.0731,0.0,88755.73,87717.82,80246.32,USD,2019-06-01,2020-05-04,EMP-000901,2019-05-23,,2019-04-16
BDG-PRJ-2022-00990-08.05-REV3,PRJ-2022-00990,8.05,LABOUR,REV3,APPROVED,452674.89,445173.1,0.1029,0.0,238630.54,138048.39,307124.71,SAR,2021-11-01,2022-07-29,EMP-000533,2021-10-18,,2021-09-16
BDG-PRJ-2022-00283-01.03-REV2,PRJ-2022-00283,1.03,OVERHEAD,REV2,CLOSED,102191.1,109546.38,0.0529,0.0,51280.45,29530.06,80016.32,SAR,2022-11-01,2023-04-10,EMP-000652,2022-10-09,,2022-09-13
BDG-PRJ-2022-00894-04.04-ORIGINAL,PRJ-2022-00894,4.04,LABOUR,ORIGINAL,FROZEN,264672.77,264672.77,0.141,0.0,131693.45,101551.04,163121.73,SAR,2020-11-01,2021-04-10,EMP-000363,2020-10-21,,2020-09-10
BDG-PRJ-2024-00921-03.04-REV3,PRJ-2024-00921,3.04,CONTINGENCY,REV3,SUBMITTED,133891.55,162925.24,0.1433,19186.66,79914.46,62227.0,100698.24,SAR,2024-02-01,2024-08-03,EMP-000260,,,2023-12-09
BDG-PRJ-2022-00327-07.04-ORIGINAL,PRJ-2022-00327,7.04,SUBCONTRACT,ORIGINAL,CLOSED,188243.94,188243.94,0.1137,0.0,139865.96,80559.79,107684.15,SAR,2020-02-01,2020-07-07,EMP-000484,2020-01-06,,2019-12-26
BDG-PRJ-2024-00611-04.02-REV1,PRJ-2024-00611,4.02,MATERIAL,REV1,ACTIVE,397414.68,417654.94,0.0977,0.0,276832.99,236971.69,180683.25,SAR,2021-03-01,2021-12-14,EMP-000234,2021-02-17,,2021-01-29
BDG-PRJ-2024-00419-01.03-REV3,PRJ-2024-00419,1.03,MATERIAL,REV3,ACTIVE,47699.16,44447.26,0.0703,0.0,18056.56,17647.57,26799.69,USD,2022-10-01,2023-09-06,EMP-000760,2022-09-17,,2022-08-08
BDG-PRJ-2019-00043-07.03-ORIGINAL,PRJ-2019-00043,7.03,OVERHEAD,ORIGINAL,ACTIVE,3754932.67,3754932.67,0.1036,0.0,2571514.18,2191074.79,1563857.88,SAR,2019-09-01,2020-01-24,EMP-000082,2019-08-18,,2019-07-21
BDG-PRJ-2019-00753-01.05-ORIGINAL,PRJ-2019-00753,1.05,SUBCONTRACT,ORIGINAL,FROZEN,35989.19,35989.19,0.069,0.0,20288.27,19115.58,16873.61,SAR,2025-05-01,2026-03-23,EMP-000517,2025-04-05,,2025-03-10
BDG-PRJ-2019-00530-03.04-REV2,PRJ-2019-00530,3.04,MATERIAL,REV2,ACTIVE,26336.66,30589.83,0.0613,0.0,26390.01,22380.23,8209.6,SAR,2020-07-01,2021-04-28,EMP-000054,2020-06-19,,2020-05-04
BDG-PRJ-2019-00730-04.04-ORIGINAL,PRJ-2019-00730,4.04,MATERIAL,ORIGINAL,ACTIVE,924646.06,924646.06,0.1211,0.0,368375.68,319245.84,605400.22,USD,2019-02-01,2019-12-18,EMP-000149,2019-01-09,,2018-12-10
BDG-PRJ-2022-00811-03.04-REV1,PRJ-2022-00811,3.04,LABOUR,REV1,APPROVED,533649.24,639590.44,0.0835,0.0,522931.37,303855.57,335734.87,SAR,2020-03-01,2020-06-25,EMP-000544,2020-01-31,,2020-01-17
BDG-PRJ-2020-00296-03.01-REV2,PRJ-2020-00296,3.01,CONTINGENCY,REV2,DRAFT,415060.56,354828.26,0.1265,52505.16,212391.88,159149.72,195678.54,SAR,2025-01-01,2025-12-09,EMP-001000,,,2024-11-18
BDG-PRJ-2020-00420-08.01-REV1,PRJ-2020-00420,8.01,LABOUR,REV1,CLOSED,417699.8,460077.19,0.0778,0.0,364414.64,220040.41,240036.78,USD,2020-03-01,2020-06-27,EMP-000077,2020-02-19,,2020-01-10
BDG-PRJ-2022-00592-05.03-REV3,PRJ-2022-00592,5.03,LABOUR,REV3,ACTIVE,159792.25,178781.35,0.0678,0.0,119185.28,100801.76,77979.59,EUR,2023-10-01,2024-03-29,EMP-000984,2023-09-13,,2023-08-30
BDG-PRJ-2020-00787-05.03-ORIGINAL,PRJ-2020-00787,5.03,MATERIAL,ORIGINAL,SUBMITTED,42366.72,42366.72,0.0927,0.0,26703.01,17261.26,25105.46,SAR,2020-02-01,2020-09-18,EMP-000690,,,2019-12-11
BDG-PRJ-2024-00215-01.01-REV1,PRJ-2024-00215,1.01,CONTINGENCY,REV1,ACTIVE,182354.31,207816.38,0.0588,10722.43,137754.58,123165.33,84651.05,USD,2024-05-01,2025-03-05,EMP-000549,2024-04-16,,2024-03-13
BDG-PRJ-2023-00363-03.05-REV1,PRJ-2023-00363,3.05,EQUIPMENT,REV1,ACTIVE,58938.95,54339.52,0.0993,0.0,36170.75,30900.44,23439.08,SAR,2020-01-01,2020-05-30,EMP-000206,2019-12-02,,2019-11-07
BDG-PRJ-2020-00631-07.04-ORIGINAL,PRJ-2020-00631,7.04,MATERIAL,ORIGINAL,CLOSED,702695.97,702695.97,0.0712,0.0,480904.73,406368.6,296327.37,SAR,2021-02-01,2021-10-06,EMP-000936,2021-01-15,,2020-12-30
BDG-PRJ-2019-00703-06.03-ORIGINAL,PRJ-2019-00703,6.03,EQUIPMENT,ORIGINAL,FROZEN,130537.25,130537.25,0.1332,0.0,54356.93,49840.56,80696.69,USD,2024-08-01,2025-06-29,EMP-000233,2024-07-10,,2024-06-18
BDG-PRJ-2022-00914-06.04-REV2,PRJ-2022-00914,6.04,MATERIAL,REV2,ACTIVE,47181.36,45753.53,0.1335,0.0,33627.86,22118.77,23634.76,SAR,2023-01-01,2023-07-16,EMP-000573,2022-12-14,Sense ready require human public health.,2022-11-28
BDG-PRJ-2023-00288-01.03-REV3,PRJ-2023-00288,1.03,EQUIPMENT,REV3,CLOSED,100500.83,101086.4,0.1071,0.0,66425.4,61928.19,39158.21,USD,2025-05-01,2026-01-07,EMP-000492,2025-04-11,Later easy ask again network open.,2025-03-04
BDG-PRJ-2021-00244-06.04-REV2,PRJ-2021-00244,6.04,MATERIAL,REV2,ACTIVE,302367.12,302272.26,0.0675,0.0,97463.77,58580.52,243691.74,SAR,2019-08-01,2020-07-15,EMP-000821,2019-07-09,,2019-06-22
BDG-PRJ-2024-00946-08.05-ORIGINAL,PRJ-2024-00946,8.05,MATERIAL,ORIGINAL,ACTIVE,69871.5,69871.5,0.0598,0.0,62141.2,47107.59,22763.91,SAR,2020-04-01,2020-07-18,EMP-000885,2020-03-22,Audience piece director.,2020-02-02
BDG-PRJ-2023-00046-02.03-REV1,PRJ-2023-00046,2.03,LABOUR,REV1,ACTIVE,47413.84,46228.13,0.1159,0.0,29888.15,19608.76,26619.37,SAR,2020-06-01,2020-12-10,EMP-000495,2020-05-08,,2020-04-18
BDG-PRJ-2023-00688-02.03-ORIGINAL,PRJ-2023-00688,2.03,MATERIAL,ORIGINAL,DRAFT,234575.04,234575.04,0.1123,0.0,142723.99,86103.77,148471.27,SAR,2021-09-01,2022-05-12,EMP-000504,,,2021-07-28
BDG-PRJ-2022-00073-05.05-REV2,PRJ-2022-00073,5.05,EQUIPMENT,REV2,SUBMITTED,235025.63,284690.53,0.0529,0.0,94025.77,65047.01,219643.52,SAR,2019-07-01,2020-04-16,EMP-000750,,,2019-05-23
BDG-PRJ-2023-00341-04.05-ORIGINAL,PRJ-2023-00341,4.05,OVERHEAD,ORIGINAL,ACTIVE,76083.39,76083.39,0.1068,0.0,27066.64,24391.79,51691.6,SAR,2024-08-01,2024-12-18,EMP-000767,2024-07-10,,2024-06-25
BDG-PRJ-2019-00148-05.03-ORIGINAL,PRJ-2019-00148,5.03,SUBCONTRACT,ORIGINAL,ACTIVE,80293.39,80293.39,0.1289,0.0,66598.74,48393.41,31899.98,SAR,2019-02-01,2019-12-31,EMP-000814,2019-01-11,,2018-12-24
BDG-PRJ-2020-00787-06.05-REV1,PRJ-2020-00787,6.05,EQUIPMENT,REV1,ACTIVE,230515.85,205802.83,0.1214,0.0,130415.18,69832.37,135970.46,SAR,2021-09-01,2022-07-24,EMP-000690,2021-08-18,,2021-07-16
BDG-PRJ-2019-00163-08.04-ORIGINAL,PRJ-2019-00163,8.04,MATERIAL,ORIGINAL,ACTIVE,18543.48,18543.48,0.0931,0.0,16468.89,12905.11,5638.37,SAR,2021-09-01,2022-03-30,EMP-000133,2021-08-02,,2021-07-15
BDG-PRJ-2022-00857-08.01-REV1,PRJ-2022-00857,8.01,MATERIAL,REV1,ACTIVE,19708.48,18141.06,0.1322,0.0,15846.76,8474.91,9666.15,SAR,2019-11-01,2020-08-11,EMP-000114,2019-10-23,,2019-09-28
BDG-PRJ-2022-00909-01.02-REV1,PRJ-2022-00909,1.02,MATERIAL,REV1,APPROVED,55399.93,56998.99,0.1116,0.0,24133.2,22654.14,34344.85,EUR,2021-10-01,2022-06-03,EMP-000730,2021-09-02,,2021-08-21
BDG-PRJ-2021-00092-01.05-REV3,PRJ-2021-00092,1.05,MATERIAL,REV3,SUBMITTED,118164.06,117891.0,0.0794,0.0,74192.47,39067.06,78823.94,SAR,2024-09-01,2025-06-01,EMP-000503,,,2024-07-26
BDG-PRJ-2020-00443-07.03-REV2,PRJ-2020-00443,7.03,MATERIAL,REV2,ACTIVE,259460.91,238539.03,0.0711,0.0,91465.72,71133.88,167405.15,SAR,2025-06-01,2026-03-31,EMP-000220,2025-05-21,Teacher audience draw.,2025-04-12
BDG-PRJ-2022-00017-03.04-REV1,PRJ-2022-00017,3.04,CONTINGENCY,REV1,SUBMITTED,1488135.16,1744654.91,0.0637,94794.21,1423798.32,1348039.77,396615.14,USD,2024-10-01,2025-08-04,EMP-000757,,,2024-08-15
BDG-PRJ-2022-00840-08.04-ORIGINAL,PRJ-2022-00840,8.04,LABOUR,ORIGINAL,ACTIVE,589181.42,589181.42,0.1078,0.0,476107.1,294412.72,294768.7,EUR,2023-05-01,2024-02-25,EMP-000982,2023-04-13,Democrat car very number line six.,2023-03-31
BDG-PRJ-2023-00582-08.03-ORIGINAL,PRJ-2023-00582,8.03,MATERIAL,ORIGINAL,ACTIVE,128039.26,128039.26,0.0642,0.0,94592.32,93815.67,34223.59,SAR,2025-05-01,2026-03-25,EMP-000885,2025-04-05,Couple best issue interest level.,2025-03-17
BDG-PRJ-2022-00646-02.05-REV2,PRJ-2022-00646,2.05,MATERIAL,REV2,SUBMITTED,158177.91,183709.54,0.0844,0.0,106794.27,80771.88,102937.66,SAR,2022-10-01,2023-06-17,EMP-000517,,,2022-08-31
BDG-PRJ-2024-00712-05.05-ORIGINAL,PRJ-2024-00712,5.05,EQUIPMENT,ORIGINAL,ACTIVE,36177.98,36177.98,0.1073,0.0,25099.99,16211.5,19966.48,SAR,2024-10-01,2025-01-12,EMP-000147,2024-09-20,,2024-08-05
BDG-PRJ-2020-00803-05.03-ORIGINAL,PRJ-2020-00803,5.03,MATERIAL,ORIGINAL,CLOSED,158297.32,158297.32,0.0514,0.0,58083.98,34113.12,124184.2,USD,2023-12-01,2024-05-16,EMP-000642,2023-11-19,,2023-10-10
BDG-PRJ-2019-00242-08.02-REV2,PRJ-2019-00242,8.02,OVERHEAD,REV2,APPROVED,105557.6,95849.27,0.0584,0.0,82465.37,47588.72,48260.55,SAR,2022-07-01,2023-04-13,EMP-000744,2022-06-01,,2022-05-26
BDG-PRJ-2022-00592-06.01-REV1,PRJ-2022-00592,6.01,SUBCONTRACT,REV1,SUBMITTED,264098.61,266607.0,0.0668,0.0,128190.05,111919.56,154687.44,SAR,2025-09-01,2026-03-29,EMP-000661,,,2025-07-29
