line_id,po_id,line_number,material_id,description,unit_of_measure,qty_ordered,qty_received,qty_accepted,unit_price,line_value,discount_pct,tax_rate,delivery_date,actual_delivery_date,inspection_passed,warehouse_location,notes,created_date
PO-2020-0000849-L004,PO-2020-0000849,4,MAT-00000767,Question return process stuff pick.,CUM,402,273,122,138.48,55668.96,0,0.1,2024-07-14,2024-08-03,1.0,WH-D-30,,2024-07-14
PO-2020-0000849-L005,PO-2020-0000849,5,MAT-00000797,Position final kid often run bed far section.,LTR,196,107,20,868.86,170296.56,0,0.1,2024-06-28,2024-07-26,1.0,WH-A-42,,2024-06-28
PO-2020-0000849-L006,PO-2020-0000849,6,MAT-00000381,Customer skill theory hand.,BAG,284,264,63,371.55,105520.2,0,0.15,2024-04-11,2024-04-11,1.0,WH-B-28,Tree store either station loss southern second.,2024-04-11
PO-2020-0000849-L007,PO-2020-0000849,7,MAT-00000933,Sound life away senior difficult put.,SET,114,113,44,27408.62,3124582.68,2,0.1,2022-04-29,2022-04-22,0.0,WH-B-25,,2022-04-29
PO-2020-0000849-L008,PO-2020-0000849,8,MAT-00000384,Whose source hand so add Mr.,SET,115,12,11,2726.74,313575.1,0,0.0,2024-06-08,2024-06-07,1.0,WH-C-31,,2024-06-08
PO-2020-0000849-L009,PO-2020-0000849,9,MAT-00000143,Happy see energy herself police he push.,DAY,389,229,157,4740.43,1844027.27,0,0.05,2020-06-11,2020-06-02,1.0,WH-B-36,,2020-06-11
PO-2020-0000849-L010,PO-2020-0000849,10,MAT-00000624,Agent this no trip determine as statement.,BBL,271,147,60,78.74,21338.54,2,0.15,2020-04-07,2020-04-12,1.0,WH-A-08,,2020-04-07
PO-2020-0000849-L011,PO-2020-0000849,11,MAT-00000512,Power bring animal also you.,DAY,306,263,123,72093.02,22060464.12,0,0.1,2021-08-19,2021-09-05,1.0,WH-B-37,,2021-08-19
PO-2020-0000849-L012,PO-2020-0000849,12,MAT-00000681,Best thought career law.,NOS,343,184,17,28140.85,9652311.55,5,0.0,2023-01-19,2023-02-10,0.0,WH-D-31,Industry score choice increase between majority impact.,2023-01-19
PO-2020-0000849-L013,PO-2020-0000849,13,MAT-00000397,Allow have kitchen wear talk.,MT,192,4,2,1869.27,358899.84,10,0.0,2021-12-07,2021-12-12,1.0,WH-C-09,Wonder happen top population.,2021-12-07
PO-2020-0000849-L014,PO-2020-0000849,14,MAT-00000560,Huge couple business summer.,JOINT,174,44,43,576.75,100354.5,10,0.05,2023-11-25,2023-12-15,1.0,WH-B-05,,2023-11-25
PO-2020-0000849-L015,PO-2020-0000849,15,MAT-00000967,Begin deep police wife anything four writer.,NOS,235,51,2,29728.89,6986289.15,0,0.1,2024-12-19,2024-12-11,1.0,WH-D-35,,2024-12-19
PO-2020-0000849-L016,PO-2020-0000849,16,MAT-00000038,Day stop never only spend do similar.,NOS,386,146,91,99636.69,38459762.34,0,0.0,2020-04-07,2020-04-18,1.0,WH-C-28,,2020-04-07
PO-2020-0000849-L017,PO-2020-0000849,17,MAT-00000762,Able teach certain candidate economy company produce ago.,JOINT,226,98,43,1401.26,316684.76,0,0.1,2022-10-13,2022-11-03,0.0,WH-A-47,,2022-10-13
PO-2019-0000441-L001,PO-2019-0000441,1,MAT-00000843,Group small open.,BOX,93,41,6,481.73,44800.89,0,0.15,2023-09-15,2023-09-23,1.0,WH-D-11,,2023-09-15
PO-2019-0000441-L002,PO-2019-0000441,2,MAT-00000360,Company appear score.,KG,229,222,90,2117.79,484973.91,10,0.0,2022-06-09,2022-06-16,1.0,WH-A-43,,2022-06-09
PO-2019-0000441-L003,PO-2019-0000441,3,MAT-00000373,Box as large gun order later develop.,CUM,263,81,3,118.42,31144.46,0,0.05,2023-05-29,2023-06-16,1.0,WH-A-16,,2023-05-29
PO-2019-0000441-L004,PO-2019-0000441,4,MAT-00000376,Analysis situation term miss leader who article look.,BAG,186,145,8,367.17,68293.62,0,0.1,2023-10-22,2023-11-09,1.0,WH-D-49,International blue Republican kitchen tonight focus.,2023-10-22
PO-2019-0000441-L005,PO-2019-0000441,5,MAT-00000141,Assume every plan nature.,MT,272,160,71,29.94,8143.68,10,0.05,2020-08-20,2020-08-11,1.0,WH-D-34,,2020-08-20
PO-2019-0000441-L006,PO-2019-0000441,6,MAT-00000576,Herself our far measure involve soldier.,BAG,61,16,14,423.54,25835.94,10,0.15,2023-06-07,2023-06-15,1.0,WH-B-08,Table prepare shoulder result.,2023-06-07
PO-2019-0000441-L007,PO-2019-0000441,7,MAT-00000076,Involve thousand including still human.,CUM,232,182,113,152.22,35315.04,10,0.1,2024-07-17,2024-07-27,0.0,WH-A-36,,2024-07-17
PO-2019-0000441-L008,PO-2019-0000441,8,MAT-00000913,Fine fine effort well.,GAL,154,44,23,100.28,15443.12,0,0.05,2020-09-05,2020-09-07,1.0,WH-D-02,,2020-09-05
PO-2019-0000441-L009,PO-2019-0000441,9,MAT-00000587,Attack story behavior benefit school speech news.,RM,189,141,33,1251.54,236541.06,0,0.15,2020-06-25,2020-06-19,1.0,WH-D-34,,2020-06-25
PO-2019-0000441-L010,PO-2019-0000441,10,MAT-00000420,What no prove improve them wait institution trouble.,KG,422,64,40,1362.7,575059.4,10,0.1,2022-07-10,2022-07-29,1.0,WH-B-50,,2022-07-10
PO-2019-0000441-L011,PO-2019-0000441,11,MAT-00000602,Why outside goal.,MONTH,94,16,13,414999.26,39009930.44,0,0.05,2024-11-13,2024-11-06,1.0,WH-C-11,,2024-11-13
PO-2019-0000441-L012,PO-2019-0000441,12,MAT-00000958,Medical choice lot suggest glass news boy.,SET,364,265,145,1715.36,624391.04,10,0.1,2021-05-28,2021-05-30,1.0,WH-B-41,,2021-05-28
PO-2019-0000441-L013,PO-2019-0000441,13,MAT-00000547,Off southern suddenly window stand.,SET,48,10,9,18240.03,875521.44,10,0.1,2020-11-11,2020-11-11,0.0,WH-A-02,Push news participant price really ahead event several.,2020-11-11
PO-2019-0000441-L014,PO-2019-0000441,14,MAT-00000972,Go consider century price attorney scientist.,BAG,329,135,53,118.66,39039.14,10,0.0,2022-05-03,2022-06-01,1.0,WH-D-41,,2022-05-03
PO-2019-0000441-L015,PO-2019-0000441,15,MAT-00000658,Begin most heavy.,NOS,490,125,103,964.58,472644.2,2,0.0,2022-04-11,2022-04-20,1.0,WH-A-11,,2022-04-11
PO-2019-0000441-L016,PO-2019-0000441,16,MAT-00000496,Game have return since nothing be apply.,NOS,238,155,36,411.63,97967.94,10,0.1,2024-01-11,2024-01-21,1.0,WH-D-09,,2024-01-11
PO-2019-0000441-L017,PO-2019-0000441,17,MAT-00000528,Senior anyone bank kitchen.,CUM,288,123,59,198.41,57142.08,0,0.0,2022-07-09,2022-07-14,1.0,WH-A-19,,2022-07-09
PO-2019-0000441-L018,PO-2019-0000441,18,MAT-00000885,Magazine kind event sense box involve.,JOINT,316,81,41,789.61,249516.76,0,0.05,2024-01-16,2024-01-26,0.0,WH-D-33,,2024-01-16
PO-2019-0000441-L019,PO-2019-0000441,19,MAT-00000901,Question or money final determine.,CUM,158,23,12,166.86,26363.88,5,0.1,2021-05-08,2021-05-11,1.0,WH-A-04,,2021-05-08
PO-2019-0000441-L020,PO-2019-0000441,20,MAT-00000612,Area daughter war should share face build market.,SET,452,344,240,67424.19,30475733.88,2,0.05,2020-01-17,2020-01-13,1.0,WH-C-47,,2020-01-17
PO-2021-0000413-L001,PO-2021-0000413,1,MAT-00000047,Compare herself region matter street south.,CUM,206,0,0,75.55,15563.3,0,0.1,2023-02-24,,,WH-C-05,,2023-02-24
PO-2021-0000413-L002,PO-2021-0000413,2,MAT-00000462,However score job least.,PKT,392,0,0,386.25,151410.0,5,0.0,2024-08-17,,,WH-B-07,,2024-08-17
PO-2021-0000413-L003,PO-2021-0000413,3,MAT-00000814,Television office of remember.,MONTH,174,0,0,4363.94,759325.56,0,0.05,2022-01-18,,,WH-D-33,Face if whom commercial way least.,2022-01-18
PO-2021-0000413-L004,PO-2021-0000413,4,MAT-00000040,Because such during open model how.,MT,71,0,0,1765.2,125329.2,2,0.15,2024-07-04,,,WH-B-39,,2024-07-04
PO-2021-0000413-L005,PO-2021-0000413,5,MAT-00000144,Second develop single baby plan.,CUM,168,0,0,490.46,82397.28,0,0.15,2021-10-14,,,WH-C-38,,2021-10-14
PO-2021-0000413-L006,PO-2021-0000413,6,MAT-00000849,Member town glass road standard spring door.,SET,261,0,0,68706.65,17932435.65,5,0.1,2023-12-22,,,WH-D-02,,2023-12-22
PO-2021-0000413-L007,PO-2021-0000413,7,MAT-00000690,Eight community check service.,LTR,57,0,0,230.5,13138.5,0,0.0,2023-04-10,,,WH-D-17,,2023-04-10
PO-2021-0000413-L008,PO-2021-0000413,8,MAT-00000802,Concern significant management senior.,NOS,498,0,0,2119.67,1055595.66,0,0.0,2023-03-28,,,WH-D-11,,2023-03-28
PO-2021-0000413-L009,PO-2021-0000413,9,MAT-00000739,Large under north play person ten physical character.,NOS,318,0,0,39536.27,12572533.86,0,0.05,2022-02-17,,,WH-A-37,,2022-02-17
PO-2021-0000413-L010,PO-2021-0000413,10,MAT-00000113,Light place someone option.,SET,98,0,0,48614.36,4764207.28,2,0.05,2021-10-04,,,WH-D-45,,2021-10-04
PO-2021-0000413-L011,PO-2021-0000413,11,MAT-00000514,Medical financial later arm story baby.,PKT,397,0,0,323.72,128516.84,10,0.0,2022-08-23,,,WH-B-34,,2022-08-23
PO-2021-0000413-L012,PO-2021-0000413,12,MAT-00000333,Past medical leg never.,BBL,340,0,0,16.96,5766.4,0,0.05,2022-02-10,,,WH-D-35,,2022-02-10
PO-2021-0000363-L001,PO-2021-0000363,1,MAT-00000625,Last special prepare.,DAY,248,63,35,2477.06,614310.88,0,0.05,2021-04-05,2021-04-14,1.0,WH-D-21,,2021-04-05
PO-2021-0000363-L002,PO-2021-0000363,2,MAT-00000574,Painting may whatever late specific study.,NOS,479,369,140,459308.56,220008800.24,2,0.15,2023-03-20,2023-04-13,1.0,WH-C-50,,2023-03-20
PO-2021-0000363-L003,PO-2021-0000363,3,MAT-00000298,Mean common easy just.,NOS,22,22,2,2134.23,46953.06,10,0.15,2022-06-24,2022-06-30,1.0,WH-B-13,,2022-06-24
PO-2021-0000363-L004,PO-2021-0000363,4,MAT-00000278,Model particular hair truth hold simple.,BOX,478,139,35,550.72,263244.16,0,0.05,2024-02-26,2024-03-24,1.0,WH-A-43,,2024-02-26
PO-2021-0000363-L005,PO-2021-0000363,5,MAT-00000232,Appear piece free form newspaper hit edge surface.,MT,327,51,26,49.36,16140.72,10,0.05,2022-08-25,2022-08-21,1.0,WH-A-36,,2022-08-25
PO-2021-0000363-L006,PO-2021-0000363,6,MAT-00000162,Their four old center glass whose recognize hot.,NOS,209,121,61,27703.08,5789943.72,0,0.1,2024-03-28,2024-04-05,1.0,WH-A-50,Remember be next poor foreign campaign reflect water.,2024-03-28
PO-2021-0000363-L007,PO-2021-0000363,7,MAT-00000588,Behavior provide meet adult final week game.,JOINT,119,92,4,1105.4,131542.6,0,0.0,2020-12-24,2021-01-09,1.0,WH-D-32,,2020-12-24
PO-2021-0000363-L008,PO-2021-0000363,8,MAT-00000767,Court yourself choice fast small medical music.,CUM,493,148,9,162.42,80073.06,0,0.1,2023-03-09,2023-04-06,1.0,WH-C-30,,2023-03-09
PO-2021-0000363-L009,PO-2021-0000363,9,MAT-00000557,Also from short capital heavy class story.,MONTH,269,68,64,87674.64,23584478.16,0,0.05,2021-01-29,2021-01-26,1.0,WH-D-42,,2021-01-29
PO-2023-0000191-L001,PO-2023-0000191,1,MAT-00000755,Speak close join improve put down know expect.,NOS,173,145,49,475209.5,82211243.5,2,0.15,2024-10-19,2024-11-18,1.0,WH-C-06,,2024-10-19
PO-2023-0000098-L001,PO-2023-0000098,1,MAT-00000144,Doctor dream whole six tough create question.,CUM,245,63,0,388.78,95251.1,0,0.1,2021-04-27,2021-05-15,1.0,WH-C-38,,2021-04-27
PO-2023-0000098-L002,PO-2023-0000098,2,MAT-00000012,Worker left example high month whom stage.,RM,134,60,3,29574.48,3962980.32,0,0.15,2022-08-11,2022-08-20,1.0,WH-C-45,Catch economic political them never bill suffer surface.,2022-08-11
PO-2023-0000098-L003,PO-2023-0000098,3,MAT-00000939,Base civil last message store.,NOS,482,314,113,335528.05,161724520.1,0,0.15,2020-09-30,2020-10-20,1.0,WH-C-27,,2020-09-30
PO-2023-0000098-L004,PO-2023-0000098,4,MAT-00000935,Watch develop later glass.,NOS,242,205,170,428.61,103723.62,10,0.0,2024-04-09,2024-04-14,1.0,WH-D-34,,2024-04-09
PO-2023-0000098-L005,PO-2023-0000098,5,MAT-00000080,Increase how hear.,NOS,470,31,12,147852.86,69490844.2,0,0.15,2020-11-02,2020-11-02,1.0,WH-A-44,,2020-11-02
PO-2023-0000098-L006,PO-2023-0000098,6,MAT-00000598,Yes heart agreement us stuff practice.,CUM,251,130,114,391.68,98311.68,5,0.15,2022-07-17,2022-07-15,1.0,WH-D-37,Case expert stop receive.,2022-07-17
PO-2023-0000474-L001,PO-2023-0000474,1,MAT-00000741,Serve light past town.,BAG,12,0,0,381.96,4583.52,0,0.0,2024-03-07,,,WH-A-28,,2024-03-07
PO-2023-0000474-L002,PO-2023-0000474,2,MAT-00000066,Eight strong nature.,MT,278,35,30,1855.85,515926.3,0,0.15,2022-04-17,2022-04-18,1.0,WH-C-25,,2022-04-17
PO-2023-0000474-L003,PO-2023-0000474,3,MAT-00000940,Month book explain feeling answer information soldier lead.,BOX,465,41,34,450.82,209631.3,0,0.05,2024-10-27,2024-11-08,1.0,WH-D-34,Student matter movie place.,2024-10-27
PO-2023-0000474-L004,PO-2023-0000474,4,MAT-00000229,Drop century investment pass drive indicate professor.,HR,428,11,4,3192.21,1366265.88,2,0.15,2024-01-12,2024-02-05,1.0,WH-B-16,,2024-01-12
PO-2023-0000474-L005,PO-2023-0000474,5,MAT-00000159,Model guess well name.,MT,142,28,1,2130.55,302538.1,0,0.05,2022-05-08,2022-06-06,1.0,WH-B-05,Never hospital like player wonder effect administration.,2022-05-08
PO-2023-0000474-L006,PO-2023-0000474,6,MAT-00000035,General run pick sign.,MT,229,180,12,136.07,31160.03,2,0.05,2020-03-31,2020-04-15,1.0,WH-B-49,,2020-03-31
PO-2023-0000474-L007,PO-2023-0000474,7,MAT-00000058,Card good full poor store range.,SET,72,37,14,22249.96,1601997.12,0,0.1,2024-02-07,2024-03-04,1.0,WH-B-20,,2024-02-07
PO-2023-0000474-L008,PO-2023-0000474,8,MAT-00000677,Place specific as simply leader fall analysis.,MONTH,267,153,70,321074.03,85726766.01,10,0.15,2023-04-26,2023-04-27,1.0,WH-D-04,,2023-04-26
PO-2023-0000474-L009,PO-2023-0000474,9,MAT-00000965,Though firm financial huge spring.,NOS,330,268,163,225063.91,74271090.3,0,0.15,2022-04-16,2022-04-15,1.0,WH-B-49,,2022-04-16
PO-2023-0000474-L010,PO-2023-0000474,10,MAT-00000247,Education send course ground sit tend forward.,JOINT,435,362,73,761.25,331143.75,2,0.15,2020-04-28,2020-05-23,1.0,WH-B-25,,2020-04-28
PO-2022-0000209-L001,PO-2022-0000209,1,MAT-00000663,Son join hundred keep.,JOINT,41,23,2,881.54,36143.14,0,0.1,2024-08-25,2024-08-27,1.0,WH-D-44,,2024-08-25
PO-2022-0000209-L002,PO-2022-0000209,2,MAT-00000041,Fund cost reality happen something entire.,NOS,448,411,389,69130.2,30970329.6,0,0.15,2023-10-07,2023-11-01,1.0,WH-B-22,,2023-10-07
PO-2022-0000209-L003,PO-2022-0000209,3,MAT-00000931,Risk bad own state.,DAY,8,3,0,260446.49,2083571.92,0,0.05,2024-03-24,2024-04-13,1.0,WH-D-16,,2024-03-24
PO-2022-0000209-L004,PO-2022-0000209,4,MAT-00000795,Family bill foreign fast knowledge response coach.,MT,145,136,91,1037.22,150396.9,2,0.15,2022-01-06,2022-01-28,1.0,WH-A-47,,2022-01-06
PO-2022-0000209-L005,PO-2022-0000209,5,MAT-00000860,Goal amount thank good your ever.,CUM,164,94,40,130.68,21431.52,10,0.05,2023-02-26,2023-03-02,1.0,WH-A-17,,2023-02-26
PO-2022-0000209-L006,PO-2022-0000209,6,MAT-00000599,Avoid point guy song.,BAG,297,151,39,421.58,125209.26,5,0.05,2021-04-16,2021-04-30,1.0,WH-D-36,,2021-04-16
PO-2022-0000209-L007,PO-2022-0000209,7,MAT-00000702,Well central parent sit.,SET,173,125,123,1009.48,174640.04,2,0.05,2024-02-23,2024-03-15,1.0,WH-C-11,Call door population.,2024-02-23
PO-2022-0000209-L008,PO-2022-0000209,8,MAT-00000560,Him note painting quickly we head.,JOINT,251,227,138,447.71,112375.21,0,0.0,2020-04-30,2020-05-23,0.0,WH-A-49,Off morning huge power.,2020-04-30
PO-2022-0000209-L009,PO-2022-0000209,9,MAT-00000141,Whether ago control military trial.,MT,432,34,9,33.27,14372.64,0,0.0,2022-11-01,2022-11-20,1.0,WH-D-43,,2022-11-01
PO-2022-0000209-L010,PO-2022-0000209,10,MAT-00000007,Energy employee land you.,NOS,273,6,0,23210.58,6336488.34,0,0.0,2021-07-16,2021-08-09,1.0,WH-D-12,Really your customer career available.,2021-07-16
PO-2022-0000209-L011,PO-2022-0000209,11,MAT-00000099,Together knowledge because radio.,SET,269,98,79,20455.05,5502408.45,0,0.15,2024-07-27,2024-08-08,1.0,WH-A-24,,2024-07-27
PO-2024-0000471-L001,PO-2024-0000471,1,MAT-00000250,Property remember nearly face feel church.,SET,357,350,41,39611.39,14141266.23,0,0.15,2024-10-23,2024-10-15,1.0,WH-D-25,,2024-10-23
PO-2024-0000471-L002,PO-2024-0000471,2,MAT-00000058,Soldier meeting building cut.,SET,327,87,10,17856.25,5838993.75,5,0.0,2022-06-07,2022-06-18,1.0,WH-A-15,,2022-06-07
PO-2024-0000471-L003,PO-2024-0000471,3,MAT-00000889,Door management guess occur.,BBL,355,243,69,182.47,64776.85,5,0.0,2020-06-01,2020-06-08,1.0,WH-B-21,Sound necessary partner beat finally yourself rest.,2020-06-01
PO-2024-0000471-L004,PO-2024-0000471,4,MAT-00000213,Improve important offer by first avoid letter.,MONTH,301,203,19,2378.59,715955.59,5,0.15,2023-02-28,2023-03-05,1.0,WH-C-25,,2023-02-28
PO-2024-0000471-L005,PO-2024-0000471,5,MAT-00000144,General there sister policy consider whom item.,CUM,405,370,40,500.02,202508.1,0,0.15,2021-12-09,2021-12-02,1.0,WH-B-05,,2021-12-09
PO-2024-0000471-L006,PO-2024-0000471,6,MAT-00000788,Story million fight class.,JOINT,315,203,198,2151.85,677832.75,2,0.15,2023-07-22,2023-07-29,1.0,WH-B-23,,2023-07-22
PO-2024-0000471-L007,PO-2024-0000471,7,MAT-00000385,Generation wait thus suffer economy.,KG,222,149,97,1852.66,411290.52,0,0.0,2023-06-20,2023-06-28,1.0,WH-A-18,,2023-06-20
PO-2024-0000471-L008,PO-2024-0000471,8,MAT-00000729,Ever person pass behavior political option oil.,JOINT,402,378,199,689.45,277158.9,0,0.1,2020-08-06,2020-08-01,1.0,WH-D-24,,2020-08-06
PO-2024-0000471-L009,PO-2024-0000471,9,MAT-00000105,Probably result painting successful.,BOX,68,55,28,269.93,18355.24,0,0.0,2022-11-15,2022-12-01,1.0,WH-A-23,,2022-11-15
PO-2024-0000471-L010,PO-2024-0000471,10,MAT-00000612,American tell ball we side enough decision.,SET,307,197,3,66038.86,20273930.02,10,0.05,2022-03-05,2022-02-28,1.0,WH-B-44,,2022-03-05
PO-2024-0000471-L011,PO-2024-0000471,11,MAT-00000143,Indicate police marriage phone face what lot.,DAY,138,126,18,4031.87,556398.06,2,0.1,2022-06-09,2022-06-16,1.0,WH-D-05,,2022-06-09
PO-2024-0000471-L012,PO-2024-0000471,12,MAT-00000967,Father authority art keep machine daughter.,NOS,127,126,76,39710.34,5043213.18,0,0.1,2022-07-26,2022-07-22,1.0,WH-A-26,,2022-07-26
PO-2024-0000471-L013,PO-2024-0000471,13,MAT-00000636,Century technology floor write generation human set middle.,MT,195,84,56,2814.04,548737.8,0,0.1,2024-07-28,2024-08-25,1.0,WH-C-39,,2024-07-28
PO-2024-0000471-L014,PO-2024-0000471,14,MAT-00000206,Five letter environment easy.,SET,246,246,101,305074.05,75048216.3,2,0.05,2021-08-19,2021-09-18,0.0,WH-C-25,,2021-08-19
PO-2024-0000471-L015,PO-2024-0000471,15,MAT-00000805,Anything war ten industry.,MONTH,202,144,51,427819.98,86419635.96,10,0.0,2023-01-22,2023-01-23,1.0,WH-D-46,,2023-01-22
PO-2024-0000471-L016,PO-2024-0000471,16,MAT-00000817,Spend value return couple.,BAG,150,17,13,93.12,13968.0,0,0.05,2020-10-12,2020-11-11,1.0,WH-C-43,,2020-10-12
PO-2024-0000471-L017,PO-2024-0000471,17,MAT-00000434,Marriage method material final.,BAG,405,229,153,373.65,151328.25,5,0.15,2022-03-31,2022-04-24,1.0,WH-A-24,,2022-03-31
PO-2024-0000471-L018,PO-2024-0000471,18,MAT-00000832,Bed hotel lead.,RM,275,43,6,1923.47,528954.25,0,0.0,2023-09-08,2023-09-20,1.0,WH-D-49,,2023-09-08
PO-2024-0000471-L019,PO-2024-0000471,19,MAT-00000816,Democrat good anything manager think.,LTR,221,25,8,150.27,33209.67,5,0.05,2024-03-09,2024-04-01,1.0,WH-D-24,,2024-03-09
PO-2019-0000791-L001,PO-2019-0000791,1,MAT-00000708,Experience account blue care enough hand idea.,KG,257,12,7,1524.33,391752.81,0,0.05,2022-05-01,2022-04-26,1.0,WH-C-20,,2022-05-01
PO-2019-0000791-L002,PO-2019-0000791,2,MAT-00000804,Hundred now crime.,NOS,106,44,30,23095.39,2448111.34,0,0.0,2024-01-18,2024-02-05,1.0,WH-C-03,,2024-01-18
PO-2019-0000791-L003,PO-2019-0000791,3,MAT-00000118,Eye hit late near stay perhaps particularly.,CUM,12,10,1,184.52,2214.24,5,0.05,2020-12-02,2020-12-07,1.0,WH-B-22,,2020-12-02
PO-2019-0000791-L004,PO-2019-0000791,4,MAT-00000982,Window hour some fund.,KG,237,103,80,227.43,53900.91,2,0.0,2023-08-04,2023-08-21,1.0,WH-B-29,,2023-08-04
PO-2019-0000791-L005,PO-2019-0000791,5,MAT-00000399,Sense current meeting matter and case.,MT,3,1,1,7.08,21.24,5,0.0,2024-07-14,2024-07-08,1.0,WH-B-24,,2024-07-14
PO-2019-0000791-L006,PO-2019-0000791,6,MAT-00000469,Sound mind chance throw cause use.,MT,59,55,31,779.83,46009.97,5,0.15,2023-08-01,2023-08-11,1.0,WH-D-38,Class wrong school federal from stock.,2023-08-01
PO-2019-0000791-L007,PO-2019-0000791,7,MAT-00000361,Majority none little admit former body indicate.,CUM,433,88,86,69.64,30154.12,5,0.0,2021-09-01,2021-09-30,1.0,WH-B-21,Someone rise read ago listen.,2021-09-01
PO-2019-0000791-L008,PO-2019-0000791,8,MAT-00000313,Officer return on color pick people subject challenge.,BOX,60,44,9,1029.96,61797.6,0,0.15,2022-05-06,2022-06-03,1.0,WH-D-12,,2022-05-06
PO-2019-0000791-L009,PO-2019-0000791,9,MAT-00000551,All way body affect finish.,NOS,356,88,71,20635.83,7346355.48,0,0.1,2021-08-14,2021-08-12,1.0,WH-D-40,Include data maybe particularly.,2021-08-14
PO-2019-0000791-L010,PO-2019-0000791,10,MAT-00000368,Their save artist catch debate foot production.,SET,488,69,24,32006.07,15618962.16,10,0.15,2023-02-24,2023-03-18,1.0,WH-D-44,,2023-02-24
PO-2019-0000791-L011,PO-2019-0000791,11,MAT-00000728,Heavy what least mouth national put test.,MONTH,431,85,10,306214.75,131978557.25,0,0.0,2024-06-17,2024-06-21,1.0,WH-C-15,,2024-06-17
PO-2019-0000791-L012,PO-2019-0000791,12,MAT-00000173,Particular court east newspaper different.,BOX,400,380,253,220.05,88020.0,0,0.1,2020-08-19,2020-09-14,1.0,WH-C-35,,2020-08-19
PO-2019-0000791-L013,PO-2019-0000791,13,MAT-00000043,Side relate real major look.,PKT,390,279,111,181.98,70972.2,0,0.0,2020-07-28,2020-08-02,0.0,WH-D-17,,2020-07-28
PO-2019-0000791-L014,PO-2019-0000791,14,MAT-00000837,Value somebody event business quality here woman.,MT,45,7,3,59.51,2677.95,10,0.1,2024-02-19,2024-03-17,1.0,WH-D-11,,2024-02-19
PO-2019-0000791-L015,PO-2019-0000791,15,MAT-00000804,West source fact explain research get.,NOS,106,103,7,25774.14,2732058.84,5,0.05,2022-12-26,2023-01-02,1.0,WH-C-46,,2022-12-26
PO-2019-0000791-L016,PO-2019-0000791,16,MAT-00000587,Pretty section degree still even no.,RM,137,131,24,1497.54,205162.98,0,0.1,2024-03-16,2024-04-01,1.0,WH-B-45,,2024-03-16
PO-2019-0000791-L017,PO-2019-0000791,17,MAT-00000256,Case past only drug prove.,SET,75,31,25,211675.73,15875679.75,0,0.15,2023-03-28,2023-04-27,1.0,WH-D-29,Difficult do beyond form line race case.,2023-03-28
PO-2019-0000791-L018,PO-2019-0000791,18,MAT-00000814,Within citizen present thing little practice sense.,MONTH,451,206,131,4724.02,2130533.02,2,0.15,2023-11-23,2023-12-06,1.0,WH-C-38,Fly position traditional become off.,2023-11-23
PO-2019-0000791-L019,PO-2019-0000791,19,MAT-00000793,School sure also TV individual study value.,JOINT,434,374,234,610.96,265156.64,0,0.15,2023-11-29,2023-12-11,1.0,WH-B-28,,2023-11-29
PO-2020-0000507-L001,PO-2020-0000507,1,MAT-00000331,Young however many.,KG,425,280,66,1133.15,481588.75,10,0.0,2022-09-20,2022-10-01,1.0,WH-A-07,,2022-09-20
PO-2020-0000507-L002,PO-2020-0000507,2,MAT-00000857,Theory across nothing blue work.,NOS,236,219,40,133757.32,31566727.52,0,0.05,2020-01-02,2020-01-19,1.0,WH-C-11,,2020-01-02
PO-2020-0000507-L003,PO-2020-0000507,3,MAT-00000898,Lawyer political modern threat care.,SET,141,92,32,7799.23,1099691.43,0,0.15,2023-09-22,2023-09-22,1.0,WH-C-47,,2023-09-22
PO-2020-0000507-L004,PO-2020-0000507,4,MAT-00000240,Life cover both class learn either control.,MT,220,180,24,1469.91,323380.2,0,0.05,2022-09-03,2022-08-28,1.0,WH-D-01,So nothing serious compare task today.,2022-09-03
PO-2020-0000507-L005,PO-2020-0000507,5,MAT-00000352,Middle beautiful protect continue cell food.,BOX,419,216,177,969.21,406098.99,2,0.0,2020-05-25,2020-05-29,1.0,WH-A-07,,2020-05-25
PO-2020-0000507-L006,PO-2020-0000507,6,MAT-00000903,According himself land environment form.,SET,154,34,9,332150.69,51151206.26,5,0.05,2023-02-27,2023-02-17,1.0,WH-D-23,,2023-02-27
PO-2020-0000507-L007,PO-2020-0000507,7,MAT-00000644,Reveal activity president realize artist brother fill if.,RM,384,210,157,1093.02,419719.68,0,0.0,2024-10-27,2024-10-30,1.0,WH-B-49,Type thousand show real police wait happen.,2024-10-27
PO-2020-0000507-L008,PO-2020-0000507,8,MAT-00000748,Despite card check security paper.,MONTH,197,109,40,11658.31,2296687.07,10,0.0,2021-05-22,2021-05-29,1.0,WH-B-36,,2021-05-22
PO-2020-0000507-L009,PO-2020-0000507,9,MAT-00000739,Reduce tree serious soon stay seven.,NOS,312,13,13,32558.59,10158280.08,0,0.05,2024-11-28,2024-12-07,1.0,WH-D-19,,2024-11-28
PO-2021-0000803-L019,PO-2021-0000803,19,MAT-00000507,Their bank land region back nor article natural.,NOS,198,127,18,7593.69,1503550.62,0,0.05,2020-01-25,2020-02-07,1.0,WH-D-37,,2020-01-25
PO-2021-0000803-L020,PO-2021-0000803,20,MAT-00000560,Dark Mr clearly take kind quite response.,JOINT,350,241,197,445.4,155890.0,0,0.1,2023-04-17,2023-04-11,1.0,WH-B-03,,2023-04-17
