material_id,material_code,material_name,material_level,parent_material_id,category,sub_category,unit_of_measure,unit_price,currency,lead_time_days,hazardous,requires_inspection,strategic_item,local_content,weight_kg,unspsc_code,min_stock_level,max_stock_level,reorder_point,reorder_quantity,shelf_life_days,manufacturer,brand,country_of_origin,active,created_date
MAT-00000226,SVC-INS-00226,Inspection - Interest 550,ITEM,MAT-00000092,SERVICES,Inspection,DAY,4864.74,USD,8,False,True,False,False,,72100071,464,1392,720,1367,,Powell Inc,PLC Eveniet,Germany,True,2019-07-24
MAT-00000227,PIP-STA-00227,Stainless Steel - Repellat 122,ITEM,MAT-00000077,PIPES,Stainless Steel,RM,737.2,EUR,47,False,False,False,True,566.7,40140096,255,2550,362,915,,Atkins and Sons,Group Harum,India,True,2022-08-11
MAT-00000228,CON-CEM-00228,Cement - Onto 721,ITEM,MAT-00000017,CONCRETE,Cement,CUM,103.48,USD,6,False,False,False,False,3188.12,30110094,430,3010,473,1317,,"Shelton, Peters and Williams",Ltd Qui,Italy,True,2023-01-14
MAT-00000229,SVC-INS-00229,Inspection - Voluptatem 335,PRODUCT,,SERVICES,Inspection,HR,3983.35,GBP,6,False,False,False,True,,72100097,185,1850,337,1394,,Burrows-Patel,and Sons First,UK,True,2018-10-09
MAT-00000230,CON-CEM-00230,Cement - Sure 717,PRODUCT,,CONCRETE,Cement,BAG,427.14,EUR,6,False,False,False,True,3919.34,30110074,395,1580,442,1382,,Moore Group,Group Especially,South Korea,True,2019-06-18
MAT-00000231,SAF-FIR-00231,First Aid Kit - Give 588,COMPONENT,MAT-00000170,SAFETY,First Aid Kit,SET,743.9,USD,18,False,False,False,False,,46180058,189,756,297,326,,Boone-Davis,Inc Minus,India,True,2020-11-08
MAT-00000232,CIV-ASP-00232,Asphalt - Tv 258,PRODUCT,,CIVIL,Asphalt,MT,55.27,USD,10,False,False,True,True,,30100093,115,920,167,485,,Ballard PLC,Group True,UK,True,2019-03-13
MAT-00000233,SVC-SCA-00233,Scaffolding - Incidunt 359,ITEM,MAT-00000194,SERVICES,Scaffolding,DAY,3078.81,SAR,8,False,False,False,False,,72100071,101,808,172,669,,Giles Ltd,Ltd Exercitationem,Japan,True,2023-06-05
MAT-00000234,VLV-BAL-00234,Ball - Industry 923,ITEM,MAT-00000220,VALVES,Ball,NOS,37415.93,USD,100,False,True,False,False,,40140180,324,972,406,722,,"Morris, Campbell and Owens",LLC Magni,USA,True,2018-01-22
MAT-00000235,CIV-SAN-00235,Sand - Omnis 755,ITEM,MAT-00000022,CIVIL,Sand,MT,48.25,USD,10,False,False,False,False,,30100093,276,1932,305,1860,,"Harrison, Franco and Rocha",LLC Aperiam,Italy,True,2019-12-19
MAT-00000236,MEC-FAN-00236,Fans - Site 461,ITEM,MAT-00000106,MECHANICAL,Fans,NOS,17771.07,USD,146,False,False,False,False,1798.71,40170093,10,50,11,27,,Green PLC,LLC Deal,UK,True,2022-06-25
MAT-00000237,STL-BEA-00237,Beams - Eum 279,ITEM,MAT-00000033,STRUCTURAL_STEEL,Beams,MT,2315.35,USD,97,False,True,False,True,3031.82,30100034,242,2178,389,251,,"Lee, Morley and Waters",LLC Temporibus,UK,True,2020-12-05
MAT-00000238,INS-LEV-00238,Level Gauges - Officia 797,ITEM,MAT-00000069,INSTRUMENTS,Level Gauges,SET,70113.82,GBP,96,False,True,False,True,,41110071,404,2424,791,1099,,"Norton, Jackson and Cortez",and Sons Need,Italy,True,2023-02-23
MAT-00000239,INS-LEV-00239,Level Gauges - Those 195,COMPONENT,MAT-00000022,INSTRUMENTS,Level Gauges,SET,50766.21,SAR,103,False,False,False,False,,41110055,274,822,408,528,,"Williams, Smith and Taylor",Inc Act,UK,True,2021-03-22
MAT-00000240,STL-PLA-00240,Plates - Mouth 307,COMPONENT,MAT-00000158,STRUCTURAL_STEEL,Plates,MT,1383.84,GBP,77,False,True,False,False,950.85,30100035,130,780,197,341,,Howard-Todd,Ltd Ad,India,True,2020-07-27
MAT-00000241,SAF-PPE-00241,PPE - Night 602,ITEM,MAT-00000033,SAFETY,PPE,BOX,1911.78,USD,10,False,False,False,True,,46180071,200,1600,326,1376,,Brown Ltd,PLC Ad,Germany,False,2021-01-30
MAT-00000242,PIP-STA-00242,Stainless Steel - Dolorum 423,COMPONENT,MAT-00000194,PIPES,Stainless Steel,RM,127.21,EUR,70,False,False,True,True,4302.0,40140032,244,976,422,774,,Warren and Sons,PLC Libero,China,True,2023-02-28
MAT-00000243,CIV-FIL-00243,Fill Material - Nam 817,ITEM,MAT-00000130,CIVIL,Fill Material,SQM,173.06,USD,14,False,True,False,False,,30100056,104,1040,158,319,,Chung-Stevens,Ltd First,UAE,True,2022-09-13
MAT-00000244,ELE-MCB-00244,MCBs - Ready 584,ITEM,MAT-00000071,ELECTRICAL,MCBs,SET,68604.33,GBP,53,False,True,False,False,,26100058,110,550,212,488,,Sullivan Group,Inc Scientist,China,True,2019-09-05
MAT-00000245,CSM-GAS-00245,Gasket - Beautiful 560,ITEM,MAT-00000183,CONSUMABLES,Gasket,BOX,392.88,USD,18,False,False,True,True,,31160030,40,240,56,161,3079.0,Berry-Fry,PLC Drug,UAE,True,2019-01-30
MAT-00000246,CIV-FIL-00246,Fill Material - Wear 893,ITEM,MAT-00000125,CIVIL,Fill Material,CUM,85.29,USD,13,False,False,False,False,,30100046,191,1528,363,1236,,Parker-Ford,PLC Country,Italy,True,2023-06-20
MAT-00000247,PIP-STA-00247,Stainless Steel - Ad 555,ITEM,MAT-00000076,PIPES,Stainless Steel,JOINT,855.2,EUR,65,False,False,True,True,1141.1,40140050,344,2408,480,1963,,"Thomas, Hoover and Nicholson",LLC Organization,UAE,True,2021-01-16
MAT-00000248,ELE-SWI-00248,Switchgear - Our 661,ITEM,MAT-00000077,ELECTRICAL,Switchgear,RM,12512.74,USD,38,False,False,False,True,,26100031,213,852,237,278,,"Wheeler, Fry and Davey",Ltd Month,China,True,2023-04-23
MAT-00000249,SAF-PPE-00249,PPE - Asperiores 135,ITEM,MAT-00000040,SAFETY,PPE,SET,1238.11,USD,16,False,True,False,True,,46180090,74,370,141,161,,Hall-Jones,LLC Protect,UAE,True,2018-04-28
MAT-00000250,ELE-MCB-00250,MCBs - Odio 417,ITEM,MAT-00000105,ELECTRICAL,MCBs,SET,44490.04,SAR,52,False,False,False,False,,26100091,459,4131,727,3079,,Evans Group,and Sons Blanditiis,UAE,True,2023-12-27
MAT-00000251,STL-ANG-00251,Angles - Expedita 109,ITEM,MAT-00000130,STRUCTURAL_STEEL,Angles,MT,1149.52,USD,60,False,False,False,True,1433.82,30100078,14,140,26,75,,Adams Group,Ltd Ipsum,UK,True,2021-05-12
MAT-00000252,ITQ-UPS-00252,UPS - Corrupti 629,ITEM,MAT-00000130,IT,UPS,NOS,2117.51,USD,20,False,True,False,False,,43210058,122,854,132,554,,Hahn Group,LLC Cause,France,True,2020-09-08
MAT-00000253,PIP-COP-00253,Copper - Culture 150,ITEM,MAT-00000105,PIPES,Copper,JOINT,392.24,USD,48,False,True,False,False,1360.68,40140089,261,1566,425,300,,Randall-Lewis,Inc Health,South Korea,True,2019-09-16
MAT-00000254,PIP-STA-00254,Stainless Steel - Picture 438,ASSEMBLY,MAT-00000230,PIPES,Stainless Steel,JOINT,1459.67,USD,49,False,True,False,False,3928.63,40140073,200,2000,378,1820,,Brown-Ali,Ltd Owner,USA,True,2018-05-10
MAT-00000255,STL-CHA-00255,Channels - Reveal 303,ASSEMBLY,MAT-00000022,STRUCTURAL_STEEL,Channels,MT,954.01,GBP,76,False,False,False,True,3840.73,30100041,207,2070,270,1717,,Khan LLC,Group At,Italy,True,2018-05-18
MAT-00000256,MEC-COM-00256,Compressors - Learn 153,PRODUCT,,MECHANICAL,Compressors,SET,195172.36,SAR,121,False,True,False,False,2747.9,40170025,139,1390,215,545,,Hodgson-Gill,LLC Set,India,False,2022-01-16
MAT-00000257,ELE-CAB-00257,Cables - Saepe 261,ITEM,MAT-00000076,ELECTRICAL,Cables,NOS,58473.84,USD,37,False,True,True,False,,26100070,362,1810,552,545,,Rodriguez-Torres,LLC Iure,Italy,True,2020-10-15
MAT-00000258,FUE-DIE-00258,Diesel - Iusto 805,ITEM,MAT-00000020,FUEL,Diesel,GAL,129.27,EUR,5,True,True,False,False,,15100054,422,4220,797,1212,1577.0,"Simpson, Khan and Potter",Group Dolorum,UAE,True,2018-03-29
MAT-00000259,STL-CHA-00259,Channels - Ipsum 560,ITEM,MAT-00000192,STRUCTURAL_STEEL,Channels,MT,1856.84,USD,96,False,True,False,False,1376.63,30100086,478,2390,513,1565,,"Booth, Hughes and Allen",LLC Hic,Japan,True,2019-09-27
MAT-00000260,ELE-MCB-00260,MCBs - Maiores 884,ITEM,MAT-00000134,ELECTRICAL,MCBs,SET,18561.57,USD,57,False,True,False,True,,26100018,347,3123,444,2493,,"Gonzalez, Osborn and White",Ltd Voluptatum,South Korea,True,2023-07-31
MAT-00000261,ELE-TRA-00261,Transformers - Left 773,ITEM,MAT-00000069,ELECTRICAL,Transformers,RM,52324.82,USD,56,False,False,False,True,,26100023,258,1548,308,323,,"Rees, Baker and James",and Sons Excepturi,Italy,True,2022-05-11
MAT-00000262,PIP-GRP-00262,GRP - Unde 641,ITEM,MAT-00000090,PIPES,GRP,RM,45.91,SAR,71,False,False,False,False,3194.59,40140056,295,2655,483,533,,"Henderson, Bennett and Cole",PLC Quibusdam,China,True,2020-12-24
MAT-00000263,STL-PLA-00263,Plates - Quisquam 819,COMPONENT,MAT-00000170,STRUCTURAL_STEEL,Plates,KG,753.06,USD,84,False,True,False,True,3126.63,30100032,295,2655,349,1761,,Miles-Burnett,Inc Really,UK,True,2023-02-22
MAT-00000264,CON-ADM-00264,Admixtures - Doloremque 945,PRODUCT,,CONCRETE,Admixtures,BAG,356.16,USD,9,False,False,False,True,4957.32,30110051,442,3536,653,3035,,"Terrell, Byrd and Ross",Group Action,UAE,True,2022-10-30
MAT-00000265,CON-CEM-00265,Cement - Evening 319,ITEM,MAT-00000256,CONCRETE,Cement,BAG,231.2,USD,8,False,True,True,True,81.52,30110027,465,3255,468,1695,,"Burgess, Grant and Watts",Group Mollitia,UAE,True,2020-06-27
MAT-00000266,MEC-HEA-00266,Heat Exchangers - Veritatis 840,COMPONENT,MAT-00000192,MECHANICAL,Heat Exchangers,NOS,48049.28,USD,99,False,True,False,False,1164.98,40170048,57,513,93,168,,Cuevas-Webb,Group Business,UAE,True,2018-11-13
MAT-00000267,ITQ-UPS-00267,UPS - Happen 865,PRODUCT,,IT,UPS,NOS,3016.63,USD,25,False,False,False,False,,43210052,188,1692,294,434,,Murphy-Martin,LLC Consequatur,France,True,2020-07-17
MAT-00000268,MEC-PUM-00268,Pumps - Voluptatem 905,ITEM,MAT-00000108,MECHANICAL,Pumps,NOS,160338.95,USD,121,False,False,False,True,3657.9,40170060,238,952,294,680,,Rice-Thomas,Inc Tenetur,UK,True,2021-04-01
MAT-00000269,ELE-CAB-00269,Cables - Research 674,ITEM,MAT-00000192,ELECTRICAL,Cables,NOS,26263.17,USD,43,False,False,True,True,,26100081,111,1110,161,778,,"Sanchez, Thompson and Moore",Group Subject,France,False,2020-03-14
MAT-00000270,PIP-GRP-00270,GRP - Suscipit 731,ITEM,MAT-00000267,PIPES,GRP,JOINT,660.36,SAR,45,False,True,False,True,952.46,40140054,314,942,470,487,,Davidson Group,Inc Listen,Italy,True,2021-12-03
MAT-00000271,FUE-GAS-00271,Gasoline - Molestias 582,ITEM,MAT-00000085,FUEL,Gasoline,BBL,75.39,EUR,5,True,True,False,False,,15100046,17,136,20,56,123.0,"Lewis, Ramirez and Padilla",PLC Successful,UAE,True,2023-01-18
MAT-00000272,CON-CEM-00272,Cement - History 305,ITEM,MAT-00000264,CONCRETE,Cement,BAG,310.5,EUR,6,False,False,False,True,4530.2,30110077,32,224,42,47,,Murphy LLC,PLC Saepe,France,True,2021-03-09
MAT-00000273,FUE-DIE-00273,Diesel - Similique 190,ITEM,MAT-00000134,FUEL,Diesel,BBL,54.99,GBP,7,False,True,False,False,,15100039,204,816,284,700,793.0,"Clark, Parsons and Murphy",Ltd Sint,India,True,2023-12-18
MAT-00000274,FUE-DIE-00274,Diesel - Remember 740,ITEM,MAT-00000017,FUEL,Diesel,LTR,184.53,USD,8,False,True,False,True,,15100090,164,984,292,446,1085.0,Wilson-Torres,LLC Much,UK,True,2018-09-11
MAT-00000275,STL-REB-00275,Rebar - Nihil 536,COMPONENT,MAT-00000105,STRUCTURAL_STEEL,Rebar,KG,879.27,GBP,102,False,True,False,False,3389.98,30100090,361,2166,574,853,,"Reyes, Lopez and Reid",PLC Might,Japan,True,2019-09-18
MAT-00000276,INS-FLO-00276,Flow Meters - Deserunt 771,ITEM,MAT-00000219,INSTRUMENTS,Flow Meters,NOS,46566.25,EUR,72,False,False,False,False,,41110077,475,2375,695,2336,,Wilkinson-Harvey,Inc Deleniti,France,True,2019-08-18
MAT-00000277,CIV-SAN-00277,Sand - Teacher 897,ITEM,MAT-00000077,CIVIL,Sand,MT,168.71,USD,10,False,False,False,False,,30100062,165,1650,328,725,,"Lowe, Hughes and Richardson",Ltd Porro,India,True,2019-09-15
MAT-00000278,SAF-GAS-00278,Gas Detector - Beautiful 829,PRODUCT,,SAFETY,Gas Detector,BOX,537.39,USD,13,False,False,False,True,,46180020,362,3620,430,2419,,Carter LLC,PLC Dolores,UAE,True,2023-04-05
MAT-00000279,ELE-SWI-00279,Switchgear - Recusandae 987,ITEM,MAT-00000085,ELECTRICAL,Switchgear,RM,3232.63,EUR,30,False,False,False,True,,26100095,113,678,121,294,,"Lewis, Allen and Phillips",PLC Soon,France,True,2022-12-05
MAT-00000280,ELE-SWI-00280,Switchgear - Quisquam 567,ITEM,MAT-00000144,ELECTRICAL,Switchgear,NOS,77623.71,EUR,56,False,True,False,False,,26100083,314,942,580,425,,Garcia-Greer,LLC Listen,China,True,2023-01-24
MAT-00000281,INS-TRA-00281,Transmitters - Laudantium 806,ITEM,MAT-00000192,INSTRUMENTS,Transmitters,SET,41386.91,EUR,63,False,True,False,False,,41110046,246,1230,354,547,,Grimes-Wilson,and Sons Voluptatum,South Korea,True,2018-08-12
MAT-00000282,MEC-PUM-00282,Pumps - Doloremque 356,ITEM,MAT-00000232,MECHANICAL,Pumps,NOS,90705.92,USD,149,False,True,False,False,894.4,40170085,469,2814,920,2331,,Li Inc,PLC Saepe,UAE,True,2019-01-05
MAT-00000283,ITQ-LAP-00283,Laptop - Game 144,COMPONENT,MAT-00000033,IT,Laptop,NOS,3560.51,EUR,15,False,False,False,False,,43210075,323,1615,516,1450,,Allen-Watson,and Sons Assumenda,Germany,True,2022-04-08
MAT-00000284,MEC-COM-00284,Compressors - Ullam 112,ITEM,MAT-00000076,MECHANICAL,Compressors,NOS,90254.52,EUR,133,False,True,False,False,1443.91,40170033,70,350,95,71,,"Cline, Wright and Dawson",Ltd Porro,Italy,True,2020-11-02
MAT-00000285,ITQ-UPS-00285,UPS - Participant 150,ITEM,MAT-00000163,IT,UPS,NOS,1162.68,EUR,21,False,False,True,False,,43210041,461,3227,778,3035,,"Carroll, Price and Parkinson",Group Voluptate,Germany,True,2020-04-30
MAT-00000286,STL-BEA-00286,Beams - Odit 136,ITEM,MAT-00000220,STRUCTURAL_STEEL,Beams,MT,1327.78,USD,66,False,False,False,False,3055.45,30100098,368,1840,601,1553,,Jackson-Taylor,Ltd Tempora,USA,True,2022-01-15
MAT-00000287,EQP-CRA-00287,Crane - At 685,ITEM,MAT-00000264,EQUIPMENT,Crane,DAY,421733.16,USD,180,False,True,False,True,2635.27,22100077,117,702,195,176,,Morgan and Sons,LLC Id,South Korea,False,2019-03-24
MAT-00000288,MEC-HEA-00288,Heat Exchangers - Quo 298,ITEM,MAT-00000144,MECHANICAL,Heat Exchangers,SET,130570.36,USD,159,False,True,True,False,2598.53,40170090,264,2640,356,1217,,"Phelps, Kramer and Shannon",Inc Produce,China,True,2021-04-04
MAT-00000289,ITQ-MON-00289,Monitor - Ad 618,ITEM,MAT-00000205,IT,Monitor,SET,2128.8,USD,22,False,False,False,False,,43210098,154,1078,171,469,,Alexander Inc,and Sons Us,South Korea,True,2021-05-14
MAT-00000290,MEC-HEA-00290,Heat Exchangers - Dolore 593,PRODUCT,,MECHANICAL,Heat Exchangers,SET,362473.92,EUR,83,False,False,False,False,4611.4,40170071,479,4790,887,770,,Waters LLC,LLC Area,Germany,True,2019-07-11
MAT-00000291,INS-LEV-00291,Level Gauges - Sunt 918,COMPONENT,MAT-00000150,INSTRUMENTS,Level Gauges,SET,74237.64,USD,93,False,True,False,True,,41110078,19,114,37,106,,"Harrison, Henry and Lynch",Inc Me,UAE,True,2021-09-20
MAT-00000292,SVC-TRA-00292,Transport - Cause 523,PRODUCT,,SERVICES,Transport,DAY,3151.23,GBP,9,False,False,False,True,,72100049,371,2968,734,500,,"Frazier, Smith and Dominguez",Group Mean,USA,True,2021-01-17
MAT-00000293,ELE-TRA-00293,Transformers - Drop 448,ITEM,MAT-00000086,ELECTRICAL,Transformers,SET,30238.81,USD,55,False,True,False,True,,26100074,22,220,38,61,,Elliott Inc,LLC In,Italy,True,2020-02-19
MAT-00000294,SAF-FIR-00294,Fire Extinguisher - Idea 441,ITEM,MAT-00000267,SAFETY,Fire Extinguisher,NOS,1645.17,SAR,12,False,True,True,True,,46180076,69,207,108,80,,"Haney, Thomas and Moreno",PLC Less,Italy,True,2018-12-23
MAT-00000295,SAF-SAF-00295,Safety Signage - Error 252,PRODUCT,,SAFETY,Safety Signage,NOS,1157.23,USD,13,False,True,False,True,,46180050,405,4050,748,886,,Jensen-Ramos,Inc Challenge,Germany,True,2021-01-21
MAT-00000296,MEC-FAN-00296,Fans - Perform 151,PRODUCT,,MECHANICAL,Fans,NOS,104082.11,USD,120,False,True,False,False,2870.42,40170031,46,322,85,219,,Robson-McLean,and Sons Tenetur,Germany,True,2022-12-23
MAT-00000297,STL-CHA-00297,Channels - Energy 873,COMPONENT,MAT-00000020,STRUCTURAL_STEEL,Channels,KG,1566.16,USD,98,False,False,False,False,2229.19,30100055,169,1352,219,1261,,"Payne, Baker and Hawkins",PLC Small,Italy,True,2018-11-18
MAT-00000298,ITQ-ROU-00298,Router - Impedit 816,PRODUCT,,IT,Router,NOS,2332.36,EUR,25,False,False,False,False,,43210028,450,3150,636,2055,,Simpson Inc,Group News,UAE,True,2020-01-22
MAT-00000299,ELE-CAB-00299,Cables - Herself 433,COMPONENT,MAT-00000022,ELECTRICAL,Cables,NOS,11297.58,USD,57,False,True,False,False,,26100026,270,1080,477,1001,,Cooper PLC,LLC Source,South Korea,True,2019-03-15
MAT-00000300,INS-THE-00300,Thermocouples - Aut 657,ITEM,MAT-00000198,INSTRUMENTS,Thermocouples,SET,19238.31,USD,70,False,False,False,True,,41110098,312,2808,534,2635,,"Jones, Baker and Williams",Group Sunt,India,True,2021-11-02
MAT-00000301,CHM-CAT-00301,Catalyst - Nisi 435,ITEM,MAT-00000295,CHEMICALS,Catalyst,KG,615.9,USD,30,False,False,False,False,,12140018,316,1264,621,1105,2054.0,Hart PLC,LLC Force,China,True,2022-04-02
MAT-00000302,EQP-CRA-00302,Crane - Much 191,COMPONENT,MAT-00000264,EQUIPMENT,Crane,NOS,330610.26,USD,157,False,True,False,True,3407.59,22100050,163,1141,274,898,,Herrera Group,LLC Excepturi,France,True,2021-11-11
MAT-00000303,ELE-SWI-00303,Switchgear - Election 819,ASSEMBLY,MAT-00000296,ELECTRICAL,Switchgear,NOS,6250.43,SAR,60,False,True,False,False,,26100055,66,462,69,186,,Wilson-Salazar,LLC Call,France,True,2022-11-04
MAT-00000304,VLV-BUT-00304,Butterfly - Second 111,ITEM,MAT-00000144,VALVES,Butterfly,NOS,33158.13,USD,104,False,False,False,True,,40140163,88,616,173,216,,"Smith, Crawford and Reed",and Sons Debitis,USA,True,2019-07-05
MAT-00000305,EQP-FOR-00305,Forklift - Cumque 493,PRODUCT,,EQUIPMENT,Forklift,NOS,42789.39,EUR,173,False,False,False,False,4651.56,22100089,102,1020,167,536,,Roman-Nelson,LLC Model,UAE,True,2023-01-18
MAT-00000306,STL-CHA-00306,Channels - Quaerat 979,ITEM,MAT-00000296,STRUCTURAL_STEEL,Channels,KG,2280.32,USD,119,False,False,False,False,2840.75,30100057,67,670,77,212,,Knight PLC,LLC Especially,Japan,True,2023-11-27
MAT-00000307,EQP-CRA-00307,Crane - Wall 580,PRODUCT,,EQUIPMENT,Crane,NOS,236489.56,EUR,205,False,True,False,False,1562.51,22100016,472,3776,745,3660,,Yang Inc,Inc Any,Italy,True,2018-02-14
MAT-00000308,CHM-SOL-00308,Solvent - Maiores 928,ITEM,MAT-00000125,CHEMICALS,Solvent,KG,1481.58,USD,39,False,False,False,True,,12140070,306,1530,599,411,3050.0,Gardner Inc,and Sons Expedita,France,True,2021-04-10
MAT-00000309,CON-REA-00309,Ready-Mix - Ipsum 927,ITEM,MAT-00000296,CONCRETE,Ready-Mix,BAG,185.86,EUR,7,False,False,True,True,873.08,30110085,388,1940,725,1302,,Bradshaw Inc,and Sons Summer,Germany,True,2022-02-23
MAT-00000310,INS-ANA-00310,Analyzers - Institution 843,ITEM,MAT-00000298,INSTRUMENTS,Analyzers,NOS,27559.27,USD,69,False,False,False,False,,41110062,404,3636,525,3110,,Cline-Ayala,LLC On,Germany,True,2022-12-08
MAT-00000311,VLV-GLO-00311,Globe - Accusamus 248,ITEM,MAT-00000092,VALVES,Globe,NOS,2720.91,USD,140,False,True,False,False,,40140178,129,1161,228,1100,,Harris LLC,Group Rerum,South Korea,True,2020-12-11
MAT-00000312,FUE-AVI-00312,Aviation Fuel - Eius 921,PRODUCT,,FUEL,Aviation Fuel,GAL,136.02,SAR,5,True,False,False,False,,15100088,480,3360,651,1587,432.0,Smith Group,and Sons Tempora,Japan,True,2020-12-29
MAT-00000313,SAF-FIR-00313,Fire Extinguisher - Government 200,ITEM,MAT-00000232,SAFETY,Fire Extinguisher,BOX,1179.5,USD,15,False,False,False,True,,46180011,354,1062,388,366,,"Bennett, Rojas and Parker",PLC Kind,South Korea,True,2022-08-12
MAT-00000314,CON-GRO-00314,Grout - Assumenda 484,ITEM,MAT-00000092,CONCRETE,Grout,CUM,94.3,EUR,5,False,False,False,False,4752.45,30110091,72,288,83,226,,"Ramirez, Williams and Hall",Ltd Officia,France,True,2019-06-17
MAT-00000315,STL-PLA-00315,Plates - Partner 383,PRODUCT,,STRUCTURAL_STEEL,Plates,MT,1236.42,EUR,64,False,False,False,True,2134.92,30100095,404,3232,535,1067,,"Anderson, Wilkins and Jones",Group Economic,China,True,2018-10-31
MAT-00000316,STL-ANG-00316,Angles - Facilis 205,ITEM,MAT-00000077,STRUCTURAL_STEEL,Angles,MT,673.5,SAR,72,False,False,False,False,719.37,30100065,121,484,237,347,,Harrison-Newman,Group Eveniet,China,True,2020-11-26
MAT-00000317,PIP-HDP-00317,HDPE - Yet 964,ITEM,MAT-00000012,PIPES,HDPE,JOINT,314.73,EUR,42,False,False,False,False,4523.09,40140083,11,110,18,66,,Chan PLC,and Sons Community,USA,True,2022-07-13
MAT-00000318,FUE-AVI-00318,Aviation Fuel - Omnis 961,PRODUCT,,FUEL,Aviation Fuel,LTR,113.88,SAR,7,False,True,True,False,,15100092,56,448,90,230,1912.0,O'Neill-Evans,Group Officiis,Japan,True,2018-11-26
MAT-00000319,STL-CHA-00319,Channels - Cumque 600,PRODUCT,,STRUCTURAL_STEEL,Channels,KG,1247.18,USD,66,False,False,False,True,3163.96,30100034,81,243,105,87,,Aguirre LLC,and Sons Dignissimos,UK,True,2020-09-03
MAT-00000320,PIP-COP-00320,Copper - Seek 858,ITEM,MAT-00000319,PIPES,Copper,JOINT,1933.82,USD,61,False,True,False,True,590.94,40140093,351,3510,698,2548,,Foster-Williams,LLC Allow,France,True,2019-09-03
MAT-00000321,CHM-SOL-00321,Solvent - Odio 725,PRODUCT,,CHEMICALS,Solvent,DRUM,144.36,SAR,39,True,False,True,True,,12140016,473,3311,893,871,729.0,Murray and Sons,Inc Then,France,True,2023-02-12
MAT-00000322,STL-REB-00322,Rebar - Case 707,COMPONENT,MAT-00000290,STRUCTURAL_STEEL,Rebar,KG,657.78,USD,81,False,False,False,False,1621.18,30100097,304,1520,468,740,,Watson-Mccoy,PLC Autem,Germany,True,2018-07-06
MAT-00000323,CON-ADM-00323,Admixtures - Attention 182,PRODUCT,,CONCRETE,Admixtures,CUM,372.44,USD,8,False,True,False,True,3955.26,30110090,323,2907,403,387,,"Ramos, Anderson and Stein",Inc Year,China,True,2023-06-18
MAT-00000324,CHM-CAT-00324,Catalyst - Architecto 726,COMPONENT,MAT-00000194,CHEMICALS,Catalyst,KG,3482.84,EUR,35,False,True,False,False,,12140062,132,660,141,316,390.0,"Hamilton, Ramsey and Crawford",Ltd Doloribus,Japan,True,2023-08-10
MAT-00000325,PIP-CAR-00325,Carbon Steel - Error 609,PRODUCT,,PIPES,Carbon Steel,RM,1245.46,GBP,74,False,False,False,False,1040.55,40140016,109,436,210,185,,Ramirez-Stephenson,PLC Radio,Germany,True,2023-04-28
MAT-00000326,STL-ANG-00326,Angles - Praesentium 627,COMPONENT,MAT-00000194,STRUCTURAL_STEEL,Angles,KG,1586.68,USD,111,False,False,False,True,262.29,30100078,100,500,200,114,,"Jones, Nicholson and Cooper",and Sons Professor,USA,True,2023-06-10
MAT-00000327,ELE-MCB-00327,MCBs - Idea 175,ITEM,MAT-00000219,ELECTRICAL,MCBs,NOS,19883.15,EUR,40,False,True,True,True,,26100040,387,3483,489,1925,,Dunn-Jones,Group Ducimus,Italy,True,2020-06-22
MAT-00000328,ELE-SWI-00328,Switchgear - From 387,PRODUCT,,ELECTRICAL,Switchgear,SET,45504.54,USD,34,False,False,False,True,,26100044,113,904,129,145,,Huang LLC,Group Reprehenderit,Germany,True,2018-09-02
MAT-00000329,ELE-TRA-00329,Transformers - Collection 600,ITEM,MAT-00000148,ELECTRICAL,Transformers,NOS,60367.56,EUR,50,False,False,False,False,,26100080,447,2682,491,2133,,Sandoval LLC,and Sons Libero,India,True,2023-11-08
MAT-00000330,PIP-HDP-00330,HDPE - Control 535,COMPONENT,MAT-00000163,PIPES,HDPE,RM,668.05,USD,77,False,False,False,False,2088.87,40140015,30,300,53,288,,"Stewart, Rojas and Howard",Ltd Reiciendis,South Korea,True,2018-05-18
MAT-00000331,CHM-COR-00331,Corrosion Inhibitor - Order 265,COMPONENT,MAT-00000307,CHEMICALS,Corrosion Inhibitor,KG,1240.53,USD,20,False,False,False,True,,12140040,341,1364,349,1323,2910.0,Weaver-Thompson,Inc Early,Italy,True,2021-06-02
MAT-00000332,STL-CHA-00332,Channels - Again 133,ITEM,MAT-00000315,STRUCTURAL_STEEL,Channels,KG,2685.5,USD,110,False,False,False,False,6.83,30100090,46,414,90,216,,Fry PLC,and Sons Dolorum,Japan,True,2023-12-15
MAT-00000333,FUE-NAT-00333,Natural Gas - Assumenda 475,ITEM,MAT-00000143,FUEL,Natural Gas,BBL,17.11,GBP,5,False,False,False,True,,15100059,197,1970,355,280,747.0,Willis and Sons,PLC Aut,South Korea,True,2022-02-06
MAT-00000334,SAF-FIR-00334,Fire Extinguisher - Voluptatibus 481,ITEM,MAT-00000220,SAFETY,Fire Extinguisher,NOS,1081.57,EUR,13,False,False,False,True,,46180044,267,2403,408,490,,"Spencer, Atkins and Khan",Ltd Tempore,UAE,True,2018-09-17
MAT-00000335,ITQ-ROU-00335,Router - Totam 178,ITEM,MAT-00000198,IT,Router,SET,3142.66,EUR,25,False,False,False,True,,43210068,54,216,79,99,,Goddard PLC,and Sons Human,USA,True,2021-03-27
