movement_id,material_id,project_id,grn_id,movement_type,quantity,unit_of_measure,unit_cost,total_value,from_location,to_location,batch_number,reason_code,movement_date,posted_by,approved_by,remarks,created_date
INV-MOV-00000113,MAT-00000689,PRJ-2022-00269,,ISSUE,-422,SET,12212.94,-5153860.68,SITE-C-WAREHOUSE-SEC-01,,,PRODUCTION,2024-04-29,Dennis Moody,,,2024-04-29
INV-MOV-00000114,MAT-00000575,PRJ-2020-00336,,ADJUSTMENT,-114,SQM,102.51,-11686.14,SITE-D-WAREHOUSE-SEC-06,,,STOCK_COUNT,2021-11-29,Regina Gonzalez,Danny Hernandez,Step author coach.,2021-11-29
INV-MOV-00000115,MAT-00000039,PRJ-2023-00312,,WRITEOFF,-60,SQM,79.17,-4750.2,SITE-A-WAREHOUSE-SEC-02,,BATCH-49HD947,OBSOLETE,2023-03-11,Melissa Bender,Katherine Miller,,2023-03-11
INV-MOV-00000116,MAT-00000761,PRJ-2023-00714,,ADJUSTMENT,-215,MT,18.47,-3971.05,SITE-B-WAREHOUSE-SEC-04,,,QUALITY_HOLD,2024-02-20,Jeffrey Morris,Brandon Hayden,,2024-02-20
INV-MOV-00000117,MAT-00000975,PRJ-2019-00287,GRN-2020-0000223,RECEIPT,190,HR,1128.93,214496.7,SITE-D-WAREHOUSE-SEC-04,,BATCH-99CW049,TRANSFER_IN,2020-07-04,Julie Pearson,,,2020-07-04
INV-MOV-00000118,MAT-00000924,PRJ-2022-00661,,ISSUE,-204,CUM,145.47,-29675.88,SITE-C-WAREHOUSE-SEC-02,,BATCH-42FE967,PROJECT_CONSUMPTION,2019-08-21,Gary Santiago,,,2019-08-21
INV-MOV-00000119,MAT-00000612,PRJ-2022-00995,GRN-2020-0000342,RECEIPT,403,SET,59292.79,23894994.37,SITE-B-WAREHOUSE-SEC-02,,BATCH-25QZ674,TRANSFER_IN,2025-10-17,Krista Gibson,,,2025-10-17
INV-MOV-00000120,MAT-00000222,PRJ-2022-00833,,ADJUSTMENT,-169,DAY,387496.1,-65486840.9,SITE-E-WAREHOUSE-SEC-01,,,QUALITY_HOLD,2021-03-16,Frank Cordova,Jose Travis,,2021-03-16
INV-MOV-00000121,MAT-00000179,PRJ-2019-00113,,RETURN,14,NOS,474678.15,6645494.1,SITE-B-WAREHOUSE-SEC-01,,,EXCESS_MATERIAL,2021-05-02,Kimberly Gutierrez,,,2021-05-02
INV-MOV-00000122,MAT-00000054,PRJ-2021-00130,,TRANSFER,270,MT,939.1,253557.0,SITE-A-WAREHOUSE-SEC-04,SITE-E-WAREHOUSE-SEC-03,BATCH-38OC597,BUFFER_STOCK,2023-10-31,Christina Dunn,,,2023-10-31
INV-MOV-00000123,MAT-00000630,PRJ-2020-00045,,RETURN,466,CUM,264.38,123201.08,SITE-E-WAREHOUSE-SEC-03,,,EXCESS_MATERIAL,2022-11-26,Jessica Wolfe,,,2022-11-26
INV-MOV-00000124,MAT-00000868,PRJ-2024-00412,,ISSUE,-56,MT,619.46,-34689.76,SITE-D-WAREHOUSE-SEC-06,,,MAINTENANCE,2022-02-07,William Lynch,,,2022-02-07
INV-MOV-00000125,MAT-00000068,PRJ-2021-00130,GRN-2019-0000600,RECEIPT,325,BAG,130.39,42376.75,SITE-E-WAREHOUSE-SEC-06,,,TRANSFER_IN,2021-07-15,Christopher Pierce,,,2021-07-15
INV-MOV-00000126,MAT-00000518,PRJ-2024-00620,,ISSUE,-407,DRUM,3288.39,-1338374.73,SITE-A-WAREHOUSE-SEC-06,,,PROJECT_CONSUMPTION,2024-10-09,Anna Gay,,,2024-10-09
INV-MOV-00000127,MAT-00000910,PRJ-2021-00234,,ISSUE,-424,KG,1860.93,-789034.32,SITE-D-WAREHOUSE-SEC-04,,BATCH-17TS127,MAINTENANCE,2022-02-18,Denise Davenport,,,2022-02-18
INV-MOV-00000128,MAT-00000384,PRJ-2020-00977,GRN-2024-0000486,RECEIPT,473,SET,3361.05,1589776.65,SITE-A-WAREHOUSE-SEC-01,,BATCH-73YM782,PO_DELIVERY,2025-02-13,Katie Suarez,,,2025-02-13
INV-MOV-00000129,MAT-00000382,PRJ-2022-00832,GRN-2025-0000601,RECEIPT,31,BAG,144.59,4482.29,SITE-E-WAREHOUSE-SEC-05,,BATCH-14RA658,RETURN_FROM_SITE,2021-12-10,Edwin Matthews,,,2021-12-10
INV-MOV-00000130,MAT-00000964,PRJ-2024-00769,,ISSUE,-469,NOS,20773.79,-9742907.51,SITE-A-WAREHOUSE-SEC-03,,BATCH-72WV787,PRODUCTION,2023-06-09,Kimberly Gibson,,,2023-06-09
INV-MOV-00000131,MAT-00000159,PRJ-2020-00673,,ISSUE,-434,MT,2433.82,-1056277.88,SITE-A-WAREHOUSE-SEC-03,,BATCH-53OX396,MAINTENANCE,2025-10-12,Evan Kennedy,,,2025-10-12
INV-MOV-00000132,MAT-00000827,PRJ-2023-00440,,TRANSFER,-499,NOS,306081.13,-152734483.87,SITE-E-WAREHOUSE-SEC-05,SITE-A-WAREHOUSE-SEC-05,BATCH-66IG270,SITE_TRANSFER,2024-12-21,Evelyn Garcia,,,2024-12-21
INV-MOV-00000133,MAT-00000781,PRJ-2020-00317,,ADJUSTMENT,180,MT,698.14,125665.2,SITE-B-WAREHOUSE-SEC-05,,BATCH-71UJ870,QUALITY_HOLD,2024-07-24,Matthew Moore,Wayne Morgan,,2024-07-24
INV-MOV-00000134,MAT-00000032,PRJ-2024-00094,,TRANSFER,111,MT,2625.73,291456.03,SITE-D-WAREHOUSE-SEC-03,SITE-B-WAREHOUSE-SEC-03,,BUFFER_STOCK,2021-06-16,Marie Christian,,,2021-06-16
INV-MOV-00000135,MAT-00000905,PRJ-2020-00054,GRN-2024-0000633,RECEIPT,387,RM,42391.97,16405692.39,SITE-A-WAREHOUSE-SEC-06,,,RETURN_FROM_SITE,2019-05-20,Shannon James,,,2019-05-20
INV-MOV-00000136,MAT-00000453,PRJ-2020-00425,GRN-2020-0000525,RECEIPT,387,BAG,322.1,124652.7,SITE-A-WAREHOUSE-SEC-03,,BATCH-57EP809,TRANSFER_IN,2022-02-26,Tammie Bright,,,2022-02-26
INV-MOV-00000137,MAT-00000540,PRJ-2022-00684,,ISSUE,-113,SET,8445.73,-954367.49,SITE-D-WAREHOUSE-SEC-05,,BATCH-16KS117,PROJECT_CONSUMPTION,2019-01-04,Allen Nguyen,,,2019-01-04
INV-MOV-00000138,MAT-00000783,PRJ-2021-00262,GRN-2024-0000008,RECEIPT,62,CUM,410.5,25451.0,SITE-D-WAREHOUSE-SEC-06,,BATCH-04JP556,TRANSFER_IN,2022-03-31,Kylie Sparks,,,2022-03-31
INV-MOV-00000139,MAT-00000513,PRJ-2019-00573,,TRANSFER,413,MONTH,375690.9,155160341.7,SITE-D-WAREHOUSE-SEC-06,SITE-A-WAREHOUSE-SEC-04,,WAREHOUSE_REORG,2019-08-24,Bob Pitts,,,2019-08-24
INV-MOV-00000140,MAT-00000588,PRJ-2024-00415,,RETURN,214,JOINT,1090.07,233274.98,SITE-C-WAREHOUSE-SEC-01,,,EXCESS_MATERIAL,2022-01-11,Cynthia Durham,,,2022-01-11
INV-MOV-00000141,MAT-00000633,PRJ-2022-00472,,TRANSFER,471,NOS,54987.41,25899070.11,SITE-D-WAREHOUSE-SEC-01,SITE-B-WAREHOUSE-SEC-04,,WAREHOUSE_REORG,2023-07-25,Joel King,,,2023-07-25
INV-MOV-00000142,MAT-00000764,PRJ-2022-00348,GRN-2020-0000173,RECEIPT,399,KG,2394.61,955449.39,SITE-A-WAREHOUSE-SEC-05,,,PO_DELIVERY,2024-02-28,Adam Ballard,,,2024-02-28
INV-MOV-00000143,MAT-00000358,PRJ-2024-00360,,RETURN,420,NOS,49536.51,20805334.2,SITE-B-WAREHOUSE-SEC-02,,BATCH-48WL217,EXCESS_MATERIAL,2019-03-16,Victor Vaughn,,,2019-03-16
INV-MOV-00000144,MAT-00000779,PRJ-2019-00778,,RETURN,91,DRUM,4394.77,399924.07,SITE-D-WAREHOUSE-SEC-04,,,DEFECTIVE,2025-10-16,Eric Kidd,,,2025-10-16
INV-MOV-00000145,MAT-00000904,PRJ-2023-00579,,ISSUE,-320,MT,2986.42,-955654.4,SITE-C-WAREHOUSE-SEC-06,,,MAINTENANCE,2021-03-19,Ashley James,,,2021-03-19
INV-MOV-00000146,MAT-00000311,PRJ-2024-00816,GRN-2020-0000361,RECEIPT,29,NOS,2720.91,78906.39,SITE-E-WAREHOUSE-SEC-01,,,PO_DELIVERY,2021-08-25,Edward Lyons,,,2021-08-25
INV-MOV-00000147,MAT-00000294,PRJ-2023-00079,,ISSUE,-438,NOS,1645.17,-720584.46,SITE-A-WAREHOUSE-SEC-05,,BATCH-06RX409,PRODUCTION,2023-09-17,Amber Obrien,,,2023-09-17
INV-MOV-00000148,MAT-00000811,PRJ-2022-00757,,ADJUSTMENT,-231,MT,1468.19,-339151.89,SITE-E-WAREHOUSE-SEC-06,,,QUALITY_HOLD,2020-06-13,Tanner Mitchell DDS,Heather Fields,,2020-06-13
INV-MOV-00000149,MAT-00000064,PRJ-2019-00462,GRN-2019-0000858,RECEIPT,461,BBL,11.24,5181.64,SITE-C-WAREHOUSE-SEC-06,,,PO_DELIVERY,2019-09-16,Megan Le,,,2019-09-16
INV-MOV-00000150,MAT-00000449,PRJ-2020-00450,,ISSUE,-313,DRUM,3820.5,-1195816.5,SITE-B-WAREHOUSE-SEC-03,,BATCH-21CL047,MAINTENANCE,2021-05-25,Carlos Browning,,,2021-05-25
INV-MOV-00000151,MAT-00000054,PRJ-2021-00809,,ISSUE,-172,MT,939.1,-161525.2,SITE-A-WAREHOUSE-SEC-03,,,MAINTENANCE,2019-10-13,Jason Gonzalez,,,2019-10-13
INV-MOV-00000152,MAT-00000873,PRJ-2020-00673,,WRITEOFF,-309,KG,2331.22,-720346.98,SITE-B-WAREHOUSE-SEC-03,,,OBSOLETE,2019-10-26,Sherri Diaz,Denise Martin,,2019-10-26
INV-MOV-00000153,MAT-00000672,PRJ-2021-00716,,RETURN,67,KG,386.4,25888.8,SITE-E-WAREHOUSE-SEC-06,,,WRONG_DELIVERY,2019-06-08,Terry Coffey,,,2019-06-08
INV-MOV-00000154,MAT-00000833,PRJ-2019-00131,,RETURN,425,SET,73763.85,31349636.25,SITE-E-WAREHOUSE-SEC-01,,,DEFECTIVE,2024-12-09,Seth Brock,,While cell whom team.,2024-12-09
INV-MOV-00000155,MAT-00000317,PRJ-2019-00185,,WRITEOFF,-175,JOINT,314.73,-55077.75,SITE-D-WAREHOUSE-SEC-02,,BATCH-68AQ516,OBSOLETE,2020-03-11,Jordan Chambers,Lauren Carson,,2020-03-11
INV-MOV-00000156,MAT-00000104,PRJ-2023-00520,,TRANSFER,-428,SQM,181.51,-77686.28,SITE-E-WAREHOUSE-SEC-01,SITE-C-WAREHOUSE-SEC-05,BATCH-51NJ370,SITE_TRANSFER,2020-11-01,Leonard Holland,,,2020-11-01
INV-MOV-00000157,MAT-00000710,PRJ-2020-00790,,ISSUE,-463,RM,843.46,-390521.98,SITE-B-WAREHOUSE-SEC-06,,,PRODUCTION,2022-01-23,Julie Haynes,,,2022-01-23
INV-MOV-00000158,MAT-00000993,PRJ-2023-00455,,ISSUE,-386,RM,173.55,-66990.3,SITE-D-WAREHOUSE-SEC-02,,BATCH-61TF200,MAINTENANCE,2023-05-03,David Medina,,,2023-05-03
INV-MOV-00000159,MAT-00000199,PRJ-2020-00377,,RETURN,293,NOS,2063.81,604696.33,SITE-D-WAREHOUSE-SEC-04,,,WRONG_DELIVERY,2025-05-25,Jacob Avery,,,2025-05-25
INV-MOV-00000160,MAT-00000990,PRJ-2020-00166,,TRANSFER,-411,CUM,30.25,-12432.75,SITE-C-WAREHOUSE-SEC-01,SITE-E-WAREHOUSE-SEC-03,,BUFFER_STOCK,2023-02-22,Kimberly Matthews,,,2023-02-22
INV-MOV-00000161,MAT-00000292,PRJ-2021-00086,,TRANSFER,140,DAY,3151.23,441172.2,SITE-E-WAREHOUSE-SEC-02,SITE-D-WAREHOUSE-SEC-01,,SITE_TRANSFER,2020-08-18,Stacey Pena,,,2020-08-18
INV-MOV-00000162,MAT-00000406,PRJ-2019-00515,,ISSUE,-198,MT,1914.41,-379053.18,SITE-A-WAREHOUSE-SEC-03,,BATCH-79SX640,PROJECT_CONSUMPTION,2020-01-15,Jeremy Young,,,2020-01-15
INV-MOV-00000163,MAT-00000666,PRJ-2024-00344,,TRANSFER,71,KG,1974.52,140190.92,SITE-D-WAREHOUSE-SEC-06,SITE-B-WAREHOUSE-SEC-06,,SITE_TRANSFER,2022-08-18,William Richardson,,Art every why we.,2022-08-18
INV-MOV-00000164,MAT-00000221,PRJ-2023-00856,GRN-2023-0000745,RECEIPT,482,JOINT,1393.05,671450.1,SITE-E-WAREHOUSE-SEC-05,,,PO_DELIVERY,2022-02-26,Anna Lewis,,,2022-02-26
INV-MOV-00000165,MAT-00000049,PRJ-2021-00245,,ISSUE,-407,MT,2124.59,-864708.13,SITE-E-WAREHOUSE-SEC-04,,,MAINTENANCE,2019-02-26,Tricia Williams,,,2019-02-26
INV-MOV-00000166,MAT-00000017,PRJ-2023-00648,,ISSUE,-124,JOINT,423.12,-52466.88,SITE-B-WAREHOUSE-SEC-03,,,PROJECT_CONSUMPTION,2022-01-01,William Buchanan,,,2022-01-01
INV-MOV-00000167,MAT-00000192,PRJ-2020-00681,,RETURN,269,NOS,1230.89,331109.41,SITE-C-WAREHOUSE-SEC-01,,,WRONG_DELIVERY,2023-10-06,Ronald Spencer,,,2023-10-06
INV-MOV-00000168,MAT-00000400,PRJ-2023-00895,,ISSUE,-326,NOS,41733.48,-13605114.48,SITE-D-WAREHOUSE-SEC-03,,BATCH-93YM352,PROJECT_CONSUMPTION,2021-01-09,Scott Thomas,,,2021-01-09
INV-MOV-00000169,MAT-00000751,PRJ-2020-00673,,ISSUE,-396,NOS,27013.98,-10697536.08,SITE-E-WAREHOUSE-SEC-06,,BATCH-28QB421,MAINTENANCE,2025-06-20,Hunter Kramer,,,2025-06-20
INV-MOV-00000170,MAT-00000834,PRJ-2024-00659,GRN-2021-0000702,RECEIPT,399,SET,44002.81,17557121.19,SITE-D-WAREHOUSE-SEC-06,,BATCH-95DI024,PO_DELIVERY,2022-11-20,Kelly Reese,,Large gun order later.,2022-11-20
INV-MOV-00000171,MAT-00000795,PRJ-2019-00967,,ISSUE,-151,MT,1089.21,-164470.71,SITE-B-WAREHOUSE-SEC-01,,,MAINTENANCE,2025-04-13,Luis Acosta,,,2025-04-13
INV-MOV-00000172,MAT-00000528,PRJ-2020-00408,,WRITEOFF,-279,CUM,235.51,-65707.29,SITE-D-WAREHOUSE-SEC-03,,BATCH-84EZ700,OBSOLETE,2019-11-28,Brian Joseph,Steven Morris,,2019-11-28
INV-MOV-00000173,MAT-00000049,PRJ-2022-00887,,RETURN,140,MT,2124.59,297442.6,SITE-A-WAREHOUSE-SEC-03,,,DEFECTIVE,2022-07-24,Cameron Weber,,,2022-07-24
INV-MOV-00000174,MAT-00000192,PRJ-2023-00509,,RETURN,189,NOS,1230.89,232638.21,SITE-E-WAREHOUSE-SEC-03,,,EXCESS_MATERIAL,2025-02-12,Michelle James,,,2025-02-12
INV-MOV-00000175,MAT-00000843,PRJ-2019-00185,,ISSUE,-165,BOX,473.12,-78064.8,SITE-A-WAREHOUSE-SEC-01,,BATCH-98MB478,MAINTENANCE,2021-12-05,Michael Farrell,,,2021-12-05
INV-MOV-00000176,MAT-00000437,PRJ-2022-00171,,RETURN,180,NOS,58699.64,10565935.2,SITE-D-WAREHOUSE-SEC-01,,,DEFECTIVE,2024-06-29,Patricia Le,,,2024-06-29
INV-MOV-00000177,MAT-00000811,PRJ-2023-00971,GRN-2021-0000653,RECEIPT,344,MT,1468.19,505057.36,SITE-D-WAREHOUSE-SEC-03,,BATCH-36VD736,PO_DELIVERY,2023-12-14,Nicholas Edwards,,,2023-12-14
INV-MOV-00000178,MAT-00000623,PRJ-2023-00695,,TRANSFER,18,DAY,4178.62,75215.16,SITE-B-WAREHOUSE-SEC-06,SITE-D-WAREHOUSE-SEC-03,BATCH-54EF527,SITE_TRANSFER,2022-10-18,Anna Davis,,,2022-10-18
INV-MOV-00000179,MAT-00000972,PRJ-2020-00380,,ISSUE,-391,BAG,107.05,-41856.55,SITE-A-WAREHOUSE-SEC-05,,BATCH-52JJ809,MAINTENANCE,2020-09-28,Bryan Gomez,,,2020-09-28
INV-MOV-00000180,MAT-00000256,PRJ-2020-00984,GRN-2021-0000191,RECEIPT,377,SET,195172.36,73579979.72,SITE-D-WAREHOUSE-SEC-05,,BATCH-60WG494,RETURN_FROM_SITE,2022-10-15,Christy Douglas,,,2022-10-15
INV-MOV-00000181,MAT-00000220,PRJ-2022-00627,GRN-2024-0000503,RECEIPT,470,SET,3258.91,1531687.7,SITE-B-WAREHOUSE-SEC-01,,,TRANSFER_IN,2020-02-07,Brian Bruce,,,2020-02-07
INV-MOV-00000182,MAT-00000090,PRJ-2023-00830,,RETURN,433,CUM,411.96,178378.68,SITE-C-WAREHOUSE-SEC-06,,BATCH-51ZB493,WRONG_DELIVERY,2021-12-30,Vanessa Cardenas,,,2021-12-30
INV-MOV-00000183,MAT-00000308,PRJ-2022-00872,GRN-2020-0000950,RECEIPT,364,KG,1481.58,539295.12,SITE-B-WAREHOUSE-SEC-03,,BATCH-98BL094,PO_DELIVERY,2023-04-25,Phillip Dorsey,,,2023-04-25
INV-MOV-00000184,MAT-00000243,PRJ-2024-00810,,ISSUE,-185,SQM,173.06,-32016.1,SITE-E-WAREHOUSE-SEC-05,,,PRODUCTION,2021-08-28,Christopher Thomas,,,2021-08-28
INV-MOV-00000185,MAT-00000906,PRJ-2021-00089,GRN-2021-0000735,RECEIPT,204,RM,47936.26,9778997.04,SITE-D-WAREHOUSE-SEC-05,,,PO_DELIVERY,2022-07-29,Andrea Figueroa,,,2022-07-29
INV-MOV-00000186,MAT-00000325,PRJ-2020-00658,GRN-2025-0000697,RECEIPT,239,RM,1245.46,297664.94,SITE-E-WAREHOUSE-SEC-03,,,PO_DELIVERY,2020-10-09,Anna Moreno,,,2020-10-09
INV-MOV-00000187,MAT-00000133,PRJ-2020-00444,,ISSUE,-445,KG,1596.14,-710282.3,SITE-A-WAREHOUSE-SEC-01,,BATCH-66XT752,PROJECT_CONSUMPTION,2023-03-20,Paula Bradley,,,2023-03-20
INV-MOV-00000188,MAT-00000727,PRJ-2023-00231,,ISSUE,-482,MONTH,447961.66,-215917520.12,SITE-E-WAREHOUSE-SEC-03,,BATCH-10DR229,PRODUCTION,2025-02-10,Jeremy Coleman,,,2025-02-10
INV-MOV-00000189,MAT-00000282,PRJ-2019-00129,,ISSUE,-315,NOS,90705.92,-28572364.8,SITE-E-WAREHOUSE-SEC-01,,BATCH-97WG643,PRODUCTION,2023-11-25,Jeffrey Campbell,,,2023-11-25
INV-MOV-00000190,MAT-00000675,PRJ-2022-00640,,RETURN,310,CUM,138.89,43055.9,SITE-C-WAREHOUSE-SEC-05,,BATCH-97OZ840,WRONG_DELIVERY,2019-01-15,Mrs. Christine Dougherty,,,2019-01-15
INV-MOV-00000191,MAT-00000272,PRJ-2021-00667,GRN-2019-0000427,RECEIPT,293,BAG,310.5,90976.5,SITE-E-WAREHOUSE-SEC-06,,,TRANSFER_IN,2019-09-12,Pamela Roberts,,,2019-09-12
INV-MOV-00000192,MAT-00000980,PRJ-2022-00310,,ISSUE,-413,KG,4539.18,-1874681.34,SITE-D-WAREHOUSE-SEC-03,,,PROJECT_CONSUMPTION,2022-02-07,Jonathan Jordan,,,2022-02-07
INV-MOV-00000193,MAT-00000496,PRJ-2024-00476,GRN-2021-0000148,RECEIPT,311,NOS,466.91,145209.01,SITE-C-WAREHOUSE-SEC-06,,,PO_DELIVERY,2021-06-26,Joseph Hall,,,2021-06-26
INV-MOV-00000194,MAT-00000528,PRJ-2021-00576,GRN-2024-0000478,RECEIPT,124,CUM,235.51,29203.24,SITE-A-WAREHOUSE-SEC-03,,BATCH-85BB160,PO_DELIVERY,2022-05-07,Blake Edwards,,,2022-05-07
INV-MOV-00000195,MAT-00000394,PRJ-2019-00885,,ISSUE,-128,MONTH,79723.43,-10204599.04,SITE-B-WAREHOUSE-SEC-03,,BATCH-69HZ664,PROJECT_CONSUMPTION,2023-06-10,Frederick Solis,,,2023-06-10
INV-MOV-00000196,MAT-00000528,PRJ-2023-00479,,ISSUE,-158,CUM,235.51,-37210.58,SITE-D-WAREHOUSE-SEC-01,,,PROJECT_CONSUMPTION,2019-07-21,Sandra Gillespie,,,2019-07-21
INV-MOV-00000197,MAT-00000362,PRJ-2023-00050,GRN-2022-0000612,RECEIPT,254,SET,5092.83,1293578.82,SITE-D-WAREHOUSE-SEC-03,,,RETURN_FROM_SITE,2023-01-05,Ryan Sanchez,,,2023-01-05
INV-MOV-00000198,MAT-00000271,PRJ-2020-00745,,ISSUE,-207,BBL,75.39,-15605.73,SITE-C-WAREHOUSE-SEC-01,,,PROJECT_CONSUMPTION,2022-01-27,Kelly Foster,,,2022-01-27
INV-MOV-00000199,MAT-00000296,PRJ-2021-00076,,ISSUE,-231,NOS,104082.11,-24042967.41,SITE-E-WAREHOUSE-SEC-03,,,PROJECT_CONSUMPTION,2025-11-16,Gerald Cook,,,2025-11-16
INV-MOV-00000200,MAT-00000100,PRJ-2021-00404,,ISSUE,-174,SQM,145.63,-25339.62,SITE-E-WAREHOUSE-SEC-03,,BATCH-21GM818,PRODUCTION,2025-03-15,Hannah Luna,,,2025-03-15
INV-MOV-00000201,MAT-00000042,PRJ-2022-00047,GRN-2020-0000342,RECEIPT,366,LTR,502.07,183757.62,SITE-D-WAREHOUSE-SEC-05,,,TRANSFER_IN,2022-03-18,Robin Young,,,2022-03-18
INV-MOV-00000202,MAT-00000954,PRJ-2023-00628,,ISSUE,-202,NOS,37903.78,-7656563.56,SITE-E-WAREHOUSE-SEC-06,,,PRODUCTION,2025-06-03,Craig Morrison,,,2025-06-03
INV-MOV-00000203,MAT-00000546,PRJ-2019-00502,,RETURN,154,SQM,38.22,5885.88,SITE-D-WAREHOUSE-SEC-01,,,DEFECTIVE,2021-06-19,Mary Thompson,,,2021-06-19
INV-MOV-00000204,MAT-00000816,PRJ-2024-00921,,RETURN,353,LTR,178.39,62971.67,SITE-A-WAREHOUSE-SEC-05,,,WRONG_DELIVERY,2022-05-16,Kathleen Webster,,,2022-05-16
INV-MOV-00000205,MAT-00000739,PRJ-2019-00053,,ISSUE,-88,NOS,35623.32,-3134852.16,SITE-E-WAREHOUSE-SEC-06,,,MAINTENANCE,2024-11-13,Joann Glass,,,2024-11-13
INV-MOV-00000206,MAT-00000698,PRJ-2021-00249,GRN-2020-0000718,RECEIPT,486,JOINT,1004.32,488099.52,SITE-A-WAREHOUSE-SEC-02,,BATCH-99CE552,PO_DELIVERY,2019-08-14,Mark Hogan,,,2019-08-14
INV-MOV-00000207,MAT-00000209,PRJ-2019-00421,,ISSUE,-314,NOS,80832.39,-25381370.46,SITE-D-WAREHOUSE-SEC-06,,,PRODUCTION,2024-02-01,Heather Jones,,,2024-02-01
INV-MOV-00000208,MAT-00000333,PRJ-2023-00679,,ISSUE,-193,BBL,17.11,-3302.23,SITE-C-WAREHOUSE-SEC-02,,BATCH-77SE005,MAINTENANCE,2022-09-30,Vanessa Davis,,,2022-09-30
INV-MOV-00000209,MAT-00000889,PRJ-2024-00739,,RETURN,412,BBL,157.98,65087.76,SITE-C-WAREHOUSE-SEC-05,,,DEFECTIVE,2022-04-09,Janice Carpenter,,,2022-04-09
INV-MOV-00000210,MAT-00000231,PRJ-2020-00965,,WRITEOFF,-153,SET,743.9,-113816.7,SITE-C-WAREHOUSE-SEC-06,,,OBSOLETE,2020-12-19,Nancy Williams,Laura Lopez,,2020-12-19
INV-MOV-00000211,MAT-00000574,PRJ-2020-00957,,ADJUSTMENT,370,NOS,391302.48,144781917.6,SITE-A-WAREHOUSE-SEC-05,,BATCH-97CG820,SYSTEM_CORRECTION,2024-10-05,Sara Haas,Matthew Williams,,2024-10-05
INV-MOV-00000212,MAT-00000978,PRJ-2021-00792,,TRANSFER,149,MT,65.78,9801.22,SITE-A-WAREHOUSE-SEC-03,SITE-E-WAREHOUSE-SEC-06,BATCH-77KX889,BUFFER_STOCK,2021-09-03,Douglas Ortiz,,,2021-09-03
INV-MOV-00000213,MAT-00000576,PRJ-2020-00713,GRN-2024-0000631,RECEIPT,56,BAG,468.15,26216.4,SITE-E-WAREHOUSE-SEC-02,,,TRANSFER_IN,2020-01-26,Kyle Mccormick,,,2020-01-26
INV-MOV-00000214,MAT-00000239,PRJ-2020-00054,GRN-2021-0000735,RECEIPT,170,SET,50766.21,8630255.7,SITE-D-WAREHOUSE-SEC-01,,BATCH-51RY518,TRANSFER_IN,2024-03-11,Nathaniel Douglas,,,2024-03-11
INV-MOV-00000215,MAT-00000162,PRJ-2022-00417,,RETURN,451,NOS,26106.48,11774022.48,SITE-D-WAREHOUSE-SEC-04,,,DEFECTIVE,2024-04-12,Shelley Cook,,,2024-04-12
INV-MOV-00000216,MAT-00000662,PRJ-2021-00061,,ADJUSTMENT,-46,SET,67192.0,-3090832.0,SITE-B-WAREHOUSE-SEC-05,,,STOCK_COUNT,2024-01-20,Brenda Bailey,Melissa Myers,,2024-01-20
INV-MOV-00000217,MAT-00000858,PRJ-2024-00181,,ADJUSTMENT,-19,NOS,204.5,-3885.5,SITE-D-WAREHOUSE-SEC-04,,,STOCK_COUNT,2020-05-28,Teresa Collins,Rickey Li,,2020-05-28
INV-MOV-00000218,MAT-00000618,PRJ-2022-00110,,ADJUSTMENT,172,CUM,470.41,80910.52,SITE-E-WAREHOUSE-SEC-05,,,SYSTEM_CORRECTION,2022-03-10,Sandra Rodgers,Kelsey Lucas,,2022-03-10
INV-MOV-00000219,MAT-00000829,PRJ-2019-00116,,ISSUE,-375,NOS,117875.56,-44203335.0,SITE-D-WAREHOUSE-SEC-06,,BATCH-68TL505,MAINTENANCE,2021-04-06,Gloria Miranda,,,2021-04-06
INV-MOV-00000220,MAT-00000582,PRJ-2022-00691,,TRANSFER,-90,DAY,2961.79,-266561.1,SITE-D-WAREHOUSE-SEC-04,SITE-C-WAREHOUSE-SEC-01,BATCH-33SY221,SITE_TRANSFER,2022-12-09,Randy Conley,,,2022-12-09
INV-MOV-00000221,MAT-00000959,PRJ-2021-00255,GRN-2021-0000242,RECEIPT,197,MT,1525.02,300428.94,SITE-D-WAREHOUSE-SEC-03,,,TRANSFER_IN,2021-06-04,Amanda Rogers,,Capital heavy class story side.,2021-06-04
INV-MOV-00000222,MAT-00000670,PRJ-2021-00369,,RETURN,32,KG,2894.95,92638.4,SITE-A-WAREHOUSE-SEC-04,,,WRONG_DELIVERY,2021-03-23,Carol Kim,,,2021-03-23
INV-MOV-00000223,MAT-00000910,PRJ-2019-00721,,TRANSFER,354,KG,1860.93,658769.22,SITE-C-WAREHOUSE-SEC-03,SITE-B-WAREHOUSE-SEC-02,BATCH-65SW379,BUFFER_STOCK,2020-09-01,Joann Ferguson,,,2020-09-01
INV-MOV-00000224,MAT-00000383,PRJ-2024-00426,,RETURN,468,SET,553.5,259038.0,SITE-D-WAREHOUSE-SEC-05,,,EXCESS_MATERIAL,2025-12-07,Robert Harrison,,,2025-12-07
INV-MOV-00000225,MAT-00000611,PRJ-2023-00895,,TRANSFER,270,KG,2524.2,681534.0,SITE-C-WAREHOUSE-SEC-01,SITE-A-WAREHOUSE-SEC-01,,SITE_TRANSFER,2025-10-08,Holly Valentine,,,2025-10-08
