transaction_id,project_id,vendor_id,po_id,contract_id,invoice_id,wbs_code,cost_type,cost_status,budget_amount,actual_amount,variance,currency,transaction_date,posting_date,fiscal_period,change_order_flag,change_order_ref,description,created_date
TXN-2023-00000258,PRJ-2020-00326,VND-000944,PO-2019-0000764,,,2.04,SUBCONTRACT,COMMITTED,12562.81,10538.98,-2023.83,USD,2023-06-27,,2023-03,False,,Apply maybe dog yes heart.,2023-06-27
TXN-2019-00000259,PRJ-2022-00842,VND-000726,PO-2023-0000215,,,6.04,SUBCONTRACT,COMMITTED,70666.66,65350.44,-5316.22,USD,2019-02-04,,2019-02,False,,Five between research.,2019-02-04
TXN-2019-00000260,PRJ-2021-00396,VND-000449,,CTR-2019-000360,,7.04,INSURANCE,COMMITTED,116070.27,124544.79,8474.52,USD,2019-02-21,,2019-10,False,,Social case expert stop receive.,2019-02-21
TXN-2024-00000261,PRJ-2023-00231,VND-000167,PO-2022-0000268,,,1.03,SUBCONTRACT,ACCRUED,9041.72,11535.71,2493.99,SAR,2024-02-07,,2024-07,False,,Serve light past.,2024-02-07
TXN-2019-00000262,PRJ-2021-00561,VND-000965,PO-2024-0000670,,,8.01,LABOUR,FORECAST,33213.51,29310.88,-3902.63,SAR,2019-08-11,,2019-02,False,,Affect democratic change.,2019-08-11
TXN-2020-00000263,PRJ-2020-00420,VND-000714,PO-2019-0000099,,,5.03,FREIGHT,ACCRUED,1000.0,824.82,-175.18,SAR,2020-10-19,,2020-08,False,,Month book explain feeling answer information.,2020-10-19
TXN-2021-00000264,PRJ-2023-00004,VND-000438,PO-2021-0000212,,INV-2019-0000175,8.02,OVERHEAD,POSTED,7812.02,8742.4,930.38,SAR,2021-02-11,2021-02-11,2021-02,False,,Lead book toward others administration middle.,2021-02-11
TXN-2022-00000265,PRJ-2019-00483,VND-000501,PO-2022-0000391,,,7.02,MATERIAL,FORECAST,24863.29,24482.9,-380.39,SAR,2022-08-17,,2022-08,True,CO-0113,Responsibility fact ability good.,2022-08-17
TXN-2025-00000266,PRJ-2021-00276,VND-000578,,CTR-2022-000828,INV-2023-0000555,2.01,SUBCONTRACT,POSTED,5587.71,5626.79,39.08,USD,2025-10-29,2025-10-29,2025-01,False,,Indicate professor beat window attack moment.,2025-10-29
TXN-2025-00000267,PRJ-2022-00536,VND-000429,,CTR-2019-000488,,8.05,SUBCONTRACT,FORECAST,420255.0,399001.05,-21253.95,SAR,2025-07-22,,2025-12,False,,Skill medical after them analysis hit.,2025-07-22
TXN-2023-00000268,PRJ-2019-00923,VND-000530,,CTR-2021-000460,,3.01,SUBCONTRACT,COMMITTED,4250.48,3767.79,-482.69,SAR,2023-03-27,,2023-04,False,,Effect administration small general run.,2023-03-27
TXN-2022-00000269,PRJ-2020-00081,VND-000700,PO-2019-0000933,,,3.05,INSURANCE,ACCRUED,18768.46,21838.07,3069.61,SAR,2022-02-04,,2022-09,False,,Billion old series card good full poor.,2022-02-04
TXN-2021-00000270,PRJ-2021-00878,VND-000283,,CTR-2022-000801,,1.05,FREIGHT,ACCRUED,44183.68,44616.54,432.86,SAR,2021-08-01,,2021-10,False,,Wonder long consider care respond.,2021-08-01
TXN-2025-00000271,PRJ-2020-00988,VND-000963,,CTR-2021-000902,INV-2023-0000353,2.03,LABOUR,POSTED,315498.73,390886.14,75387.41,SAR,2025-05-16,2025-05-16,2025-08,False,,Already cut social though firm.,2025-05-16
TXN-2022-00000272,PRJ-2021-00039,VND-000177,PO-2020-0000901,,INV-2024-0000340,7.01,LABOUR,POSTED,4214.17,4826.31,612.14,USD,2022-01-26,2022-01-26,2022-05,False,,Middle writer myself education.,2022-01-26
TXN-2019-00000273,PRJ-2023-00346,VND-000838,,CTR-2024-000234,,8.01,MATERIAL,COMMITTED,207886.1,180277.32,-27608.78,SAR,2019-08-15,,2019-06,False,,Experience television answer pretty.,2019-08-15
TXN-2022-00000274,PRJ-2024-00620,VND-000662,,CTR-2020-000889,INV-2019-0000383,7.04,MATERIAL,POSTED,36877.23,44640.21,7762.98,SAR,2022-09-21,2022-09-21,2022-02,False,,Buy happy threat sea.,2022-09-21
TXN-2023-00000275,PRJ-2024-00414,VND-000139,PO-2023-0000853,,,1.02,EQUIPMENT,COMMITTED,8330.99,7500.92,-830.07,SAR,2023-01-30,,2023-08,False,,Fund cost reality happen something.,2023-01-30
TXN-2021-00000276,PRJ-2022-00722,VND-000204,,CTR-2024-000248,INV-2019-0000382,7.01,OVERHEAD,POSTED,72631.59,75855.95,3224.36,SAR,2021-08-17,2021-08-17,2021-08,False,,Song risk bad own.,2021-08-17
TXN-2021-00000277,PRJ-2019-00353,VND-000168,PO-2020-0000051,,,2.03,MATERIAL,COMMITTED,48951.71,43148.67,-5803.04,USD,2021-10-20,,2021-04,False,,Nation fly bag produce.,2021-10-20
TXN-2024-00000278,PRJ-2023-00231,VND-000694,PO-2022-0000136,,INV-2025-0000663,1.01,SUBCONTRACT,POSTED,14759.98,13086.2,-1673.78,USD,2024-01-05,2024-01-05,2024-10,False,,Knowledge response coach know.,2024-01-05
TXN-2021-00000279,PRJ-2019-00730,VND-000991,PO-2021-0000224,,,7.03,MATERIAL,COMMITTED,40324.04,41668.81,1344.77,SAR,2021-12-13,,2021-10,False,,Amount thank good your ever.,2021-12-13
TXN-2019-00000280,PRJ-2019-00008,VND-000524,,CTR-2022-000624,,6.05,INSURANCE,FORECAST,20374.3,19179.11,-1195.19,SAR,2019-12-17,,2019-02,False,,Avoid point guy.,2019-12-17
TXN-2021-00000281,PRJ-2023-00656,VND-000333,PO-2020-0000784,,,5.02,MATERIAL,FORECAST,43056.82,39618.78,-3438.04,SAR,2021-01-30,,2021-10,False,,Well central parent sit.,2021-01-30
TXN-2021-00000282,PRJ-2019-00698,VND-000144,,CTR-2021-000415,,5.03,SUBCONTRACT,COMMITTED,98046.39,97471.59,-574.8,USD,2021-01-19,,2021-10,False,,Call door population.,2021-01-19
TXN-2021-00000283,PRJ-2023-00744,VND-000731,,CTR-2019-000866,INV-2019-0000175,8.03,EQUIPMENT,POSTED,392003.18,478369.06,86365.88,SAR,2021-10-13,2021-10-13,2021-02,False,,Him note painting quickly we.,2021-10-13
TXN-2024-00000284,PRJ-2023-00265,VND-000743,,CTR-2024-000228,,3.03,SUBCONTRACT,COMMITTED,5671.88,5545.07,-126.81,SAR,2024-06-06,,2024-06,False,,Know baby case happen fire.,2024-06-06
TXN-2023-00000285,PRJ-2019-00302,VND-000475,,CTR-2019-000513,,2.04,MATERIAL,FORECAST,890510.4,765756.99,-124753.41,SAR,2023-12-15,,2023-05,False,,Economic box save material.,2023-12-15
TXN-2025-00000286,PRJ-2024-00875,VND-000155,,CTR-2022-000469,INV-2025-0000147,7.05,MATERIAL,POSTED,1942.77,1861.55,-81.22,SAR,2025-04-03,2025-04-03,2025-08,False,,Trial brother simple region Democrat.,2025-04-03
TXN-2020-00000287,PRJ-2024-00321,VND-000650,,CTR-2022-000163,INV-2020-0000502,4.02,MATERIAL,POSTED,28920.97,34491.31,5570.34,USD,2020-02-15,2020-02-15,2020-07,False,,Experience trouble make but table later.,2020-02-15
TXN-2022-00000288,PRJ-2023-00440,VND-000989,,CTR-2023-000914,,4.03,LABOUR,ACCRUED,87770.07,84356.39,-3413.68,SAR,2022-09-29,,2022-11,False,,Young specific whose worry property.,2022-09-29
TXN-2024-00000289,PRJ-2021-00255,VND-000232,PO-2019-0000603,,,3.01,MATERIAL,COMMITTED,55353.09,52754.68,-2598.41,EUR,2024-02-03,,2024-05,False,,Nearly face feel.,2024-02-03
TXN-2022-00000290,PRJ-2019-00746,VND-000533,,CTR-2019-000502,,3.03,MATERIAL,ACCRUED,14270.51,13979.75,-290.76,SAR,2022-04-07,,2022-07,False,,Republican until point soldier.,2022-04-07
TXN-2020-00000291,PRJ-2020-00745,VND-000135,PO-2023-0000667,,INV-2022-0000812,3.01,LABOUR,POSTED,26577.4,21758.43,-4818.97,USD,2020-11-23,2020-11-23,2020-09,False,,Difference world society door management guess.,2020-11-23
TXN-2023-00000292,PRJ-2023-00050,VND-000678,PO-2019-0000390,,INV-2022-0000127,1.01,OVERHEAD,POSTED,17335.27,18611.86,1276.59,USD,2023-08-31,2023-08-31,2023-04,False,,Hard sound necessary partner beat finally.,2023-08-31
TXN-2024-00000293,PRJ-2020-00010,VND-000309,,CTR-2021-000141,,5.05,LABOUR,ACCRUED,15002.21,15143.42,141.21,SAR,2024-02-23,,2024-10,False,,Moment shoulder statement available win politics.,2024-02-23
TXN-2019-00000294,PRJ-2024-00804,VND-000109,,CTR-2021-000367,,5.05,SUBCONTRACT,ACCRUED,129884.8,149590.71,19705.91,SAR,2019-06-01,,2019-09,False,,Letter military campaign stop necessary.,2019-06-01
TXN-2020-00000295,PRJ-2020-00705,VND-000956,,CTR-2019-000856,,1.01,MATERIAL,ACCRUED,62039.29,67441.45,5402.16,USD,2020-09-09,,2020-02,False,,Consider whom item treat area buy.,2020-09-09
TXN-2019-00000296,PRJ-2023-00741,VND-000741,,CTR-2020-000304,INV-2019-0000271,4.04,MATERIAL,POSTED,12844.05,13256.84,412.79,USD,2019-02-21,2019-02-21,2019-01,False,,Fight class various.,2019-02-21
TXN-2021-00000297,PRJ-2023-00821,VND-000694,PO-2020-0000142,,INV-2024-0000680,2.01,SUBCONTRACT,POSTED,140000.3,157304.24,17303.94,EUR,2021-06-18,2021-06-18,2021-08,False,,Generation wait thus suffer.,2021-06-18
TXN-2021-00000298,PRJ-2021-00900,VND-000751,PO-2022-0000986,,INV-2022-0000468,3.01,OVERHEAD,POSTED,57581.08,53891.09,-3689.99,USD,2021-07-17,2021-07-17,2021-08,False,,Cultural what ever person.,2021-07-17
TXN-2024-00000299,PRJ-2019-00908,VND-000817,PO-2023-0000934,,INV-2020-0000605,1.02,LABOUR,POSTED,122920.51,128001.73,5081.22,USD,2024-10-18,2024-10-18,2024-03,False,,Move maybe collection walk child probably.,2024-10-18
TXN-2025-00000300,PRJ-2023-00368,VND-000627,,CTR-2023-000116,INV-2025-0000909,3.04,SUBCONTRACT,POSTED,93381.01,93907.88,526.87,SAR,2025-01-24,2025-01-24,2025-06,True,CO-0168,Front under American tell ball we.,2025-01-24
TXN-2025-00000301,PRJ-2023-00695,VND-000538,,CTR-2022-000705,,4.03,EQUIPMENT,COMMITTED,10472.49,12046.4,1573.91,SAR,2025-02-18,,2025-12,False,,Enough decision occur peace air threat.,2025-02-18
TXN-2021-00000302,PRJ-2024-00680,VND-000693,,CTR-2024-000161,,1.01,LABOUR,ACCRUED,15673.53,16500.84,827.31,SAR,2021-08-29,,2021-03,False,,Face what lot source rate father.,2021-08-29
TXN-2022-00000303,PRJ-2021-00329,VND-000247,,CTR-2019-000413,INV-2024-0000837,4.05,MATERIAL,POSTED,111406.44,102215.41,-9191.03,SAR,2022-08-24,2022-08-24,2022-10,False,,Read citizen indeed.,2022-08-24
TXN-2025-00000304,PRJ-2020-00511,VND-000458,PO-2023-0000037,,INV-2024-0000571,1.01,INSURANCE,POSTED,90722.02,97485.29,6763.27,USD,2025-02-16,2025-02-16,2025-10,False,,Daughter parent fine responsibility safe.,2025-02-16
TXN-2023-00000305,PRJ-2021-00576,VND-000212,,CTR-2019-000837,,6.03,MATERIAL,COMMITTED,35194.59,32078.43,-3116.16,SAR,2023-08-21,,2023-10,False,,Wish candidate have no five.,2023-08-21
TXN-2024-00000306,PRJ-2020-00673,VND-000373,PO-2019-0000850,,,4.01,LABOUR,COMMITTED,43303.6,48362.79,5059.19,USD,2024-05-29,,2024-06,False,,Business last cell anything war.,2024-05-29
TXN-2019-00000307,PRJ-2023-00919,VND-000169,PO-2020-0000201,,,7.01,OVERHEAD,ACCRUED,246840.42,220618.98,-26221.44,USD,2019-07-21,,2019-04,False,,Industry while total spend value return.,2019-07-21
TXN-2019-00000308,PRJ-2022-00776,VND-000425,PO-2022-0000604,,INV-2020-0000980,2.04,SUBCONTRACT,POSTED,14952.64,15731.65,779.01,SAR,2019-09-13,2019-09-13,2019-01,True,CO-0189,Several marriage method material.,2019-09-13
TXN-2022-00000309,PRJ-2022-00859,VND-000600,PO-2022-0000835,,,3.05,EQUIPMENT,ACCRUED,82507.63,71302.34,-11205.29,USD,2022-07-18,,2022-10,False,,Market bed hotel lead.,2022-07-18
TXN-2023-00000310,PRJ-2020-00903,VND-000394,PO-2024-0000352,,,4.03,SUBCONTRACT,ACCRUED,26814.85,34463.67,7648.82,SAR,2023-08-20,,2023-03,False,,Democrat good anything manager.,2023-08-20
TXN-2024-00000311,PRJ-2019-00908,VND-000767,,CTR-2023-000206,,6.05,OVERHEAD,ACCRUED,26199.04,23706.37,-2492.67,SAR,2024-05-28,,2024-11,False,,Experience account blue care enough hand.,2024-05-28
TXN-2024-00000312,PRJ-2024-00666,VND-000999,,CTR-2024-000576,,6.01,EQUIPMENT,FORECAST,188747.47,196332.28,7584.81,SAR,2024-10-19,,2024-12,False,,Hand hundred now crime network.,2024-10-19
TXN-2024-00000313,PRJ-2024-00916,VND-000862,,CTR-2019-000026,,7.01,OVERHEAD,ACCRUED,125257.2,124059.13,-1198.07,SAR,2024-01-28,,2024-04,False,,Hit late near.,2024-01-28
TXN-2025-00000314,PRJ-2024-00165,VND-000294,PO-2019-0000555,,,1.03,LABOUR,COMMITTED,123039.96,100419.46,-22620.5,USD,2025-08-20,,2025-11,False,,Quite budget window hour some fund.,2025-08-20
TXN-2025-00000315,PRJ-2019-00230,VND-000761,,CTR-2019-000397,,5.01,MATERIAL,ACCRUED,257356.67,259488.39,2131.72,SAR,2025-12-17,,2025-09,False,,Sense current meeting matter and.,2025-12-17
TXN-2024-00000316,PRJ-2020-00258,VND-000208,,CTR-2021-000722,,8.02,SUBCONTRACT,ACCRUED,37477.86,43278.41,5800.55,USD,2024-07-07,,2024-09,False,,Require sound mind.,2024-07-07
TXN-2020-00000317,PRJ-2019-00795,VND-000743,PO-2020-0000178,,,3.01,MATERIAL,FORECAST,101005.42,117927.84,16922.42,SAR,2020-03-02,,2020-07,False,,Paper middle foreign.,2020-03-02
TXN-2021-00000318,PRJ-2019-00134,VND-000165,,CTR-2024-000159,,6.04,MATERIAL,ACCRUED,22801.92,18696.9,-4105.02,USD,2021-06-15,,2021-11,False,,Five hotel pattern successful order medical.,2021-06-15
TXN-2024-00000319,PRJ-2020-00309,VND-000503,,CTR-2022-000980,,2.03,EQUIPMENT,COMMITTED,59056.48,52674.51,-6381.97,SAR,2024-02-04,,2024-03,False,,Mother remember feel staff happy purpose.,2024-02-04
TXN-2023-00000320,PRJ-2024-00414,VND-000095,PO-2021-0000224,,INV-2021-0000974,6.03,FREIGHT,POSTED,29875.24,35143.08,5267.84,USD,2023-09-29,2023-09-29,2023-09,False,,On someone rise read ago.,2023-09-29
TXN-2024-00000321,PRJ-2020-00010,VND-000118,,CTR-2024-000329,,4.01,MATERIAL,COMMITTED,42002.9,41611.7,-391.2,USD,2024-02-28,,2024-09,False,,Enter pretty will official dinner anything.,2024-02-28
TXN-2019-00000322,PRJ-2019-00934,VND-000530,PO-2020-0000920,,,8.04,MATERIAL,COMMITTED,88675.2,99827.36,11152.16,SAR,2019-06-14,,2019-02,False,,Color pick people subject challenge quite.,2019-06-14
TXN-2025-00000323,PRJ-2019-00551,VND-000547,,CTR-2020-000211,INV-2023-0000551,4.04,LABOUR,POSTED,10643.12,12924.73,2281.61,USD,2025-08-11,2025-08-11,2025-02,False,,Occur red course.,2025-08-11
TXN-2020-00000324,PRJ-2019-00025,VND-000471,PO-2020-0000258,,,2.01,LABOUR,COMMITTED,837838.73,904063.26,66224.53,SAR,2020-10-21,,2020-05,False,,Finish charge real improve simple.,2020-10-21
TXN-2022-00000325,PRJ-2022-00646,VND-000415,PO-2020-0000738,,,2.05,LABOUR,ACCRUED,8030.27,8906.97,876.7,EUR,2022-10-27,,2022-06,True,CO-0019,Their save artist catch debate foot.,2022-10-27
TXN-2019-00000326,PRJ-2019-00297,VND-000806,PO-2020-0000842,,,5.04,SUBCONTRACT,COMMITTED,5876.5,6642.57,766.07,SAR,2019-08-31,,2019-04,False,,Moment finish community treatment garden great.,2019-08-31
TXN-2022-00000327,PRJ-2024-00816,VND-000817,,CTR-2021-000937,,3.03,MATERIAL,COMMITTED,206316.42,264638.5,58322.08,SAR,2022-11-28,,2022-01,False,,Particular court east newspaper.,2022-11-28
TXN-2023-00000328,PRJ-2021-00145,VND-000127,,CTR-2019-000088,INV-2023-0000313,7.05,EQUIPMENT,POSTED,119073.24,107764.43,-11308.81,USD,2023-06-26,2023-06-26,2023-11,False,,Walk word side relate.,2023-06-26
TXN-2020-00000329,PRJ-2024-00165,VND-000189,PO-2023-0000819,,INV-2025-0000581,4.01,OVERHEAD,POSTED,92612.53,113554.59,20942.06,SAR,2020-10-08,2020-10-08,2020-09,False,,First give value somebody event business.,2020-10-08
TXN-2024-00000330,PRJ-2023-00069,VND-000257,PO-2023-0000688,,INV-2019-0000672,8.03,SUBCONTRACT,POSTED,93201.42,85490.53,-7710.89,SAR,2024-05-25,2024-05-25,2024-04,False,,Here woman stand west source fact.,2024-05-25
TXN-2022-00000331,PRJ-2020-00337,VND-000632,,CTR-2022-000828,,3.05,SUBCONTRACT,COMMITTED,35654.47,34162.92,-1491.55,SAR,2022-08-08,,2022-06,False,,Western bad under pretty.,2022-08-08
TXN-2020-00000332,PRJ-2019-00730,VND-000758,,CTR-2024-000340,,6.02,MATERIAL,ACCRUED,9453.29,11712.09,2258.8,SAR,2020-08-24,,2020-05,False,,Degree still even no even body.,2020-08-24
TXN-2019-00000333,PRJ-2024-00180,VND-000662,PO-2021-0000752,,,3.05,OVERHEAD,ACCRUED,40688.75,50582.95,9894.2,USD,2019-02-09,,2019-01,False,,Dream anything toward difficult do beyond.,2019-02-09
TXN-2024-00000334,PRJ-2019-00032,VND-000833,,CTR-2021-000557,,4.01,MATERIAL,ACCRUED,13151.06,16399.28,3248.22,SAR,2024-10-03,,2024-03,False,,Response beyond side accept nearly.,2024-10-03
TXN-2020-00000335,PRJ-2019-00913,VND-000791,,CTR-2023-000093,,3.04,OVERHEAD,ACCRUED,156792.66,156540.63,-252.03,USD,2020-09-14,,2020-10,True,CO-0062,Imagine various there local.,2020-09-14
TXN-2025-00000336,PRJ-2022-00527,VND-000144,,CTR-2020-000042,,3.04,LABOUR,ACCRUED,29126.8,26488.19,-2638.61,SAR,2025-09-07,,2025-05,False,,Sense expert experience arrive.,2025-09-07
TXN-2019-00000337,PRJ-2024-00685,VND-000212,,CTR-2024-000903,,7.04,SUBCONTRACT,ACCRUED,10527.58,8666.5,-1861.08,EUR,2019-11-29,,2019-12,False,,Present discussion school.,2019-11-29
TXN-2024-00000338,PRJ-2024-00850,VND-000281,,CTR-2022-000375,,3.04,MATERIAL,COMMITTED,22424.77,24529.1,2104.33,EUR,2024-02-09,,2024-07,False,,Tree company think.,2024-02-09
TXN-2020-00000339,PRJ-2023-00529,VND-000416,,CTR-2019-000007,INV-2020-0000514,8.04,OVERHEAD,POSTED,67467.22,83727.98,16260.76,SAR,2020-08-13,2020-08-13,2020-02,False,,Value already structure small.,2020-08-13
TXN-2021-00000340,PRJ-2022-00217,VND-000154,PO-2019-0000339,,INV-2025-0000738,2.02,MATERIAL,POSTED,15590.44,13355.85,-2234.59,SAR,2021-12-12,2021-12-12,2021-04,False,,View while unit theory.,2021-12-12
TXN-2024-00000341,PRJ-2023-00854,VND-000421,,CTR-2021-000041,INV-2021-0000913,3.02,LABOUR,POSTED,10579.46,11490.72,911.26,SAR,2024-01-29,2024-01-29,2024-03,False,,Fear owner up.,2024-01-29
TXN-2022-00000342,PRJ-2019-00614,VND-000993,PO-2020-0000622,,,5.01,LABOUR,ACCRUED,52340.77,67853.94,15513.17,USD,2022-09-04,,2022-07,False,,Expect writer myself management voice.,2022-09-04
TXN-2025-00000343,PRJ-2020-00597,VND-000841,,CTR-2024-000351,,5.02,SUBCONTRACT,COMMITTED,52441.31,66137.72,13696.41,SAR,2025-11-02,,2025-04,False,,Life cover both class learn either.,2025-11-02
TXN-2020-00000344,PRJ-2023-00112,VND-000017,,CTR-2019-000182,INV-2022-0000488,7.02,OVERHEAD,POSTED,16976.5,21234.28,4257.78,USD,2020-11-03,2020-11-03,2020-09,True,CO-0137,Add front far purpose.,2020-11-03
TXN-2019-00000345,PRJ-2023-00494,VND-000676,,CTR-2020-000380,INV-2020-0000896,1.04,SUBCONTRACT,POSTED,17915.88,14721.82,-3194.06,USD,2019-09-29,2019-09-29,2019-08,False,,Compare task today still.,2019-09-29
TXN-2022-00000346,PRJ-2019-00359,VND-000604,PO-2021-0000489,,,2.04,FREIGHT,COMMITTED,51435.04,60844.02,9408.98,SAR,2022-02-12,,2022-09,False,,Foreign husband believe word local very.,2022-02-12
TXN-2020-00000347,PRJ-2022-00006,VND-000727,PO-2020-0000671,,,2.05,LABOUR,COMMITTED,4137.61,3735.06,-402.55,SAR,2020-06-10,,2020-02,False,,End dog send.,2020-06-10
TXN-2024-00000348,PRJ-2020-00600,VND-000260,PO-2022-0000697,,INV-2025-0000407,6.05,EQUIPMENT,POSTED,4397.56,5178.07,780.51,SAR,2024-07-30,2024-07-30,2024-09,False,,Few reveal activity president realize.,2024-07-30
TXN-2021-00000349,PRJ-2019-00573,VND-000569,,CTR-2024-000876,,6.04,INSURANCE,ACCRUED,12361.4,15228.2,2866.8,USD,2021-03-02,,2021-08,False,,Property let civil.,2021-03-02
TXN-2020-00000350,PRJ-2023-00103,VND-000220,PO-2021-0000652,,,1.02,SUBCONTRACT,ACCRUED,26365.97,21162.52,-5203.45,EUR,2020-02-16,,2020-08,False,,Type thousand show real police wait.,2020-02-16
TXN-2022-00000351,PRJ-2023-00091,VND-000066,,CTR-2021-000411,INV-2025-0000629,1.04,MATERIAL,POSTED,57893.56,65309.01,7415.45,SAR,2022-05-27,2022-05-27,2022-10,False,,Pass despite card check security.,2022-05-27
TXN-2025-00000352,PRJ-2022-00840,VND-000180,PO-2019-0000035,,,4.05,MATERIAL,ACCRUED,332047.84,395794.29,63746.45,USD,2025-09-19,,2025-04,False,,Health reduce tree serious soon stay.,2025-09-19
TXN-2024-00000353,PRJ-2019-00037,VND-000369,,CTR-2019-000799,INV-2019-0000410,3.01,LABOUR,POSTED,131464.15,128383.13,-3081.02,SAR,2024-07-21,2024-07-21,2024-04,False,,Quite other skin moment.,2024-07-21
TXN-2024-00000354,PRJ-2019-00721,VND-000071,,CTR-2019-000284,,6.03,EQUIPMENT,FORECAST,28569.42,26088.1,-2481.32,SAR,2024-04-09,,2024-07,False,,Region back nor article natural measure.,2024-04-09
TXN-2021-00000355,PRJ-2024-00180,VND-000417,,CTR-2024-000823,,5.03,EQUIPMENT,ACCRUED,35294.26,37293.44,1999.18,SAR,2021-05-12,,2021-10,False,,Mr clearly take kind quite response.,2021-05-12
TXN-2022-00000356,PRJ-2022-00990,VND-000387,,CTR-2020-000919,,6.04,SUBCONTRACT,ACCRUED,8072.4,8826.47,754.07,SAR,2022-01-15,,2022-05,False,,Before member speak law message lead.,2022-01-15
TXN-2024-00000357,PRJ-2021-00808,VND-000226,,CTR-2021-000529,,6.04,MATERIAL,COMMITTED,35320.91,37716.58,2395.67,SAR,2024-12-24,,2024-04,False,,Next pull final.,2024-12-24
TXN-2022-00000358,PRJ-2024-00690,VND-000767,PO-2021-0000224,,,3.04,LABOUR,COMMITTED,23553.08,29374.42,5821.34,USD,2022-05-18,,2022-12,False,,How staff second.,2022-05-18
TXN-2020-00000359,PRJ-2020-00511,VND-000755,PO-2022-0000855,,INV-2024-0000256,5.02,SUBCONTRACT,POSTED,58928.37,71784.62,12856.25,SAR,2020-07-01,2020-07-01,2020-02,False,,Authority interest red must art thus.,2020-07-01
TXN-2019-00000360,PRJ-2024-00693,VND-000979,PO-2020-0000323,,,1.04,SUBCONTRACT,COMMITTED,10500.24,10985.04,484.8,SAR,2019-10-22,,2019-08,False,,All important shoulder she within position.,2019-10-22
TXN-2025-00000361,PRJ-2022-00938,VND-000524,,CTR-2024-000434,INV-2022-0000490,3.01,MATERIAL,POSTED,79143.64,100498.75,21355.11,USD,2025-01-17,2025-01-17,2025-07,False,,Hear through large true help.,2025-01-17
TXN-2025-00000362,PRJ-2021-00179,VND-000469,,CTR-2019-000013,,8.03,SUBCONTRACT,FORECAST,361894.63,411492.84,49598.21,SAR,2025-07-14,,2025-06,False,,Radio product much.,2025-07-14
TXN-2025-00000363,PRJ-2023-00266,VND-000192,PO-2019-0000189,,,8.05,MATERIAL,ACCRUED,30849.01,32372.49,1523.48,SAR,2025-04-18,,2025-06,False,,Budget year hotel camera without.,2025-04-18
TXN-2022-00000364,PRJ-2019-00287,VND-000462,,CTR-2021-000824,INV-2024-0000242,4.01,LABOUR,POSTED,66341.28,71494.01,5152.73,SAR,2022-07-15,2022-07-15,2022-12,False,,Series without leg.,2022-07-15
TXN-2025-00000365,PRJ-2020-00010,VND-000181,PO-2020-0000576,,,6.04,LABOUR,ACCRUED,102254.08,125695.93,23441.85,SAR,2025-01-25,,2025-12,False,,Interest here discover leave choice country.,2025-01-25
TXN-2020-00000366,PRJ-2020-00834,VND-000261,PO-2019-0000369,,,8.03,SUBCONTRACT,ACCRUED,19893.92,21488.92,1595.0,SAR,2020-05-11,,2020-07,False,,Allow produce past.,2020-05-11
TXN-2025-00000367,PRJ-2023-00696,VND-000987,PO-2024-0000690,,,3.03,EQUIPMENT,ACCRUED,50824.75,53631.41,2806.66,USD,2025-08-17,,2025-07,False,,Drive attack order.,2025-08-17
TXN-2022-00000368,PRJ-2023-00647,VND-000980,,CTR-2020-000586,INV-2021-0000415,6.04,LABOUR,POSTED,37007.97,45314.42,8306.45,SAR,2022-02-06,2022-02-06,2022-04,True,CO-0088,Our reflect any scientist I.,2022-02-06
TXN-2024-00000369,PRJ-2022-00299,VND-000728,,CTR-2024-000962,INV-2020-0000372,5.04,SUBCONTRACT,POSTED,42045.77,49359.54,7313.77,SAR,2024-09-23,2024-09-23,2024-07,False,,Music senior simply cell.,2024-09-23
TXN-2025-00000370,PRJ-2024-00024,VND-000129,PO-2020-0000106,,,2.02,SUBCONTRACT,COMMITTED,11389.93,9656.12,-1733.81,USD,2025-08-31,,2025-01,False,,Doctor trouble office officer.,2025-08-31
TXN-2023-00000371,PRJ-2024-00784,VND-000086,PO-2022-0000254,,INV-2022-0000756,2.04,SUBCONTRACT,POSTED,37675.5,35493.62,-2181.88,USD,2023-11-17,2023-11-17,2023-09,False,,Down then worry miss including.,2023-11-17
TXN-2019-00000372,PRJ-2020-00036,VND-000680,,CTR-2019-000554,INV-2020-0000958,8.04,FREIGHT,POSTED,76649.43,71759.75,-4889.68,SAR,2019-08-16,2019-08-16,2019-12,False,,Article we they treatment.,2019-08-16
TXN-2023-00000373,PRJ-2024-00612,VND-000468,,CTR-2024-000547,,7.05,SUBCONTRACT,ACCRUED,320204.59,305741.16,-14463.43,USD,2023-06-27,,2023-04,False,,Quickly new another general poor high modern.,2023-06-27
TXN-2022-00000374,PRJ-2023-00316,VND-000375,,CTR-2024-000777,,1.01,LABOUR,ACCRUED,153109.13,187401.48,34292.35,SAR,2022-06-26,,2022-09,False,,Impact feel contain Mrs drive.,2022-06-26
TXN-2022-00000375,PRJ-2022-00970,VND-000774,,CTR-2023-000816,,7.03,LABOUR,ACCRUED,917835.71,737581.03,-180254.68,SAR,2022-07-11,,2022-09,False,,Feeling remain south trip.,2022-07-11
TXN-2020-00000376,PRJ-2021-00168,VND-000733,PO-2024-0000433,,,7.02,MATERIAL,COMMITTED,11487.09,12781.24,1294.15,USD,2020-09-21,,2020-10,False,,Include indicate morning home effort form.,2020-09-21
